serial,year,year_n,month,day,decade,team,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,country,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_txt,away_team,away_team_txt,size,team_a,team_a_txt,team_b,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
3591,2013,3,8,14,12,Netherlands,away_team,1,1,0,0,2,0,Friendly,Portugal,1,1,0.37347,0.22482,Netherlands,0.22482,draw,Portugal,Portugal,Netherlands,Netherlands,0,Netherlands,Netherlands,Portugal,Portugal,draw,draw,1,1,0,0,0.37347,0.22482
3592,2013,3,8,14,12,Switzerland,home_team,1,0,1,-1,1,1,Friendly,Switzerland,0,0,0.08331,0.98207,Switzerland,0.08331,winner,Switzerland,Switzerland,Brazil,Brazil,1,Switzerland,Switzerland,Brazil,Brazil,winner,loser,1,0,1,-1,0.08331,0.98207
3592,2013,3,8,14,12,Brazil,away_team,1,0,1,-1,1,-1,Friendly,Switzerland,0,0,0.08331,0.98207,Brazil,0.98207,loser,Switzerland,Switzerland,Brazil,Brazil,1,Brazil,Brazil,Switzerland,Switzerland,loser,winner,0,1,-1,1,0.08331,0.98207
3593,2013,3,9,6,12,Costa Rica,home_team,3,1,2,-2,4,2,FIFA World Cup qualification,Costa Rica,1,0,0.4871,0.16076,Costa_Rica,0.4871,winner,Costa Rica,Costa_Rica,United States,United_States,2,Costa Rica,Costa_Rica,United States,United_States,winner,loser,3,1,2,-2,0.4871,0.16076
3593,2013,3,9,6,12,United States,away_team,3,1,2,-2,4,-2,FIFA World Cup qualification,Costa Rica,1,0,0.4871,0.16076,United_States,0.16076,loser,Costa Rica,Costa_Rica,United States,United_States,2,United States,United_States,Costa Rica,Costa_Rica,loser,winner,1,3,-2,2,0.4871,0.16076
3594,2013,3,9,6,12,Serbia,home_team,1,1,0,0,2,0,FIFA World Cup qualification,Serbia,1,0,0.81268,0.09906,Serbia,0.81268,draw,Serbia,Serbia,Croatia,Croatia,0,Serbia,Serbia,Croatia,Croatia,draw,draw,1,1,0,0,0.81268,0.09906
3594,2013,3,9,6,12,Croatia,away_team,1,1,0,0,2,0,FIFA World Cup qualification,Serbia,1,0,0.81268,0.09906,Croatia,0.09906,draw,Serbia,Serbia,Croatia,Croatia,0,Croatia,Croatia,Serbia,Serbia,draw,draw,1,1,0,0,0.81268,0.09906
3595,2013,3,9,7,12,Brazil,home_team,6,0,6,-6,6,6,Friendly,Brazil,0,0,0.83366,0.25723,Brazil,0.83366,winner,Brazil,Brazil,Australia,Australia,6,Brazil,Brazil,Australia,Australia,winner,loser,6,0,6,-6,0.83366,0.25723
3595,2013,3,9,7,12,Australia,away_team,6,0,6,-6,6,-6,Friendly,Brazil,0,0,0.83366,0.25723,Australia,0.25723,loser,Brazil,Brazil,Australia,Australia,6,Australia,Australia,Brazil,Brazil,loser,winner,0,6,-6,6,0.83366,0.25723
3596,2013,3,9,10,12,Brazil,home_team,3,1,2,-2,4,2,Friendly,United States,0,1,0.16067,0.84691,Brazil,0.16067,winner,Brazil,Brazil,Portugal,Portugal,2,Brazil,Brazil,Portugal,Portugal,winner,loser,3,1,2,-2,0.16067,0.84691
3596,2013,3,9,10,12,Portugal,away_team,3,1,2,-2,4,-2,Friendly,United States,0,1,0.16067,0.84691,Portugal,0.84691,loser,Brazil,Brazil,Portugal,Portugal,2,Portugal,Portugal,Brazil,Brazil,loser,winner,1,3,-2,2,0.16067,0.84691
3597,2013,3,9,10,12,Japan,home_team,3,1,2,-2,4,2,Friendly,Japan,0,0,0.3219,0.28644,Japan,0.3219,winner,Japan,Japan,Ghana,Ghana,2,Japan,Japan,Ghana,Ghana,winner,loser,3,1,2,-2,0.3219,0.28644
3597,2013,3,9,10,12,Ghana,away_team,3,1,2,-2,4,-2,Friendly,Japan,0,0,0.3219,0.28644,Ghana,0.28644,loser,Japan,Japan,Ghana,Ghana,2,Ghana,Ghana,Japan,Japan,loser,winner,1,3,-2,2,0.3219,0.28644
3598,2013,3,9,10,12,South Korea,home_team,1,2,-1,1,3,-1,Friendly,South Korea,0,0,0.03709,0.14957,South_Korea,0.03709,loser,South Korea,South_Korea,Croatia,Croatia,1,South Korea,South_Korea,Croatia,Croatia,loser,winner,1,2,-1,1,0.03709,0.14957
3598,2013,3,9,10,12,Croatia,away_team,1,2,-1,1,3,1,Friendly,South Korea,0,0,0.03709,0.14957,Croatia,0.14957,winner,South Korea,South_Korea,Croatia,Croatia,1,Croatia,Croatia,South Korea,South_Korea,winner,loser,2,1,1,-1,0.03709,0.14957
3599,2013,3,9,10,12,United States,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,United States,0,1,0.46141,0.36892,United_States,0.46141,winner,United States,United_States,Mexico,Mexico,2,United States,United_States,Mexico,Mexico,winner,loser,2,0,2,-2,0.46141,0.36892
3599,2013,3,9,10,12,Mexico,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,United States,0,1,0.46141,0.36892,Mexico,0.36892,loser,United States,United_States,Mexico,Mexico,2,Mexico,Mexico,United States,United_States,loser,winner,0,2,-2,2,0.46141,0.36892
3600,2013,3,9,10,12,Wales,home_team,0,3,-3,3,3,-3,FIFA World Cup qualification,Wales,0,1,0.38412,0.4196,Wales,0.38412,loser,Wales,Wales,Serbia,Serbia,3,Wales,Wales,Serbia,Serbia,loser,winner,0,3,-3,3,0.38412,0.4196
3600,2013,3,9,10,12,Serbia,away_team,0,3,-3,3,3,3,FIFA World Cup qualification,Wales,0,1,0.38412,0.4196,Serbia,0.4196,winner,Wales,Wales,Serbia,Serbia,3,Serbia,Serbia,Wales,Wales,winner,loser,3,0,3,-3,0.38412,0.4196
3601,2013,3,10,11,12,Croatia,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification,Croatia,0,1,0.73138,0.22165,Croatia,0.73138,loser,Croatia,Croatia,Belgium,Belgium,1,Croatia,Croatia,Belgium,Belgium,loser,winner,1,2,-1,1,0.73138,0.22165
3601,2013,3,10,11,12,Belgium,away_team,1,2,-1,1,3,1,FIFA World Cup qualification,Croatia,0,1,0.73138,0.22165,Belgium,0.22165,winner,Croatia,Croatia,Belgium,Belgium,1,Belgium,Belgium,Croatia,Croatia,winner,loser,2,1,1,-1,0.73138,0.22165
3602,2013,3,10,11,12,Ecuador,home_team,1,0,1,-1,1,1,FIFA World Cup qualification,Ecuador,0,1,0.25234,0.86397,Ecuador,0.25234,winner,Ecuador,Ecuador,Uruguay,Uruguay,1,Ecuador,Ecuador,Uruguay,Uruguay,winner,loser,1,0,1,-1,0.25234,0.86397
3602,2013,3,10,11,12,Uruguay,away_team,1,0,1,-1,1,-1,FIFA World Cup qualification,Ecuador,0,1,0.25234,0.86397,Uruguay,0.86397,loser,Ecuador,Ecuador,Uruguay,Uruguay,1,Uruguay,Uruguay,Ecuador,Ecuador,loser,winner,0,1,-1,1,0.25234,0.86397
3603,2013,3,10,11,12,France,home_team,6,0,6,-6,6,6,Friendly,France,0,0,0.08665,0.5826,France,0.08665,winner,France,France,Australia,Australia,6,France,France,Australia,Australia,winner,loser,6,0,6,-6,0.08665,0.5826
3603,2013,3,10,11,12,Australia,away_team,6,0,6,-6,6,-6,Friendly,France,0,0,0.08665,0.5826,Australia,0.5826,loser,France,France,Australia,Australia,6,Australia,Australia,France,France,loser,winner,0,6,-6,6,0.08665,0.5826
3604,2013,3,10,11,12,Serbia,home_team,2,0,2,-2,2,2,Friendly,Serbia,1,0,0.63574,0.19237,Serbia,0.63574,winner,Serbia,Serbia,Japan,Japan,2,Serbia,Serbia,Japan,Japan,winner,loser,2,0,2,-2,0.63574,0.19237
3604,2013,3,10,11,12,Japan,away_team,2,0,2,-2,2,-2,Friendly,Serbia,1,0,0.63574,0.19237,Japan,0.19237,loser,Serbia,Serbia,Japan,Japan,2,Japan,Japan,Serbia,Serbia,loser,winner,0,2,-2,2,0.63574,0.19237
3605,2013,3,10,12,12,South Korea,home_team,0,2,-2,2,2,-2,Friendly,South Korea,0,0,0.46865,0.81203,South_Korea,0.46865,loser,South Korea,South_Korea,Brazil,Brazil,2,South Korea,South_Korea,Brazil,Brazil,loser,winner,0,2,-2,2,0.46865,0.81203
3605,2013,3,10,12,12,Brazil,away_team,0,2,-2,2,2,2,Friendly,South Korea,0,0,0.46865,0.81203,Brazil,0.81203,winner,South Korea,South_Korea,Brazil,Brazil,2,Brazil,Brazil,South Korea,South_Korea,winner,loser,2,0,2,-2,0.46865,0.81203
3606,2013,3,10,13,12,Tunisia,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Tunisia,1,1,0.09545,0.19248,Tunisia,0.09545,draw,Tunisia,Tunisia,Cameroon,Cameroon,0,Tunisia,Tunisia,Cameroon,Cameroon,draw,draw,0,0,0,0,0.09545,0.19248
3606,2013,3,10,13,12,Cameroon,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Tunisia,1,1,0.09545,0.19248,Cameroon,0.19248,draw,Tunisia,Tunisia,Cameroon,Cameroon,0,Cameroon,Cameroon,Tunisia,Tunisia,draw,draw,0,0,0,0,0.09545,0.19248
3607,2013,3,10,15,12,Australia,home_team,3,0,3,-3,3,3,Friendly,England,0,0,0.32379,0.98588,Australia,0.32379,winner,Australia,Australia,Canada,Canada,3,Australia,Australia,Canada,Canada,winner,loser,3,0,3,-3,0.32379,0.98588
3607,2013,3,10,15,12,Canada,away_team,3,0,3,-3,3,-3,Friendly,England,0,0,0.32379,0.98588,Canada,0.98588,loser,Australia,Australia,Canada,Canada,3,Canada,Canada,Australia,Australia,loser,winner,0,3,-3,3,0.32379,0.98588
3608,2013,3,10,15,12,Belgium,home_team,1,1,0,0,2,0,FIFA World Cup qualification,Belgium,1,0,0.33316,0.60803,Belgium,0.33316,draw,Belgium,Belgium,Wales,Wales,0,Belgium,Belgium,Wales,Wales,draw,draw,1,1,0,0,0.33316,0.60803
3608,2013,3,10,15,12,Wales,away_team,1,1,0,0,2,0,FIFA World Cup qualification,Belgium,1,0,0.33316,0.60803,Wales,0.60803,draw,Belgium,Belgium,Wales,Wales,0,Wales,Wales,Belgium,Belgium,draw,draw,1,1,0,0,0.33316,0.60803
3609,2013,3,10,15,12,Costa Rica,home_team,2,1,1,-1,3,1,FIFA World Cup qualification,Costa Rica,1,1,0.84711,0.65755,Costa_Rica,0.84711,winner,Costa Rica,Costa_Rica,Mexico,Mexico,1,Costa Rica,Costa_Rica,Mexico,Mexico,winner,loser,2,1,1,-1,0.84711,0.65755
3609,2013,3,10,15,12,Mexico,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification,Costa Rica,1,1,0.84711,0.65755,Mexico,0.65755,loser,Costa Rica,Costa_Rica,Mexico,Mexico,1,Mexico,Mexico,Costa Rica,Costa_Rica,loser,winner,1,2,-1,1,0.84711,0.65755
3610,2013,3,10,15,12,England,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,England,1,0,0.72191,0.52833,England,0.72191,winner,England,England,Poland,Poland,2,England,England,Poland,Poland,winner,loser,2,0,2,-2,0.72191,0.52833
3610,2013,3,10,15,12,Poland,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,England,1,0,0.72191,0.52833,Poland,0.52833,loser,England,England,Poland,Poland,2,Poland,Poland,England,England,loser,winner,0,2,-2,2,0.72191,0.52833
3611,2013,3,10,15,12,Uruguay,home_team,3,2,1,-1,5,1,FIFA World Cup qualification,Uruguay,1,1,0.55296,0.12553,Uruguay,0.55296,winner,Uruguay,Uruguay,Argentina,Argentina,1,Uruguay,Uruguay,Argentina,Argentina,winner,loser,3,2,1,-1,0.55296,0.12553
3611,2013,3,10,15,12,Argentina,away_team,3,2,1,-1,5,-1,FIFA World Cup qualification,Uruguay,1,1,0.55296,0.12553,Argentina,0.12553,loser,Uruguay,Uruguay,Argentina,Argentina,1,Argentina,Argentina,Uruguay,Uruguay,loser,winner,2,3,-1,1,0.55296,0.12553
3612,2013,3,11,15,12,Argentina,home_team,0,0,0,0,0,0,Friendly,United States,1,0,0.02703,0.32247,Argentina,0.02703,draw,Argentina,Argentina,Ecuador,Ecuador,0,Argentina,Argentina,Ecuador,Ecuador,draw,draw,0,0,0,0,0.02703,0.32247
3612,2013,3,11,15,12,Ecuador,away_team,0,0,0,0,0,0,Friendly,United States,1,0,0.02703,0.32247,Ecuador,0.32247,draw,Argentina,Argentina,Ecuador,Ecuador,0,Ecuador,Ecuador,Argentina,Argentina,draw,draw,0,0,0,0,0.02703,0.32247
3613,2013,3,11,15,12,South Korea,home_team,2,1,1,-1,3,1,Friendly,South Korea,0,0,0.12975,0.21858,South_Korea,0.12975,winner,South Korea,South_Korea,Switzerland,Switzerland,1,South Korea,South_Korea,Switzerland,Switzerland,winner,loser,2,1,1,-1,0.12975,0.21858
3613,2013,3,11,15,12,Switzerland,away_team,2,1,1,-1,3,-1,Friendly,South Korea,0,0,0.12975,0.21858,Switzerland,0.21858,loser,South Korea,South_Korea,Switzerland,Switzerland,1,Switzerland,Switzerland,South Korea,South_Korea,loser,winner,1,2,-1,1,0.12975,0.21858
3614,2013,3,11,16,12,Netherlands,home_team,2,2,0,0,4,0,Friendly,Belgium,1,0,0.4169,0.97852,Netherlands,0.4169,draw,Netherlands,Netherlands,Japan,Japan,0,Netherlands,Netherlands,Japan,Japan,draw,draw,2,2,0,0,0.4169,0.97852
3614,2013,3,11,16,12,Japan,away_team,2,2,0,0,4,0,Friendly,Belgium,1,0,0.4169,0.97852,Japan,0.97852,draw,Netherlands,Netherlands,Japan,Japan,0,Japan,Japan,Netherlands,Netherlands,draw,draw,2,2,0,0,0.4169,0.97852
3615,2013,3,11,17,12,Cameroon,home_team,4,1,3,-3,5,3,FIFA World Cup qualification,Cameroon,1,1,0.15578,0.4274,Cameroon,0.15578,winner,Cameroon,Cameroon,Tunisia,Tunisia,3,Cameroon,Cameroon,Tunisia,Tunisia,winner,loser,4,1,3,-3,0.15578,0.4274
3615,2013,3,11,17,12,Tunisia,away_team,4,1,3,-3,5,-3,FIFA World Cup qualification,Cameroon,1,1,0.15578,0.4274,Tunisia,0.4274,loser,Cameroon,Cameroon,Tunisia,Tunisia,3,Tunisia,Tunisia,Cameroon,Cameroon,loser,winner,1,4,-3,3,0.15578,0.4274
3616,2013,3,11,19,12,Australia,home_team,1,0,1,-1,1,1,Friendly,Australia,0,1,0.84568,0.37449,Australia,0.84568,winner,Australia,Australia,Costa Rica,Costa_Rica,1,Australia,Australia,Costa Rica,Costa_Rica,winner,loser,1,0,1,-1,0.84568,0.37449
3616,2013,3,11,19,12,Costa Rica,away_team,1,0,1,-1,1,-1,Friendly,Australia,0,1,0.84568,0.37449,Costa_Rica,0.37449,loser,Australia,Australia,Costa Rica,Costa_Rica,1,Costa Rica,Costa_Rica,Australia,Australia,loser,winner,0,1,-1,1,0.84568,0.37449
3617,2013,3,11,19,12,Belgium,home_team,2,3,-1,1,5,-1,Friendly,Belgium,1,0,0.00682,0.83791,Belgium,0.00682,loser,Belgium,Belgium,Japan,Japan,1,Belgium,Belgium,Japan,Japan,loser,winner,2,3,-1,1,0.00682,0.83791
3617,2013,3,11,19,12,Japan,away_team,2,3,-1,1,5,1,Friendly,Belgium,1,0,0.00682,0.83791,Japan,0.83791,winner,Belgium,Belgium,Japan,Japan,1,Japan,Japan,Belgium,Belgium,winner,loser,3,2,1,-1,0.00682,0.83791
3618,2013,3,11,19,12,England,home_team,0,1,-1,1,1,-1,Friendly,England,1,1,0.1245,0.14325,England,0.1245,loser,England,England,Germany,Germany,1,England,England,Germany,Germany,loser,winner,0,1,-1,1,0.1245,0.14325
3618,2013,3,11,19,12,Germany,away_team,0,1,-1,1,1,1,Friendly,England,1,1,0.1245,0.14325,Germany,0.14325,winner,England,England,Germany,Germany,1,Germany,Germany,England,England,winner,loser,1,0,1,-1,0.1245,0.14325
3619,2013,3,12,31,12,Qatar,home_team,4,1,3,-3,5,3,WAFF Championship,Qatar,0,1,0.57862,0.18258,Qatar,0.57862,winner,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,3,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,winner,loser,4,1,3,-3,0.57862,0.18258
3619,2013,3,12,31,12,Saudi Arabia,away_team,4,1,3,-3,5,-3,WAFF Championship,Qatar,0,1,0.57862,0.18258,Saudi_Arabia,0.18258,loser,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,3,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,loser,winner,1,4,-3,3,0.57862,0.18258
3620,2014,4,1,25,12,Costa Rica,home_team,0,1,-1,1,1,-1,Friendly,United States,1,0,0.27119,0.81442,Costa_Rica,0.27119,loser,Costa Rica,Costa_Rica,South Korea,South_Korea,1,Costa Rica,Costa_Rica,South Korea,South_Korea,loser,winner,0,1,-1,1,0.27119,0.81442
3620,2014,4,1,25,12,South Korea,away_team,0,1,-1,1,1,1,Friendly,United States,1,0,0.27119,0.81442,South_Korea,0.81442,winner,Costa Rica,Costa_Rica,South Korea,South_Korea,1,South Korea,South_Korea,Costa Rica,Costa_Rica,winner,loser,1,0,1,-1,0.27119,0.81442
3621,2014,4,1,29,12,Mexico,home_team,4,0,4,-4,4,4,Friendly,United States,1,0,0.57438,0.31935,Mexico,0.57438,winner,Mexico,Mexico,South Korea,South_Korea,4,Mexico,Mexico,South Korea,South_Korea,winner,loser,4,0,4,-4,0.57438,0.31935
3621,2014,4,1,29,12,South Korea,away_team,4,0,4,-4,4,-4,Friendly,United States,1,0,0.57438,0.31935,South_Korea,0.31935,loser,Mexico,Mexico,South Korea,South_Korea,4,South Korea,South_Korea,Mexico,Mexico,loser,winner,0,4,-4,4,0.57438,0.31935
3622,2014,4,2,1,12,United States,home_team,2,0,2,-2,2,2,Friendly,United States,0,0,0.3004,0.64029,United_States,0.3004,winner,United States,United_States,South Korea,South_Korea,2,United States,United_States,South Korea,South_Korea,winner,loser,2,0,2,-2,0.3004,0.64029
3622,2014,4,2,1,12,South Korea,away_team,2,0,2,-2,2,-2,Friendly,United States,0,0,0.3004,0.64029,South_Korea,0.64029,loser,United States,United_States,South Korea,South_Korea,2,South Korea,South_Korea,United States,United_States,loser,winner,0,2,-2,2,0.3004,0.64029
3623,2014,4,3,5,12,Australia,home_team,3,4,-1,1,7,-1,Friendly,England,0,0,0.38415,0.02716,Australia,0.38415,loser,Australia,Australia,Ecuador,Ecuador,1,Australia,Australia,Ecuador,Ecuador,loser,winner,3,4,-1,1,0.38415,0.02716
3623,2014,4,3,5,12,Ecuador,away_team,3,4,-1,1,7,1,Friendly,England,0,0,0.38415,0.02716,Ecuador,0.02716,winner,Australia,Australia,Ecuador,Ecuador,1,Ecuador,Ecuador,Australia,Australia,winner,loser,4,3,1,-1,0.38415,0.02716
3624,2014,4,3,5,12,England,home_team,1,0,1,-1,1,1,Friendly,England,1,1,0.39828,0.84078,England,0.39828,winner,England,England,Denmark,Denmark,1,England,England,Denmark,Denmark,winner,loser,1,0,1,-1,0.39828,0.84078
3624,2014,4,3,5,12,Denmark,away_team,1,0,1,-1,1,-1,Friendly,England,1,1,0.39828,0.84078,Denmark,0.84078,loser,England,England,Denmark,Denmark,1,Denmark,Denmark,England,England,loser,winner,0,1,-1,1,0.39828,0.84078
3625,2014,4,3,5,12,France,home_team,2,0,2,-2,2,2,Friendly,France,0,1,0.44443,0.78601,France,0.44443,winner,France,France,Netherlands,Netherlands,2,France,France,Netherlands,Netherlands,winner,loser,2,0,2,-2,0.44443,0.78601
3625,2014,4,3,5,12,Netherlands,away_team,2,0,2,-2,2,-2,Friendly,France,0,1,0.44443,0.78601,Netherlands,0.78601,loser,France,France,Netherlands,Netherlands,2,Netherlands,Netherlands,France,France,loser,winner,0,2,-2,2,0.44443,0.78601
3626,2014,4,3,5,12,Portugal,home_team,5,1,4,-4,6,4,Friendly,Portugal,1,1,0.91404,0.25693,Portugal,0.91404,winner,Portugal,Portugal,Cameroon,Cameroon,4,Portugal,Portugal,Cameroon,Cameroon,winner,loser,5,1,4,-4,0.91404,0.25693
3626,2014,4,3,5,12,Cameroon,away_team,5,1,4,-4,6,-4,Friendly,Portugal,1,1,0.91404,0.25693,Cameroon,0.25693,loser,Portugal,Portugal,Cameroon,Cameroon,4,Cameroon,Cameroon,Portugal,Portugal,loser,winner,1,5,-4,4,0.91404,0.25693
3627,2014,4,3,5,12,Switzerland,home_team,2,2,0,0,4,0,Friendly,Switzerland,0,0,0.5939,0.89401,Switzerland,0.5939,draw,Switzerland,Switzerland,Croatia,Croatia,0,Switzerland,Switzerland,Croatia,Croatia,draw,draw,2,2,0,0,0.5939,0.89401
3627,2014,4,3,5,12,Croatia,away_team,2,2,0,0,4,0,Friendly,Switzerland,0,0,0.5939,0.89401,Croatia,0.89401,draw,Switzerland,Switzerland,Croatia,Croatia,0,Croatia,Croatia,Switzerland,Switzerland,draw,draw,2,2,0,0,0.5939,0.89401
3628,2014,4,5,13,12,Germany,home_team,0,0,0,0,0,0,Friendly,Germany,1,0,0.7096,0.2125,Germany,0.7096,draw,Germany,Germany,Poland,Poland,0,Germany,Germany,Poland,Poland,draw,draw,0,0,0,0,0.7096,0.2125
3628,2014,4,5,13,12,Poland,away_team,0,0,0,0,0,0,Friendly,Germany,1,0,0.7096,0.2125,Poland,0.2125,draw,Germany,Germany,Poland,Poland,0,Poland,Poland,Germany,Germany,draw,draw,0,0,0,0,0.7096,0.2125
3629,2014,4,5,17,12,Netherlands,home_team,1,1,0,0,2,0,Friendly,Netherlands,1,0,0.84989,0.75083,Netherlands,0.84989,draw,Netherlands,Netherlands,Ecuador,Ecuador,0,Netherlands,Netherlands,Ecuador,Ecuador,draw,draw,1,1,0,0,0.84989,0.75083
3629,2014,4,5,17,12,Ecuador,away_team,1,1,0,0,2,0,Friendly,Netherlands,1,0,0.84989,0.75083,Ecuador,0.75083,draw,Netherlands,Netherlands,Ecuador,Ecuador,0,Ecuador,Ecuador,Netherlands,Netherlands,draw,draw,1,1,0,0,0.84989,0.75083
3630,2014,4,5,28,12,South Korea,home_team,0,1,-1,1,1,-1,Friendly,South Korea,0,1,0.12065,0.1208,South_Korea,0.12065,loser,South Korea,South_Korea,Tunisia,Tunisia,1,South Korea,South_Korea,Tunisia,Tunisia,loser,winner,0,1,-1,1,0.12065,0.1208
3630,2014,4,5,28,12,Tunisia,away_team,0,1,-1,1,1,1,Friendly,South Korea,0,1,0.12065,0.1208,Tunisia,0.1208,winner,South Korea,South_Korea,Tunisia,Tunisia,1,Tunisia,Tunisia,South Korea,South_Korea,winner,loser,1,0,1,-1,0.12065,0.1208
3631,2014,4,5,31,12,Mexico,home_team,3,1,2,-2,4,2,Friendly,United States,1,0,0.61575,0.59614,Mexico,0.61575,winner,Mexico,Mexico,Ecuador,Ecuador,2,Mexico,Mexico,Ecuador,Ecuador,winner,loser,3,1,2,-2,0.61575,0.59614
3631,2014,4,5,31,12,Ecuador,away_team,3,1,2,-2,4,-2,Friendly,United States,1,0,0.61575,0.59614,Ecuador,0.59614,loser,Mexico,Mexico,Ecuador,Ecuador,2,Ecuador,Ecuador,Mexico,Mexico,loser,winner,1,3,-2,2,0.61575,0.59614
3632,2014,4,5,31,12,Netherlands,home_team,1,0,1,-1,1,1,Friendly,Netherlands,1,0,0.17383,0.88413,Netherlands,0.17383,winner,Netherlands,Netherlands,Ghana,Ghana,1,Netherlands,Netherlands,Ghana,Ghana,winner,loser,1,0,1,-1,0.17383,0.88413
3632,2014,4,5,31,12,Ghana,away_team,1,0,1,-1,1,-1,Friendly,Netherlands,1,0,0.17383,0.88413,Ghana,0.88413,loser,Netherlands,Netherlands,Ghana,Ghana,1,Ghana,Ghana,Netherlands,Netherlands,loser,winner,0,1,-1,1,0.17383,0.88413
3633,2014,4,6,1,12,Germany,home_team,2,2,0,0,4,0,Friendly,Germany,1,1,0.86414,0.58092,Germany,0.86414,draw,Germany,Germany,Cameroon,Cameroon,0,Germany,Germany,Cameroon,Cameroon,draw,draw,2,2,0,0,0.86414,0.58092
3633,2014,4,6,1,12,Cameroon,away_team,2,2,0,0,4,0,Friendly,Germany,1,1,0.86414,0.58092,Cameroon,0.58092,draw,Germany,Germany,Cameroon,Cameroon,0,Cameroon,Cameroon,Germany,Germany,draw,draw,2,2,0,0,0.86414,0.58092
3634,2014,4,6,2,12,Costa Rica,home_team,1,3,-2,2,4,-2,Friendly,United States,1,0,0.86109,0.28084,Costa_Rica,0.86109,loser,Costa Rica,Costa_Rica,Japan,Japan,2,Costa Rica,Costa_Rica,Japan,Japan,loser,winner,1,3,-2,2,0.86109,0.28084
3634,2014,4,6,2,12,Japan,away_team,1,3,-2,2,4,2,Friendly,United States,1,0,0.86109,0.28084,Japan,0.28084,winner,Costa Rica,Costa_Rica,Japan,Japan,2,Japan,Japan,Costa Rica,Costa_Rica,winner,loser,3,1,2,-2,0.86109,0.28084
3635,2014,4,6,4,12,Ecuador,home_team,2,2,0,0,4,0,Friendly,United States,0,1,0.17389,0.6431,Ecuador,0.17389,draw,Ecuador,Ecuador,England,England,0,Ecuador,Ecuador,England,England,draw,draw,2,2,0,0,0.17389,0.6431
3635,2014,4,6,4,12,England,away_team,2,2,0,0,4,0,Friendly,United States,0,1,0.17389,0.6431,England,0.6431,draw,Ecuador,Ecuador,England,England,0,England,England,Ecuador,Ecuador,draw,draw,2,2,0,0,0.17389,0.6431
3636,2014,4,6,4,12,Netherlands,home_team,2,0,2,-2,2,2,Friendly,Netherlands,1,0,0.27897,0.27856,Netherlands,0.27897,winner,Netherlands,Netherlands,Wales,Wales,2,Netherlands,Netherlands,Wales,Wales,winner,loser,2,0,2,-2,0.27897,0.27856
3636,2014,4,6,4,12,Wales,away_team,2,0,2,-2,2,-2,Friendly,Netherlands,1,0,0.27897,0.27856,Wales,0.27856,loser,Netherlands,Netherlands,Wales,Wales,2,Wales,Wales,Netherlands,Netherlands,loser,winner,0,2,-2,2,0.27897,0.27856
3637,2014,4,6,6,12,Brazil,home_team,1,0,1,-1,1,1,Friendly,Brazil,0,1,0.79357,0.25684,Brazil,0.79357,winner,Brazil,Brazil,Serbia,Serbia,1,Brazil,Brazil,Serbia,Serbia,winner,loser,1,0,1,-1,0.79357,0.25684
3637,2014,4,6,6,12,Serbia,away_team,1,0,1,-1,1,-1,Friendly,Brazil,0,1,0.79357,0.25684,Serbia,0.25684,loser,Brazil,Brazil,Serbia,Serbia,1,Serbia,Serbia,Brazil,Brazil,loser,winner,0,1,-1,1,0.79357,0.25684
3638,2014,4,6,6,12,Croatia,home_team,1,0,1,-1,1,1,Friendly,Brazil,0,0,0.77883,0.06113,Croatia,0.77883,winner,Croatia,Croatia,Australia,Australia,1,Croatia,Croatia,Australia,Australia,winner,loser,1,0,1,-1,0.77883,0.06113
3638,2014,4,6,6,12,Australia,away_team,1,0,1,-1,1,-1,Friendly,Brazil,0,0,0.77883,0.06113,Australia,0.06113,loser,Croatia,Croatia,Australia,Australia,1,Australia,Australia,Croatia,Croatia,loser,winner,0,1,-1,1,0.77883,0.06113
3639,2014,4,6,6,12,Mexico,home_team,0,1,-1,1,1,-1,Friendly,United States,1,1,0.66731,0.2388,Mexico,0.66731,loser,Mexico,Mexico,Portugal,Portugal,1,Mexico,Mexico,Portugal,Portugal,loser,winner,0,1,-1,1,0.66731,0.2388
3639,2014,4,6,6,12,Portugal,away_team,0,1,-1,1,1,1,Friendly,United States,1,1,0.66731,0.2388,Portugal,0.2388,winner,Mexico,Mexico,Portugal,Portugal,1,Portugal,Portugal,Mexico,Mexico,winner,loser,1,0,1,-1,0.66731,0.2388
