serial,year,year_n,month,day,decade,team,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,country,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_txt,away_team,away_team_txt,size,team_a,team_a_txt,team_b,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1718,1985,5,2,5,9,Mexico,home_team,5,0,5,-5,5,5,Friendly,Mexico,1,0,0.03439,0.89798,Mexico,0.03439,winner,Mexico,Mexico,Poland,Poland,5,Mexico,Mexico,Poland,Poland,winner,loser,5,0,5,-5,0.03439,0.89798
1718,1985,5,2,5,9,Poland,away_team,5,0,5,-5,5,-5,Friendly,Mexico,1,0,0.03439,0.89798,Poland,0.89798,loser,Mexico,Mexico,Poland,Poland,5,Poland,Poland,Mexico,Mexico,loser,winner,0,5,-5,5,0.03439,0.89798
1719,1985,5,2,6,9,Mexico,home_team,1,2,-1,1,3,-1,Friendly,Mexico,1,0,0.81264,0.49626,Mexico,0.81264,loser,Mexico,Mexico,Switzerland,Switzerland,1,Mexico,Mexico,Switzerland,Switzerland,loser,winner,1,2,-1,1,0.81264,0.49626
1719,1985,5,2,6,9,Switzerland,away_team,1,2,-1,1,3,1,Friendly,Mexico,1,0,0.81264,0.49626,Switzerland,0.49626,winner,Mexico,Mexico,Switzerland,Switzerland,1,Switzerland,Switzerland,Mexico,Mexico,winner,loser,2,1,1,-1,0.81264,0.49626
1720,1985,5,2,8,9,United States,home_team,1,1,0,0,2,0,Friendly,United States,0,0,0.12173,0.98599,United_States,0.12173,draw,United States,United_States,Switzerland,Switzerland,0,United States,United_States,Switzerland,Switzerland,draw,draw,1,1,0,0,0.12173,0.98599
1720,1985,5,2,8,9,Switzerland,away_team,1,1,0,0,2,0,Friendly,United States,0,0,0.12173,0.98599,Switzerland,0.98599,draw,United States,United_States,Switzerland,Switzerland,0,Switzerland,Switzerland,United States,United_States,draw,draw,1,1,0,0,0.12173,0.98599
1721,1985,5,2,24,9,Portugal,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification,Portugal,1,1,0.94416,0.39822,Portugal,0.94416,loser,Portugal,Portugal,Germany,Germany,1,Portugal,Portugal,Germany,Germany,loser,winner,1,2,-1,1,0.94416,0.39822
1721,1985,5,2,24,9,Germany,away_team,1,2,-1,1,3,1,FIFA World Cup qualification,Portugal,1,1,0.94416,0.39822,Germany,0.39822,winner,Portugal,Portugal,Germany,Germany,1,Germany,Germany,Portugal,Portugal,winner,loser,2,1,1,-1,0.94416,0.39822
1722,1985,5,3,10,9,Uruguay,home_team,2,1,1,-1,3,1,FIFA World Cup qualification,Uruguay,1,0,0.75828,0.91725,Uruguay,0.75828,winner,Uruguay,Uruguay,Ecuador,Ecuador,1,Uruguay,Uruguay,Ecuador,Ecuador,winner,loser,2,1,1,-1,0.75828,0.91725
1722,1985,5,3,10,9,Ecuador,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification,Uruguay,1,0,0.75828,0.91725,Ecuador,0.91725,loser,Uruguay,Uruguay,Ecuador,Ecuador,1,Ecuador,Ecuador,Uruguay,Uruguay,loser,winner,1,2,-1,1,0.75828,0.91725
1723,1985,5,3,21,9,Costa Rica,home_team,1,0,1,-1,1,1,Friendly,Costa Rica,1,0,0.09453,0.94921,Costa_Rica,0.09453,winner,Costa Rica,Costa_Rica,Canada,Canada,1,Costa Rica,Costa_Rica,Canada,Canada,winner,loser,1,0,1,-1,0.09453,0.94921
1723,1985,5,3,21,9,Canada,away_team,1,0,1,-1,1,-1,Friendly,Costa Rica,1,0,0.09453,0.94921,Canada,0.94921,loser,Costa Rica,Costa_Rica,Canada,Canada,1,Canada,Canada,Costa Rica,Costa_Rica,loser,winner,0,1,-1,1,0.09453,0.94921
1724,1985,5,3,24,9,Costa Rica,home_team,0,0,0,0,0,0,Friendly,Costa Rica,1,0,0.76134,0.49523,Costa_Rica,0.76134,draw,Costa Rica,Costa_Rica,Canada,Canada,0,Costa Rica,Costa_Rica,Canada,Canada,draw,draw,0,0,0,0,0.76134,0.49523
1724,1985,5,3,24,9,Canada,away_team,0,0,0,0,0,0,Friendly,Costa Rica,1,0,0.76134,0.49523,Canada,0.49523,draw,Costa Rica,Costa_Rica,Canada,Canada,0,Canada,Canada,Costa Rica,Costa_Rica,draw,draw,0,0,0,0,0.76134,0.49523
1725,1985,5,3,31,9,Ecuador,home_team,0,2,-2,2,2,-2,FIFA World Cup qualification,Ecuador,0,1,0.9778,0.78402,Ecuador,0.9778,loser,Ecuador,Ecuador,Uruguay,Uruguay,2,Ecuador,Ecuador,Uruguay,Uruguay,loser,winner,0,2,-2,2,0.9778,0.78402
1725,1985,5,3,31,9,Uruguay,away_team,0,2,-2,2,2,2,FIFA World Cup qualification,Ecuador,0,1,0.9778,0.78402,Uruguay,0.78402,winner,Ecuador,Ecuador,Uruguay,Uruguay,2,Uruguay,Uruguay,Ecuador,Ecuador,winner,loser,2,0,2,-2,0.9778,0.78402
1726,1985,5,4,2,9,Canada,home_team,2,0,2,-2,2,2,Friendly,Canada,0,0,0.62807,0.6059,Canada,0.62807,winner,Canada,Canada,United States,United_States,2,Canada,Canada,United States,United_States,winner,loser,2,0,2,-2,0.62807,0.6059
1726,1985,5,4,2,9,United States,away_team,2,0,2,-2,2,-2,Friendly,Canada,0,0,0.62807,0.6059,United_States,0.6059,loser,Canada,Canada,United States,United_States,2,United States,United_States,Canada,Canada,loser,winner,0,2,-2,2,0.62807,0.6059
1727,1985,5,4,4,9,United States,home_team,1,1,0,0,2,0,Friendly,United States,0,0,0.41176,0.10326,United_States,0.41176,draw,United States,United_States,Canada,Canada,0,United States,United_States,Canada,Canada,draw,draw,1,1,0,0,0.41176,0.10326
1727,1985,5,4,4,9,Canada,away_team,1,1,0,0,2,0,Friendly,United States,0,0,0.41176,0.10326,Canada,0.10326,draw,United States,United_States,Canada,Canada,0,Canada,Canada,United States,United_States,draw,draw,1,1,0,0,0.41176,0.10326
1728,1985,5,4,30,9,Wales,home_team,3,0,3,-3,3,3,FIFA World Cup qualification,Wales,0,1,0.78204,0.34681,Wales,0.78204,winner,Wales,Wales,Spain,Spain,3,Wales,Wales,Spain,Spain,winner,loser,3,0,3,-3,0.78204,0.34681
1728,1985,5,4,30,9,Spain,away_team,3,0,3,-3,3,-3,FIFA World Cup qualification,Wales,0,1,0.78204,0.34681,Spain,0.34681,loser,Wales,Wales,Spain,Spain,3,Spain,Spain,Wales,Wales,loser,winner,0,3,-3,3,0.78204,0.34681
1729,1985,5,5,1,9,Belgium,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,Belgium,1,0,0.02164,0.02771,Belgium,0.02164,winner,Belgium,Belgium,Poland,Poland,2,Belgium,Belgium,Poland,Poland,winner,loser,2,0,2,-2,0.02164,0.02771
1729,1985,5,5,1,9,Poland,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,Belgium,1,0,0.02164,0.02771,Poland,0.02771,loser,Belgium,Belgium,Poland,Poland,2,Poland,Poland,Belgium,Belgium,loser,winner,0,2,-2,2,0.02164,0.02771
1730,1985,5,5,2,9,Brazil,home_team,2,0,2,-2,2,2,Friendly,Brazil,0,1,0.02961,0.7639,Brazil,0.02961,winner,Brazil,Brazil,Uruguay,Uruguay,2,Brazil,Brazil,Uruguay,Uruguay,winner,loser,2,0,2,-2,0.02961,0.7639
1730,1985,5,5,2,9,Uruguay,away_team,2,0,2,-2,2,-2,Friendly,Brazil,0,1,0.02961,0.7639,Uruguay,0.7639,loser,Brazil,Brazil,Uruguay,Uruguay,2,Uruguay,Uruguay,Brazil,Brazil,loser,winner,0,2,-2,2,0.02961,0.7639
1731,1985,5,5,5,9,Brazil,home_team,2,1,1,-1,3,1,Friendly,Brazil,0,1,0.13001,0.90196,Brazil,0.13001,winner,Brazil,Brazil,Argentina,Argentina,1,Brazil,Brazil,Argentina,Argentina,winner,loser,2,1,1,-1,0.13001,0.90196
1731,1985,5,5,5,9,Argentina,away_team,2,1,1,-1,3,-1,Friendly,Brazil,0,1,0.13001,0.90196,Argentina,0.90196,loser,Brazil,Brazil,Argentina,Argentina,1,Argentina,Argentina,Brazil,Brazil,loser,winner,1,2,-1,1,0.13001,0.90196
1732,1985,5,5,26,9,Costa Rica,home_team,1,1,0,0,2,0,CONCACAF Championship,Costa Rica,1,0,0.2818,0.16105,Costa_Rica,0.2818,draw,Costa Rica,Costa_Rica,United States,United_States,0,Costa Rica,Costa_Rica,United States,United_States,draw,draw,1,1,0,0,0.2818,0.16105
1732,1985,5,5,26,9,United States,away_team,1,1,0,0,2,0,CONCACAF Championship,Costa Rica,1,0,0.2818,0.16105,United_States,0.16105,draw,Costa Rica,Costa_Rica,United States,United_States,0,United States,United_States,Costa Rica,Costa_Rica,draw,draw,1,1,0,0,0.2818,0.16105
1733,1985,5,5,26,9,Japan,home_team,1,4,-3,3,5,-3,Kirin Cup,Japan,0,1,0.41592,0.69324,Japan,0.41592,loser,Japan,Japan,Uruguay,Uruguay,3,Japan,Japan,Uruguay,Uruguay,loser,winner,1,4,-3,3,0.41592,0.69324
1733,1985,5,5,26,9,Uruguay,away_team,1,4,-3,3,5,3,Kirin Cup,Japan,0,1,0.41592,0.69324,Uruguay,0.69324,winner,Japan,Japan,Uruguay,Uruguay,3,Uruguay,Uruguay,Japan,Japan,winner,loser,4,1,3,-3,0.41592,0.69324
1734,1985,5,5,31,9,United States,home_team,0,1,-1,1,1,-1,CONCACAF Championship,United States,0,1,0.07087,0.0971,United_States,0.07087,loser,United States,United_States,Costa Rica,Costa_Rica,1,United States,United_States,Costa Rica,Costa_Rica,loser,winner,0,1,-1,1,0.07087,0.0971
1734,1985,5,5,31,9,Costa Rica,away_team,0,1,-1,1,1,1,CONCACAF Championship,United States,0,1,0.07087,0.0971,Costa_Rica,0.0971,winner,United States,United_States,Costa Rica,Costa_Rica,1,Costa Rica,Costa_Rica,United States,United_States,winner,loser,1,0,1,-1,0.07087,0.0971
1735,1985,5,6,2,9,Canada,home_team,2,1,1,-1,3,1,Korea Cup,South Korea,0,0,0.12306,0.54403,Canada,0.12306,winner,Canada,Canada,Ghana,Ghana,1,Canada,Canada,Ghana,Ghana,winner,loser,2,1,1,-1,0.12306,0.54403
1735,1985,5,6,2,9,Ghana,away_team,2,1,1,-1,3,-1,Korea Cup,South Korea,0,0,0.12306,0.54403,Ghana,0.54403,loser,Canada,Canada,Ghana,Ghana,1,Ghana,Ghana,Canada,Canada,loser,winner,1,2,-1,1,0.12306,0.54403
1736,1985,5,6,9,9,Mexico,home_team,1,0,1,-1,1,1,Friendly,Mexico,1,1,0.80585,0.78194,Mexico,0.80585,winner,Mexico,Mexico,England,England,1,Mexico,Mexico,England,England,winner,loser,1,0,1,-1,0.80585,0.78194
1736,1985,5,6,9,9,England,away_team,1,0,1,-1,1,-1,Friendly,Mexico,1,1,0.80585,0.78194,England,0.78194,loser,Mexico,Mexico,England,England,1,England,England,Mexico,Mexico,loser,winner,0,1,-1,1,0.80585,0.78194
1737,1985,5,6,12,9,England,home_team,3,0,3,-3,3,3,Friendly,Mexico,1,1,0.12195,0.99602,England,0.12195,winner,England,England,Germany,Germany,3,England,England,Germany,Germany,winner,loser,3,0,3,-3,0.12195,0.99602
1737,1985,5,6,12,9,Germany,away_team,3,0,3,-3,3,-3,Friendly,Mexico,1,1,0.12195,0.99602,Germany,0.99602,loser,England,England,Germany,Germany,3,Germany,Germany,England,England,loser,winner,0,3,-3,3,0.12195,0.99602
1738,1985,5,6,15,9,Mexico,home_team,2,0,2,-2,2,2,Friendly,Mexico,1,1,0.24946,0.58309,Mexico,0.24946,winner,Mexico,Mexico,Germany,Germany,2,Mexico,Mexico,Germany,Germany,winner,loser,2,0,2,-2,0.24946,0.58309
1738,1985,5,6,15,9,Germany,away_team,2,0,2,-2,2,-2,Friendly,Mexico,1,1,0.24946,0.58309,Germany,0.58309,loser,Mexico,Mexico,Germany,Germany,2,Germany,Germany,Mexico,Mexico,loser,winner,0,2,-2,2,0.24946,0.58309
1739,1985,5,6,16,9,United States,home_team,0,5,-5,5,5,-5,Friendly,United States,0,1,0.62844,0.0018,United_States,0.62844,loser,United States,United_States,England,England,5,United States,United_States,England,England,loser,winner,0,5,-5,5,0.62844,0.0018
1739,1985,5,6,16,9,England,away_team,0,5,-5,5,5,5,Friendly,United States,0,1,0.62844,0.0018,England,0.0018,winner,United States,United_States,England,England,5,England,England,United States,United_States,winner,loser,5,0,5,-5,0.62844,0.0018
1740,1985,5,7,7,9,Saudi Arabia,home_team,1,0,1,-1,1,1,Arab Cup,Saudi Arabia,1,0,0.68041,0.55343,Saudi_Arabia,0.68041,winner,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,1,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,winner,loser,1,0,1,-1,0.68041,0.55343
1740,1985,5,7,7,9,Qatar,away_team,1,0,1,-1,1,-1,Arab Cup,Saudi Arabia,1,0,0.68041,0.55343,Qatar,0.55343,loser,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,1,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,loser,winner,0,1,-1,1,0.68041,0.55343
1741,1985,5,7,12,9,Saudi Arabia,home_team,0,0,0,0,0,0,Arab Cup,Saudi Arabia,1,0,0.88994,0.50866,Saudi_Arabia,0.88994,draw,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,0,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,draw,draw,0,0,0,0,0.88994,0.50866
1741,1985,5,7,12,9,Qatar,away_team,0,0,0,0,0,0,Arab Cup,Saudi Arabia,1,0,0.88994,0.50866,Qatar,0.50866,draw,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,0,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,draw,draw,0,0,0,0,0.88994,0.50866
1742,1985,5,7,28,9,Tunisia,home_team,1,0,1,-1,1,1,Friendly,Tunisia,1,1,0.32368,0.72241,Tunisia,0.32368,winner,Tunisia,Tunisia,Saudi Arabia,Saudi_Arabia,1,Tunisia,Tunisia,Saudi Arabia,Saudi_Arabia,winner,loser,1,0,1,-1,0.32368,0.72241
1742,1985,5,7,28,9,Saudi Arabia,away_team,1,0,1,-1,1,-1,Friendly,Tunisia,1,1,0.32368,0.72241,Saudi_Arabia,0.72241,loser,Tunisia,Tunisia,Saudi Arabia,Saudi_Arabia,1,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia,loser,winner,0,1,-1,1,0.32368,0.72241
1743,1985,5,8,17,9,Canada,home_team,1,1,0,0,2,0,CONCACAF Championship,Canada,0,1,0.54485,0.10767,Canada,0.54485,draw,Canada,Canada,Costa Rica,Costa_Rica,0,Canada,Canada,Costa Rica,Costa_Rica,draw,draw,1,1,0,0,0.54485,0.10767
1743,1985,5,8,17,9,Costa Rica,away_team,1,1,0,0,2,0,CONCACAF Championship,Canada,0,1,0.54485,0.10767,Costa_Rica,0.10767,draw,Canada,Canada,Costa Rica,Costa_Rica,0,Costa Rica,Costa_Rica,Canada,Canada,draw,draw,1,1,0,0,0.54485,0.10767
1744,1985,5,8,21,9,France,home_team,2,0,2,-2,2,2,CONMEBOL-UEFA Cup of Champions,France,0,1,0.88881,0.70928,France,0.88881,winner,France,France,Uruguay,Uruguay,2,France,France,Uruguay,Uruguay,winner,loser,2,0,2,-2,0.88881,0.70928
1744,1985,5,8,21,9,Uruguay,away_team,2,0,2,-2,2,-2,CONMEBOL-UEFA Cup of Champions,France,0,1,0.88881,0.70928,Uruguay,0.70928,loser,France,France,Uruguay,Uruguay,2,Uruguay,Uruguay,France,France,loser,winner,0,2,-2,2,0.88881,0.70928
1745,1985,5,9,1,9,Costa Rica,home_team,0,0,0,0,0,0,CONCACAF Championship,Costa Rica,1,0,0.75541,0.12855,Costa_Rica,0.75541,draw,Costa Rica,Costa_Rica,Canada,Canada,0,Costa Rica,Costa_Rica,Canada,Canada,draw,draw,0,0,0,0,0.75541,0.12855
1745,1985,5,9,1,9,Canada,away_team,0,0,0,0,0,0,CONCACAF Championship,Costa Rica,1,0,0.75541,0.12855,Canada,0.12855,draw,Costa Rica,Costa_Rica,Canada,Canada,0,Canada,Canada,Costa Rica,Costa_Rica,draw,draw,0,0,0,0,0.75541,0.12855
1746,1985,5,9,11,9,Poland,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Poland,0,1,0.66167,0.1323,Poland,0.66167,draw,Poland,Poland,Belgium,Belgium,0,Poland,Poland,Belgium,Belgium,draw,draw,0,0,0,0,0.66167,0.1323
1746,1985,5,9,11,9,Belgium,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Poland,0,1,0.66167,0.1323,Belgium,0.1323,draw,Poland,Poland,Belgium,Belgium,0,Belgium,Belgium,Poland,Poland,draw,draw,0,0,0,0,0.66167,0.1323
1747,1985,5,9,15,9,Cameroon,home_team,4,1,3,-3,5,3,Friendly,Cameroon,1,1,0.97306,0.78936,Cameroon,0.97306,winner,Cameroon,Cameroon,Saudi Arabia,Saudi_Arabia,3,Cameroon,Cameroon,Saudi Arabia,Saudi_Arabia,winner,loser,4,1,3,-3,0.97306,0.78936
1747,1985,5,9,15,9,Saudi Arabia,away_team,4,1,3,-3,5,-3,Friendly,Cameroon,1,1,0.97306,0.78936,Saudi_Arabia,0.78936,loser,Cameroon,Cameroon,Saudi Arabia,Saudi_Arabia,3,Saudi Arabia,Saudi_Arabia,Cameroon,Cameroon,loser,winner,1,4,-3,3,0.97306,0.78936
1748,1985,5,10,4,9,Saudi Arabia,home_team,2,1,1,-1,3,1,Friendly,Saudi Arabia,1,1,0.36577,0.68907,Saudi_Arabia,0.36577,winner,Saudi Arabia,Saudi_Arabia,Cameroon,Cameroon,1,Saudi Arabia,Saudi_Arabia,Cameroon,Cameroon,winner,loser,2,1,1,-1,0.36577,0.68907
1748,1985,5,10,4,9,Cameroon,away_team,2,1,1,-1,3,-1,Friendly,Saudi Arabia,1,1,0.36577,0.68907,Cameroon,0.68907,loser,Saudi Arabia,Saudi_Arabia,Cameroon,Cameroon,1,Cameroon,Cameroon,Saudi Arabia,Saudi_Arabia,loser,winner,1,2,-1,1,0.36577,0.68907
1749,1985,5,10,9,9,Denmark,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Denmark,1,0,0.48648,0.48802,Denmark,0.48648,draw,Denmark,Denmark,Switzerland,Switzerland,0,Denmark,Denmark,Switzerland,Switzerland,draw,draw,0,0,0,0,0.48648,0.48802
1749,1985,5,10,9,9,Switzerland,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Denmark,1,0,0.48648,0.48802,Switzerland,0.48802,draw,Denmark,Denmark,Switzerland,Switzerland,0,Switzerland,Switzerland,Denmark,Denmark,draw,draw,0,0,0,0,0.48648,0.48802
1750,1985,5,10,16,9,Belgium,home_team,1,0,1,-1,1,1,FIFA World Cup qualification,Belgium,1,1,0.19211,0.61314,Belgium,0.19211,winner,Belgium,Belgium,Netherlands,Netherlands,1,Belgium,Belgium,Netherlands,Netherlands,winner,loser,1,0,1,-1,0.19211,0.61314
1750,1985,5,10,16,9,Netherlands,away_team,1,0,1,-1,1,-1,FIFA World Cup qualification,Belgium,1,1,0.19211,0.61314,Netherlands,0.61314,loser,Belgium,Belgium,Netherlands,Netherlands,1,Netherlands,Netherlands,Belgium,Belgium,loser,winner,0,1,-1,1,0.19211,0.61314
1751,1985,5,10,16,9,Germany,home_team,0,1,-1,1,1,-1,FIFA World Cup qualification,Germany,1,1,0.59907,0.8509,Germany,0.59907,loser,Germany,Germany,Portugal,Portugal,1,Germany,Germany,Portugal,Portugal,loser,winner,0,1,-1,1,0.59907,0.8509
1751,1985,5,10,16,9,Portugal,away_team,0,1,-1,1,1,1,FIFA World Cup qualification,Germany,1,1,0.59907,0.8509,Portugal,0.8509,winner,Germany,Germany,Portugal,Portugal,1,Portugal,Portugal,Germany,Germany,winner,loser,1,0,1,-1,0.59907,0.8509
1752,1985,5,10,26,9,Japan,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification,Japan,0,0,0.98647,0.41271,Japan,0.98647,loser,Japan,Japan,South Korea,South_Korea,1,Japan,Japan,South Korea,South_Korea,loser,winner,1,2,-1,1,0.98647,0.41271
1752,1985,5,10,26,9,South Korea,away_team,1,2,-1,1,3,1,FIFA World Cup qualification,Japan,0,0,0.98647,0.41271,South_Korea,0.41271,winner,Japan,Japan,South Korea,South_Korea,1,South Korea,South_Korea,Japan,Japan,winner,loser,2,1,1,-1,0.98647,0.41271
1753,1985,5,11,3,9,South Korea,home_team,1,0,1,-1,1,1,FIFA World Cup qualification,South Korea,0,0,0.91871,0.18694,South_Korea,0.91871,winner,South Korea,South_Korea,Japan,Japan,1,South Korea,South_Korea,Japan,Japan,winner,loser,1,0,1,-1,0.91871,0.18694
1753,1985,5,11,3,9,Japan,away_team,1,0,1,-1,1,-1,FIFA World Cup qualification,South Korea,0,0,0.91871,0.18694,Japan,0.18694,loser,South Korea,South_Korea,Japan,Japan,1,Japan,Japan,South Korea,South_Korea,loser,winner,0,1,-1,1,0.91871,0.18694
1754,1985,5,11,14,9,Mexico,home_team,1,1,0,0,2,0,Friendly,United States,1,1,0.75785,0.3148,Mexico,0.75785,draw,Mexico,Mexico,Argentina,Argentina,0,Mexico,Mexico,Argentina,Argentina,draw,draw,1,1,0,0,0.75785,0.3148
1754,1985,5,11,14,9,Argentina,away_team,1,1,0,0,2,0,Friendly,United States,1,1,0.75785,0.3148,Argentina,0.3148,draw,Mexico,Mexico,Argentina,Argentina,0,Argentina,Argentina,Mexico,Mexico,draw,draw,1,1,0,0,0.75785,0.3148
1755,1985,5,11,17,9,Mexico,home_team,1,1,0,0,2,0,Friendly,Mexico,1,1,0.33116,0.92421,Mexico,0.33116,draw,Mexico,Mexico,Argentina,Argentina,0,Mexico,Mexico,Argentina,Argentina,draw,draw,1,1,0,0,0.33116,0.92421
1755,1985,5,11,17,9,Argentina,away_team,1,1,0,0,2,0,Friendly,Mexico,1,1,0.33116,0.92421,Argentina,0.92421,draw,Mexico,Mexico,Argentina,Argentina,0,Argentina,Argentina,Mexico,Mexico,draw,draw,1,1,0,0,0.33116,0.92421
1756,1985,5,11,20,9,Netherlands,home_team,2,1,1,-1,3,1,FIFA World Cup qualification,Netherlands,1,1,0.40833,0.0121,Netherlands,0.40833,winner,Netherlands,Netherlands,Belgium,Belgium,1,Netherlands,Netherlands,Belgium,Belgium,winner,loser,2,1,1,-1,0.40833,0.0121
1756,1985,5,11,20,9,Belgium,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification,Netherlands,1,1,0.40833,0.0121,Belgium,0.0121,loser,Netherlands,Netherlands,Belgium,Belgium,1,Belgium,Belgium,Netherlands,Netherlands,loser,winner,1,2,-1,1,0.40833,0.0121
1757,1985,5,12,3,9,Mexico,home_team,2,1,1,-1,3,1,Friendly,United States,1,0,0.20381,0.02011,Mexico,0.20381,winner,Mexico,Mexico,South Korea,South_Korea,1,Mexico,Mexico,South Korea,South_Korea,winner,loser,2,1,1,-1,0.20381,0.02011
1757,1985,5,12,3,9,South Korea,away_team,2,1,1,-1,3,-1,Friendly,United States,1,0,0.20381,0.02011,South_Korea,0.02011,loser,Mexico,Mexico,South Korea,South_Korea,1,South Korea,South_Korea,Mexico,Mexico,loser,winner,1,2,-1,1,0.20381,0.02011
1758,1985,5,12,8,9,Tunisia,home_team,1,0,1,-1,1,1,Friendly,Tunisia,1,0,0.28185,0.63273,Tunisia,0.28185,winner,Tunisia,Tunisia,Poland,Poland,1,Tunisia,Tunisia,Poland,Poland,winner,loser,1,0,1,-1,0.28185,0.63273
1758,1985,5,12,8,9,Poland,away_team,1,0,1,-1,1,-1,Friendly,Tunisia,1,0,0.28185,0.63273,Poland,0.63273,loser,Tunisia,Tunisia,Poland,Poland,1,Poland,Poland,Tunisia,Tunisia,loser,winner,0,1,-1,1,0.28185,0.63273
1759,1985,5,12,10,9,Mexico,home_team,2,1,1,-1,3,1,Friendly,Mexico,1,0,0.35515,0.3244,Mexico,0.35515,winner,Mexico,Mexico,South Korea,South_Korea,1,Mexico,Mexico,South Korea,South_Korea,winner,loser,2,1,1,-1,0.35515,0.3244
1759,1985,5,12,10,9,South Korea,away_team,2,1,1,-1,3,-1,Friendly,Mexico,1,0,0.35515,0.3244,South_Korea,0.3244,loser,Mexico,Mexico,South Korea,South_Korea,1,South Korea,South_Korea,Mexico,Mexico,loser,winner,1,2,-1,1,0.35515,0.3244
1760,1986,6,1,24,9,Qatar,home_team,2,1,1,-1,3,1,Friendly,Qatar,0,1,0.00694,0.76324,Qatar,0.00694,winner,Qatar,Qatar,Tunisia,Tunisia,1,Qatar,Qatar,Tunisia,Tunisia,winner,loser,2,1,1,-1,0.00694,0.76324
1760,1986,6,1,24,9,Tunisia,away_team,2,1,1,-1,3,-1,Friendly,Qatar,0,1,0.00694,0.76324,Tunisia,0.76324,loser,Qatar,Qatar,Tunisia,Tunisia,1,Tunisia,Tunisia,Qatar,Qatar,loser,winner,1,2,-1,1,0.00694,0.76324
1761,1986,6,2,2,9,Canada,home_team,1,3,-2,2,4,-2,Friendly,United States,0,1,0.52528,0.98434,Canada,0.52528,loser,Canada,Canada,Uruguay,Uruguay,2,Canada,Canada,Uruguay,Uruguay,loser,winner,1,3,-2,2,0.52528,0.98434
1761,1986,6,2,2,9,Uruguay,away_team,1,3,-2,2,4,2,Friendly,United States,0,1,0.52528,0.98434,Uruguay,0.98434,winner,Canada,Canada,Uruguay,Uruguay,2,Uruguay,Uruguay,Canada,Canada,winner,loser,3,1,2,-2,0.52528,0.98434
1762,1986,6,2,5,9,United States,home_team,0,0,0,0,0,0,Friendly,United States,0,0,0.45129,0.40602,United_States,0.45129,draw,United States,United_States,Canada,Canada,0,United States,United_States,Canada,Canada,draw,draw,0,0,0,0,0.45129,0.40602
1762,1986,6,2,5,9,Canada,away_team,0,0,0,0,0,0,Friendly,United States,0,0,0.45129,0.40602,Canada,0.40602,draw,United States,United_States,Canada,Canada,0,Canada,Canada,United States,United_States,draw,draw,0,0,0,0,0.45129,0.40602
1763,1986,6,2,7,9,United States,home_team,1,1,0,0,2,0,Friendly,United States,0,1,0.21576,0.05853,United_States,0.21576,draw,United States,United_States,Uruguay,Uruguay,0,United States,United_States,Uruguay,Uruguay,draw,draw,1,1,0,0,0.21576,0.05853
1763,1986,6,2,7,9,Uruguay,away_team,1,1,0,0,2,0,Friendly,United States,0,1,0.21576,0.05853,Uruguay,0.05853,draw,United States,United_States,Uruguay,Uruguay,0,Uruguay,Uruguay,United States,United_States,draw,draw,1,1,0,0,0.21576,0.05853
1764,1986,6,2,16,9,Uruguay,home_team,2,2,0,0,4,0,Friendly,Uruguay,1,0,0.94548,0.2432,Uruguay,0.94548,draw,Uruguay,Uruguay,Poland,Poland,0,Uruguay,Uruguay,Poland,Poland,draw,draw,2,2,0,0,0.94548,0.2432
1764,1986,6,2,16,9,Poland,away_team,2,2,0,0,4,0,Friendly,Uruguay,1,0,0.94548,0.2432,Poland,0.2432,draw,Uruguay,Uruguay,Poland,Poland,0,Poland,Poland,Uruguay,Uruguay,draw,draw,2,2,0,0,0.94548,0.2432
1765,1986,6,2,19,9,Spain,home_team,3,0,3,-3,3,3,Friendly,Spain,1,1,0.86712,0.35991,Spain,0.86712,winner,Spain,Spain,Belgium,Belgium,3,Spain,Spain,Belgium,Belgium,winner,loser,3,0,3,-3,0.86712,0.35991
1765,1986,6,2,19,9,Belgium,away_team,3,0,3,-3,3,-3,Friendly,Spain,1,1,0.86712,0.35991,Belgium,0.35991,loser,Spain,Spain,Belgium,Belgium,3,Belgium,Belgium,Spain,Spain,loser,winner,0,3,-3,3,0.86712,0.35991
