serial,date,year,year_n,month,day,decade,team,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,tournament_ar,city,country,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_ar,home_team_txt,away_team,away_team_ar,away_team_txt,size,team_a,team_a_ar,team_a_txt,team_b,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1952,30/05/1990,1990,0,5,30,10,Germany,ألمانيا,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,Gelsenkirchen,Germany,ألمانيا,1,1,0.24966,0.65661,Germany,0.24966,winner,Germany,ألمانيا,Germany,Denmark,الدنمارك,Denmark,1,Germany,ألمانيا,Germany,Denmark,الدنمارك,Denmark,winner,loser,1,0,1,-1,0.24966,0.65661
1952,30/05/1990,1990,0,5,30,10,Denmark,الدنمارك,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,Gelsenkirchen,Germany,ألمانيا,1,1,0.24966,0.65661,Denmark,0.65661,loser,Germany,ألمانيا,Germany,Denmark,الدنمارك,Denmark,1,Denmark,الدنمارك,Denmark,Germany,ألمانيا,Germany,loser,winner,0,1,-1,1,0.24966,0.65661
1953,02/06/1990,1990,0,6,2,10,Belgium,بلجيكا,home_team,3,0,3,-3,3,3,Friendly,مباراة ودية,Brussels,Belgium,بلجيكا,1,1,0.14097,0.95088,Belgium,0.14097,winner,Belgium,بلجيكا,Belgium,Mexico,المكسيك,Mexico,3,Belgium,بلجيكا,Belgium,Mexico,المكسيك,Mexico,winner,loser,3,0,3,-3,0.14097,0.95088
1953,02/06/1990,1990,0,6,2,10,Mexico,المكسيك,away_team,3,0,3,-3,3,-3,Friendly,مباراة ودية,Brussels,Belgium,بلجيكا,1,1,0.14097,0.95088,Mexico,0.95088,loser,Belgium,بلجيكا,Belgium,Mexico,المكسيك,Mexico,3,Mexico,المكسيك,Mexico,Belgium,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.14097,0.95088
1954,02/06/1990,1990,0,6,2,10,Switzerland,سويسرا,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,St. Gallen,Switzerland,سويسرا,0,0,0.21353,0.10253,Switzerland,0.21353,winner,Switzerland,سويسرا,Switzerland,United States,الولايات المتحدة الأمريكية,United_States,1,Switzerland,سويسرا,Switzerland,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,2,1,1,-1,0.21353,0.10253
1954,02/06/1990,1990,0,6,2,10,United States,الولايات المتحدة الأمريكية,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,St. Gallen,Switzerland,سويسرا,0,0,0.21353,0.10253,United_States,0.10253,loser,Switzerland,سويسرا,Switzerland,United States,الولايات المتحدة الأمريكية,United_States,1,United States,الولايات المتحدة الأمريكية,United_States,Switzerland,سويسرا,Switzerland,loser,winner,1,2,-1,1,0.21353,0.10253
1955,02/06/1990,1990,0,6,2,10,Tunisia,تونس,home_team,1,1,0,0,2,0,Friendly,مباراة ودية,Tunis,Tunisia,تونس,1,1,0.16916,0.84431,Tunisia,0.16916,draw,Tunisia,تونس,Tunisia,England,إنجلترا,England,0,Tunisia,تونس,Tunisia,England,إنجلترا,England,draw,draw,1,1,0,0,0.16916,0.84431
1955,02/06/1990,1990,0,6,2,10,England,إنجلترا,away_team,1,1,0,0,2,0,Friendly,مباراة ودية,Tunis,Tunisia,تونس,1,1,0.16916,0.84431,England,0.84431,draw,Tunisia,تونس,Tunisia,England,إنجلترا,England,0,England,إنجلترا,England,Tunisia,تونس,Tunisia,draw,draw,1,1,0,0,0.16916,0.84431
1956,06/06/1990,1990,0,6,6,10,Belgium,بلجيكا,home_team,1,1,0,0,2,0,Friendly,مباراة ودية,Brussels,Belgium,بلجيكا,1,0,0.02543,0.88508,Belgium,0.02543,draw,Belgium,بلجيكا,Belgium,Poland,بولندا,Poland,0,Belgium,بلجيكا,Belgium,Poland,بولندا,Poland,draw,draw,1,1,0,0,0.02543,0.88508
1956,06/06/1990,1990,0,6,6,10,Poland,بولندا,away_team,1,1,0,0,2,0,Friendly,مباراة ودية,Brussels,Belgium,بلجيكا,1,0,0.02543,0.88508,Poland,0.88508,draw,Belgium,بلجيكا,Belgium,Poland,بولندا,Poland,0,Poland,بولندا,Poland,Belgium,بلجيكا,Belgium,draw,draw,1,1,0,0,0.02543,0.88508
1957,08/06/1990,1990,0,6,8,10,Argentina,الأرجنتين,home_team,0,1,-1,1,1,-1,FIFA World Cup, كأس العالم,Milan,Italy,إيطاليا,1,1,0.0381,0.65839,Argentina,0.0381,loser,Argentina,الأرجنتين,Argentina,Cameroon,الكاميرون,Cameroon,1,Argentina,الأرجنتين,Argentina,Cameroon,الكاميرون,Cameroon,loser,winner,0,1,-1,1,0.0381,0.65839
1957,08/06/1990,1990,0,6,8,10,Cameroon,الكاميرون,away_team,0,1,-1,1,1,1,FIFA World Cup, كأس العالم,Milan,Italy,إيطاليا,1,1,0.0381,0.65839,Cameroon,0.65839,winner,Argentina,الأرجنتين,Argentina,Cameroon,الكاميرون,Cameroon,1,Cameroon,الكاميرون,Cameroon,Argentina,الأرجنتين,Argentina,winner,loser,1,0,1,-1,0.0381,0.65839
1958,12/06/1990,1990,0,6,12,10,Belgium,بلجيكا,home_team,2,0,2,-2,2,2,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,1,0,0.29058,0.22164,Belgium,0.29058,winner,Belgium,بلجيكا,Belgium,South Korea,كوريا الجنوبية,South_Korea,2,Belgium,بلجيكا,Belgium,South Korea,كوريا الجنوبية,South_Korea,winner,loser,2,0,2,-2,0.29058,0.22164
1958,12/06/1990,1990,0,6,12,10,South Korea,كوريا الجنوبية,away_team,2,0,2,-2,2,-2,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,1,0,0.29058,0.22164,South_Korea,0.22164,loser,Belgium,بلجيكا,Belgium,South Korea,كوريا الجنوبية,South_Korea,2,South Korea,كوريا الجنوبية,South_Korea,Belgium,بلجيكا,Belgium,loser,winner,0,2,-2,2,0.29058,0.22164
1959,13/06/1990,1990,0,6,13,10,Uruguay,أوروغواي,home_team,0,0,0,0,0,0,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,1,1,0.18545,0.89529,Uruguay,0.18545,draw,Uruguay,أوروغواي,Uruguay,Spain,إسبانيا,Spain,0,Uruguay,أوروغواي,Uruguay,Spain,إسبانيا,Spain,draw,draw,0,0,0,0,0.18545,0.89529
1959,13/06/1990,1990,0,6,13,10,Spain,إسبانيا,away_team,0,0,0,0,0,0,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,1,1,0.18545,0.89529,Spain,0.89529,draw,Uruguay,أوروغواي,Uruguay,Spain,إسبانيا,Spain,0,Spain,إسبانيا,Spain,Uruguay,أوروغواي,Uruguay,draw,draw,0,0,0,0,0.18545,0.89529
1960,16/06/1990,1990,0,6,16,10,Brazil,البرازيل,home_team,1,0,1,-1,1,1,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,0,1,0.05398,0.82518,Brazil,0.05398,winner,Brazil,البرازيل,Brazil,Costa Rica,كوستا ريكا,Costa_Rica,1,Brazil,البرازيل,Brazil,Costa Rica,كوستا ريكا,Costa_Rica,winner,loser,1,0,1,-1,0.05398,0.82518
1960,16/06/1990,1990,0,6,16,10,Costa Rica,كوستا ريكا,away_team,1,0,1,-1,1,-1,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,0,1,0.05398,0.82518,Costa_Rica,0.82518,loser,Brazil,البرازيل,Brazil,Costa Rica,كوستا ريكا,Costa_Rica,1,Costa Rica,كوستا ريكا,Costa_Rica,Brazil,البرازيل,Brazil,loser,winner,0,1,-1,1,0.05398,0.82518
1961,16/06/1990,1990,0,6,16,10,England,إنجلترا,home_team,0,0,0,0,0,0,FIFA World Cup, كأس العالم,Cagliari,Italy,إيطاليا,1,1,0.05519,0.69246,England,0.05519,draw,England,إنجلترا,England,Netherlands,هولندا,Netherlands,0,England,إنجلترا,England,Netherlands,هولندا,Netherlands,draw,draw,0,0,0,0,0.05519,0.69246
1961,16/06/1990,1990,0,6,16,10,Netherlands,هولندا,away_team,0,0,0,0,0,0,FIFA World Cup, كأس العالم,Cagliari,Italy,إيطاليا,1,1,0.05519,0.69246,Netherlands,0.69246,draw,England,إنجلترا,England,Netherlands,هولندا,Netherlands,0,Netherlands,هولندا,Netherlands,England,إنجلترا,England,draw,draw,0,0,0,0,0.05519,0.69246
1962,17/06/1990,1990,0,6,17,10,Belgium,بلجيكا,home_team,3,1,2,-2,4,2,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,1,1,0.75496,0.83836,Belgium,0.75496,winner,Belgium,بلجيكا,Belgium,Uruguay,أوروغواي,Uruguay,2,Belgium,بلجيكا,Belgium,Uruguay,أوروغواي,Uruguay,winner,loser,3,1,2,-2,0.75496,0.83836
1962,17/06/1990,1990,0,6,17,10,Uruguay,أوروغواي,away_team,3,1,2,-2,4,-2,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,1,1,0.75496,0.83836,Uruguay,0.83836,loser,Belgium,بلجيكا,Belgium,Uruguay,أوروغواي,Uruguay,2,Uruguay,أوروغواي,Uruguay,Belgium,بلجيكا,Belgium,loser,winner,1,3,-2,2,0.75496,0.83836
1963,17/06/1990,1990,0,6,17,10,South Korea,كوريا الجنوبية,home_team,1,3,-2,2,4,-2,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,0,1,0.75287,0.4476,South_Korea,0.75287,loser,South Korea,كوريا الجنوبية,South_Korea,Spain,إسبانيا,Spain,2,South Korea,كوريا الجنوبية,South_Korea,Spain,إسبانيا,Spain,loser,winner,1,3,-2,2,0.75287,0.4476
1963,17/06/1990,1990,0,6,17,10,Spain,إسبانيا,away_team,1,3,-2,2,4,2,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,0,1,0.75287,0.4476,Spain,0.4476,winner,South Korea,كوريا الجنوبية,South_Korea,Spain,إسبانيا,Spain,2,Spain,إسبانيا,Spain,South Korea,كوريا الجنوبية,South_Korea,winner,loser,3,1,2,-2,0.75287,0.4476
1964,21/06/1990,1990,0,6,21,10,Belgium,بلجيكا,home_team,1,2,-1,1,3,-1,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,1,1,0.31324,0.56565,Belgium,0.31324,loser,Belgium,بلجيكا,Belgium,Spain,إسبانيا,Spain,1,Belgium,بلجيكا,Belgium,Spain,إسبانيا,Spain,loser,winner,1,2,-1,1,0.31324,0.56565
1964,21/06/1990,1990,0,6,21,10,Spain,إسبانيا,away_team,1,2,-1,1,3,1,FIFA World Cup, كأس العالم,Verona,Italy,إيطاليا,1,1,0.31324,0.56565,Spain,0.56565,winner,Belgium,بلجيكا,Belgium,Spain,إسبانيا,Spain,1,Spain,إسبانيا,Spain,Belgium,بلجيكا,Belgium,winner,loser,2,1,1,-1,0.31324,0.56565
1965,21/06/1990,1990,0,6,21,10,South Korea,كوريا الجنوبية,home_team,0,1,-1,1,1,-1,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,0,1,0.84899,0.41221,South_Korea,0.84899,loser,South Korea,كوريا الجنوبية,South_Korea,Uruguay,أوروغواي,Uruguay,1,South Korea,كوريا الجنوبية,South_Korea,Uruguay,أوروغواي,Uruguay,loser,winner,0,1,-1,1,0.84899,0.41221
1965,21/06/1990,1990,0,6,21,10,Uruguay,أوروغواي,away_team,0,1,-1,1,1,1,FIFA World Cup, كأس العالم,Udine,Italy,إيطاليا,0,1,0.84899,0.41221,Uruguay,0.41221,winner,South Korea,كوريا الجنوبية,South_Korea,Uruguay,أوروغواي,Uruguay,1,Uruguay,أوروغواي,Uruguay,South Korea,كوريا الجنوبية,South_Korea,winner,loser,1,0,1,-1,0.84899,0.41221
1966,24/06/1990,1990,0,6,24,10,Brazil,البرازيل,home_team,0,1,-1,1,1,-1,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,0,1,0.12252,0.83577,Brazil,0.12252,loser,Brazil,البرازيل,Brazil,Argentina,الأرجنتين,Argentina,1,Brazil,البرازيل,Brazil,Argentina,الأرجنتين,Argentina,loser,winner,0,1,-1,1,0.12252,0.83577
1966,24/06/1990,1990,0,6,24,10,Argentina,الأرجنتين,away_team,0,1,-1,1,1,1,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,0,1,0.12252,0.83577,Argentina,0.83577,winner,Brazil,البرازيل,Brazil,Argentina,الأرجنتين,Argentina,1,Argentina,الأرجنتين,Argentina,Brazil,البرازيل,Brazil,winner,loser,1,0,1,-1,0.12252,0.83577
1967,24/06/1990,1990,0,6,24,10,Germany,ألمانيا,home_team,2,1,1,-1,3,1,FIFA World Cup, كأس العالم,Milan,Italy,إيطاليا,1,1,0.26748,0.49432,Germany,0.26748,winner,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,1,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,winner,loser,2,1,1,-1,0.26748,0.49432
1967,24/06/1990,1990,0,6,24,10,Netherlands,هولندا,away_team,2,1,1,-1,3,-1,FIFA World Cup, كأس العالم,Milan,Italy,إيطاليا,1,1,0.26748,0.49432,Netherlands,0.49432,loser,Germany,ألمانيا,Germany,Netherlands,هولندا,Netherlands,1,Netherlands,هولندا,Netherlands,Germany,ألمانيا,Germany,loser,winner,1,2,-1,1,0.26748,0.49432
1968,26/06/1990,1990,0,6,26,10,England,إنجلترا,home_team,1,0,1,-1,1,1,FIFA World Cup, كأس العالم,Bologna,Italy,إيطاليا,1,1,0.97764,0.817,England,0.97764,winner,England,إنجلترا,England,Belgium,بلجيكا,Belgium,1,England,إنجلترا,England,Belgium,بلجيكا,Belgium,winner,loser,1,0,1,-1,0.97764,0.817
1968,26/06/1990,1990,0,6,26,10,Belgium,بلجيكا,away_team,1,0,1,-1,1,-1,FIFA World Cup, كأس العالم,Bologna,Italy,إيطاليا,1,1,0.97764,0.817,Belgium,0.817,loser,England,إنجلترا,England,Belgium,بلجيكا,Belgium,1,Belgium,بلجيكا,Belgium,England,إنجلترا,England,loser,winner,0,1,-1,1,0.97764,0.817
1969,01/07/1990,1990,0,7,1,10,Cameroon,الكاميرون,home_team,2,3,-1,1,5,-1,FIFA World Cup, كأس العالم,Naples,Italy,إيطاليا,1,1,0.43527,0.69853,Cameroon,0.43527,loser,Cameroon,الكاميرون,Cameroon,England,إنجلترا,England,1,Cameroon,الكاميرون,Cameroon,England,إنجلترا,England,loser,winner,2,3,-1,1,0.43527,0.69853
1969,01/07/1990,1990,0,7,1,10,England,إنجلترا,away_team,2,3,-1,1,5,1,FIFA World Cup, كأس العالم,Naples,Italy,إيطاليا,1,1,0.43527,0.69853,England,0.69853,winner,Cameroon,الكاميرون,Cameroon,England,إنجلترا,England,1,England,إنجلترا,England,Cameroon,الكاميرون,Cameroon,winner,loser,3,2,1,-1,0.43527,0.69853
1970,04/07/1990,1990,0,7,4,10,Germany,ألمانيا,home_team,1,1,0,0,2,0,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,1,1,0.36297,0.29547,Germany,0.36297,draw,Germany,ألمانيا,Germany,England,إنجلترا,England,0,Germany,ألمانيا,Germany,England,إنجلترا,England,draw,draw,1,1,0,0,0.36297,0.29547
1970,04/07/1990,1990,0,7,4,10,England,إنجلترا,away_team,1,1,0,0,2,0,FIFA World Cup, كأس العالم,Turin,Italy,إيطاليا,1,1,0.36297,0.29547,England,0.29547,draw,Germany,ألمانيا,Germany,England,إنجلترا,England,0,England,إنجلترا,England,Germany,ألمانيا,Germany,draw,draw,1,1,0,0,0.36297,0.29547
1971,08/07/1990,1990,0,7,8,10,Germany,ألمانيا,home_team,1,0,1,-1,1,1,FIFA World Cup, كأس العالم,Rome,Italy,إيطاليا,1,1,0.48215,0.52556,Germany,0.48215,winner,Germany,ألمانيا,Germany,Argentina,الأرجنتين,Argentina,1,Germany,ألمانيا,Germany,Argentina,الأرجنتين,Argentina,winner,loser,1,0,1,-1,0.48215,0.52556
1971,08/07/1990,1990,0,7,8,10,Argentina,الأرجنتين,away_team,1,0,1,-1,1,-1,FIFA World Cup, كأس العالم,Rome,Italy,إيطاليا,1,1,0.48215,0.52556,Argentina,0.52556,loser,Germany,ألمانيا,Germany,Argentina,الأرجنتين,Argentina,1,Argentina,الأرجنتين,Argentina,Germany,ألمانيا,Germany,loser,winner,0,1,-1,1,0.48215,0.52556
1972,27/07/1990,1990,0,7,27,10,Japan,اليابان,home_team,0,2,-2,2,2,-2,Dynasty Cup, كأس النخبة,Beijing,China PR,الصين ,0,0,0.66701,0.02651,Japan,0.66701,loser,Japan,اليابان,Japan,South Korea,كوريا الجنوبية,South_Korea,2,Japan,اليابان,Japan,South Korea,كوريا الجنوبية,South_Korea,loser,winner,0,2,-2,2,0.66701,0.02651
1972,27/07/1990,1990,0,7,27,10,South Korea,كوريا الجنوبية,away_team,0,2,-2,2,2,2,Dynasty Cup, كأس النخبة,Beijing,China PR,الصين ,0,0,0.66701,0.02651,South_Korea,0.02651,winner,Japan,اليابان,Japan,South Korea,كوريا الجنوبية,South_Korea,2,South Korea,كوريا الجنوبية,South_Korea,Japan,اليابان,Japan,winner,loser,2,0,2,-2,0.66701,0.02651
1973,09/08/1990,1990,0,8,9,10,Tunisia,تونس,home_team,0,0,0,0,0,0,Friendly,مباراة ودية,Tunis,Tunisia,تونس,1,0,0.77135,0.41103,Tunisia,0.77135,draw,Tunisia,تونس,Tunisia,Morocco,المغرب,Morocco,0,Tunisia,تونس,Tunisia,Morocco,المغرب,Morocco,draw,draw,0,0,0,0,0.77135,0.41103
1973,09/08/1990,1990,0,8,9,10,Morocco,المغرب,away_team,0,0,0,0,0,0,Friendly,مباراة ودية,Tunis,Tunisia,تونس,1,0,0.77135,0.41103,Morocco,0.41103,draw,Tunisia,تونس,Tunisia,Morocco,المغرب,Morocco,0,Morocco,المغرب,Morocco,Tunisia,تونس,Tunisia,draw,draw,0,0,0,0,0.77135,0.41103
1974,15/08/1990,1990,0,8,15,10,France,فرنسا,home_team,0,0,0,0,0,0,Friendly,مباراة ودية,Paris,France,فرنسا,0,0,0.10318,0.43974,France,0.10318,draw,France,فرنسا,France,Poland,بولندا,Poland,0,France,فرنسا,France,Poland,بولندا,Poland,draw,draw,0,0,0,0,0.10318,0.43974
1974,15/08/1990,1990,0,8,15,10,Poland,بولندا,away_team,0,0,0,0,0,0,Friendly,مباراة ودية,Paris,France,فرنسا,0,0,0.10318,0.43974,Poland,0.43974,draw,France,فرنسا,France,Poland,بولندا,Poland,0,Poland,بولندا,Poland,France,فرنسا,France,draw,draw,0,0,0,0,0.10318,0.43974
1975,29/08/1990,1990,0,8,29,10,Portugal,البرتغال,home_team,1,1,0,0,2,0,Friendly,مباراة ودية,Lisbon,Portugal,البرتغال,1,1,0.26683,0.88799,Portugal,0.26683,draw,Portugal,البرتغال,Portugal,Germany,ألمانيا,Germany,0,Portugal,البرتغال,Portugal,Germany,ألمانيا,Germany,draw,draw,1,1,0,0,0.26683,0.88799
1975,29/08/1990,1990,0,8,29,10,Germany,ألمانيا,away_team,1,1,0,0,2,0,Friendly,مباراة ودية,Lisbon,Portugal,البرتغال,1,1,0.26683,0.88799,Germany,0.88799,draw,Portugal,البرتغال,Portugal,Germany,ألمانيا,Germany,0,Germany,ألمانيا,Germany,Portugal,البرتغال,Portugal,draw,draw,1,1,0,0,0.26683,0.88799
1976,06/09/1990,1990,0,9,6,10,South Korea,كوريا الجنوبية,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.57601,0.31153,South_Korea,0.57601,winner,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,1,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,winner,loser,1,0,1,-1,0.57601,0.31153
1976,06/09/1990,1990,0,9,6,10,Australia,أستراليا,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.57601,0.31153,Australia,0.31153,loser,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,1,Australia,أستراليا,Australia,South Korea,كوريا الجنوبية,South_Korea,loser,winner,0,1,-1,1,0.57601,0.31153
1977,09/09/1990,1990,0,9,9,10,South Korea,كوريا الجنوبية,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.52483,0.55082,South_Korea,0.52483,winner,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,1,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,winner,loser,1,0,1,-1,0.52483,0.55082
1977,09/09/1990,1990,0,9,9,10,Australia,أستراليا,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.52483,0.55082,Australia,0.55082,loser,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,1,Australia,أستراليا,Australia,South Korea,كوريا الجنوبية,South_Korea,loser,winner,0,1,-1,1,0.52483,0.55082
1978,11/09/1990,1990,0,9,11,10,Denmark,الدنمارك,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,Copenhagen,Denmark,الدنمارك,1,0,0.97565,0.98848,Denmark,0.97565,winner,Denmark,الدنمارك,Denmark,Wales,ويلز,Wales,1,Denmark,الدنمارك,Denmark,Wales,ويلز,Wales,winner,loser,1,0,1,-1,0.97565,0.98848
1978,11/09/1990,1990,0,9,11,10,Wales,ويلز,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,Copenhagen,Denmark,الدنمارك,1,0,0.97565,0.98848,Wales,0.98848,loser,Denmark,الدنمارك,Denmark,Wales,ويلز,Wales,1,Wales,ويلز,Wales,Denmark,الدنمارك,Denmark,loser,winner,0,1,-1,1,0.97565,0.98848
1979,12/09/1990,1990,0,9,12,10,Spain,إسبانيا,home_team,3,0,3,-3,3,3,Friendly,مباراة ودية,Gij√≥n,Spain,إسبانيا,1,0,0.29311,0.04359,Spain,0.29311,winner,Spain,إسبانيا,Spain,Brazil,البرازيل,Brazil,3,Spain,إسبانيا,Spain,Brazil,البرازيل,Brazil,winner,loser,3,0,3,-3,0.29311,0.04359
