serial,date,year,year_n,month,day,decade,team,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,tournament_ar,city,country,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_ar,home_team_txt,away_team,away_team_ar,away_team_txt,size,team_a,team_a_ar,team_a_txt,team_b,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1919,23/08/1989,1989,9,8,23,9,Belgium,بلجيكا,home_team,3,0,3,-3,3,3,Friendly,مباراة ودية,Bruges,Belgium,بلجيكا,1,1,0.40656,0.89568,Belgium,0.40656,winner,Belgium,بلجيكا,Belgium,Denmark,الدنمارك,Denmark,3,Belgium,بلجيكا,Belgium,Denmark,الدنمارك,Denmark,winner,loser,3,0,3,-3,0.40656,0.89568
1919,23/08/1989,1989,9,8,23,9,Denmark,الدنمارك,away_team,3,0,3,-3,3,-3,Friendly,مباراة ودية,Bruges,Belgium,بلجيكا,1,1,0.40656,0.89568,Denmark,0.89568,loser,Belgium,بلجيكا,Belgium,Denmark,الدنمارك,Denmark,3,Denmark,الدنمارك,Denmark,Belgium,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.40656,0.89568
1920,06/09/1989,1989,9,9,6,9,Belgium,بلجيكا,home_team,3,0,3,-3,3,3,FIFA World Cup qualification, نصفيات كأس العالم,Brussels,Belgium,بلجيكا,1,1,0.66706,0.88869,Belgium,0.66706,winner,Belgium,بلجيكا,Belgium,Portugal,البرتغال,Portugal,3,Belgium,بلجيكا,Belgium,Portugal,البرتغال,Portugal,winner,loser,3,0,3,-3,0.66706,0.88869
1920,06/09/1989,1989,9,9,6,9,Portugal,البرتغال,away_team,3,0,3,-3,3,-3,FIFA World Cup qualification, نصفيات كأس العالم,Brussels,Belgium,بلجيكا,1,1,0.66706,0.88869,Portugal,0.88869,loser,Belgium,بلجيكا,Belgium,Portugal,البرتغال,Portugal,3,Portugal,البرتغال,Portugal,Belgium,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.66706,0.88869
1921,06/09/1989,1989,9,9,6,9,Netherlands,هولندا,home_team,2,2,0,0,4,0,Friendly,مباراة ودية,Amsterdam,Netherlands,هولندا,1,1,0.45467,0.45285,Netherlands,0.45467,draw,Netherlands,هولندا,Netherlands,Denmark,الدنمارك,Denmark,0,Netherlands,هولندا,Netherlands,Denmark,الدنمارك,Denmark,draw,draw,2,2,0,0,0.45467,0.45285
1921,06/09/1989,1989,9,9,6,9,Denmark,الدنمارك,away_team,2,2,0,0,4,0,Friendly,مباراة ودية,Amsterdam,Netherlands,هولندا,1,1,0.45467,0.45285,Denmark,0.45285,draw,Netherlands,هولندا,Netherlands,Denmark,الدنمارك,Denmark,0,Denmark,الدنمارك,Denmark,Netherlands,هولندا,Netherlands,draw,draw,2,2,0,0,0.45467,0.45285
1922,20/09/1989,1989,9,9,20,9,Spain,إسبانيا,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,La Coru√±a,Spain,إسبانيا,1,0,0.22833,0.16668,Spain,0.22833,winner,Spain,إسبانيا,Spain,Poland,بولندا,Poland,1,Spain,إسبانيا,Spain,Poland,بولندا,Poland,winner,loser,1,0,1,-1,0.22833,0.16668
1922,20/09/1989,1989,9,9,20,9,Poland,بولندا,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,La Coru√±a,Spain,إسبانيا,1,0,0.22833,0.16668,Poland,0.16668,loser,Spain,إسبانيا,Spain,Poland,بولندا,Poland,1,Poland,بولندا,Poland,Spain,إسبانيا,Spain,loser,winner,0,1,-1,1,0.22833,0.16668
1923,20/09/1989,1989,9,9,20,9,Switzerland,سويسرا,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Neuch√¢tel,Switzerland,سويسرا,0,1,0.08804,0.25347,Switzerland,0.08804,loser,Switzerland,سويسرا,Switzerland,Portugal,البرتغال,Portugal,1,Switzerland,سويسرا,Switzerland,Portugal,البرتغال,Portugal,loser,winner,1,2,-1,1,0.08804,0.25347
1923,20/09/1989,1989,9,9,20,9,Portugal,البرتغال,away_team,1,2,-1,1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Neuch√¢tel,Switzerland,سويسرا,0,1,0.08804,0.25347,Portugal,0.25347,winner,Switzerland,سويسرا,Switzerland,Portugal,البرتغال,Portugal,1,Portugal,البرتغال,Portugal,Switzerland,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.08804,0.25347
1924,08/10/1989,1989,9,10,8,9,Cameroon,الكاميرون,home_team,2,0,2,-2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Yaound√©,Cameroon,الكاميرون,1,1,0.64492,0.3541,Cameroon,0.64492,winner,Cameroon,الكاميرون,Cameroon,Tunisia,تونس,Tunisia,2,Cameroon,الكاميرون,Cameroon,Tunisia,تونس,Tunisia,winner,loser,2,0,2,-2,0.64492,0.3541
1924,08/10/1989,1989,9,10,8,9,Tunisia,تونس,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Yaound√©,Cameroon,الكاميرون,1,1,0.64492,0.3541,Tunisia,0.3541,loser,Cameroon,الكاميرون,Cameroon,Tunisia,تونس,Tunisia,2,Tunisia,تونس,Tunisia,Cameroon,الكاميرون,Cameroon,loser,winner,0,2,-2,2,0.64492,0.3541
1925,11/10/1989,1989,9,10,11,9,Poland,بولندا,home_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Chorz√≥w,Poland,بولندا,0,1,0.4952,0.38507,Poland,0.4952,draw,Poland,بولندا,Poland,England,إنجلترا,England,0,Poland,بولندا,Poland,England,إنجلترا,England,draw,draw,0,0,0,0,0.4952,0.38507
1925,11/10/1989,1989,9,10,11,9,England,إنجلترا,away_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Chorz√≥w,Poland,بولندا,0,1,0.4952,0.38507,England,0.38507,draw,Poland,بولندا,Poland,England,إنجلترا,England,0,England,إنجلترا,England,Poland,بولندا,Poland,draw,draw,0,0,0,0,0.4952,0.38507
1926,11/10/1989,1989,9,10,11,9,Switzerland,سويسرا,home_team,2,2,0,0,4,0,FIFA World Cup qualification, نصفيات كأس العالم,Basel,Switzerland,سويسرا,0,1,0.27032,0.43889,Switzerland,0.27032,draw,Switzerland,سويسرا,Switzerland,Belgium,بلجيكا,Belgium,0,Switzerland,سويسرا,Switzerland,Belgium,بلجيكا,Belgium,draw,draw,2,2,0,0,0.27032,0.43889
1926,11/10/1989,1989,9,10,11,9,Belgium,بلجيكا,away_team,2,2,0,0,4,0,FIFA World Cup qualification, نصفيات كأس العالم,Basel,Switzerland,سويسرا,0,1,0.27032,0.43889,Belgium,0.43889,draw,Switzerland,سويسرا,Switzerland,Belgium,بلجيكا,Belgium,0,Belgium,بلجيكا,Belgium,Switzerland,سويسرا,Switzerland,draw,draw,2,2,0,0,0.27032,0.43889
1927,11/10/1989,1989,9,10,11,9,Wales,ويلز,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Wrexham,Wales,ويلز,0,1,0.53922,0.37407,Wales,0.53922,loser,Wales,ويلز,Wales,Netherlands,هولندا,Netherlands,1,Wales,ويلز,Wales,Netherlands,هولندا,Netherlands,loser,winner,1,2,-1,1,0.53922,0.37407
1927,11/10/1989,1989,9,10,11,9,Netherlands,هولندا,away_team,1,2,-1,1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Wrexham,Wales,ويلز,0,1,0.53922,0.37407,Netherlands,0.37407,winner,Wales,ويلز,Wales,Netherlands,هولندا,Netherlands,1,Netherlands,هولندا,Netherlands,Wales,ويلز,Wales,winner,loser,2,1,1,-1,0.53922,0.37407
1928,13/10/1989,1989,9,10,13,9,South Korea,كوريا الجنوبية,home_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,0,0,0.01533,0.89233,South_Korea,0.01533,draw,South Korea,كوريا الجنوبية,South_Korea,Qatar,قطر,Qatar,0,South Korea,كوريا الجنوبية,South_Korea,Qatar,قطر,Qatar,draw,draw,0,0,0,0,0.01533,0.89233
1928,13/10/1989,1989,9,10,13,9,Qatar,قطر,away_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,0,0,0.01533,0.89233,Qatar,0.89233,draw,South Korea,كوريا الجنوبية,South_Korea,Qatar,قطر,Qatar,0,Qatar,قطر,Qatar,South Korea,كوريا الجنوبية,South_Korea,draw,draw,0,0,0,0,0.01533,0.89233
1929,16/10/1989,1989,9,10,16,9,Qatar,قطر,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,0,1,0.21309,0.3831,Qatar,0.21309,draw,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,0,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,draw,draw,1,1,0,0,0.21309,0.3831
1929,16/10/1989,1989,9,10,16,9,Saudi Arabia,المملكة العربية السعودية,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,0,1,0.21309,0.3831,Saudi_Arabia,0.3831,draw,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,0,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,Qatar,قطر,Qatar,draw,draw,1,1,0,0,0.21309,0.3831
1930,25/10/1989,1989,9,10,25,9,Saudi Arabia,المملكة العربية السعودية,home_team,0,2,-2,2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,1,0,0.37816,0.57979,Saudi_Arabia,0.37816,loser,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,2,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,loser,winner,0,2,-2,2,0.37816,0.57979
1930,25/10/1989,1989,9,10,25,9,South Korea,كوريا الجنوبية,away_team,0,2,-2,2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Singapore,Singapore,سنغافورة,1,0,0.37816,0.57979,South_Korea,0.57979,winner,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,2,South Korea,كوريا الجنوبية,South_Korea,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,winner,loser,2,0,2,-2,0.37816,0.57979
1931,15/11/1989,1989,9,11,15,9,Germany,ألمانيا,home_team,2,1,1,-1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Cologne,Germany,ألمانيا,1,0,0.2538,0.56933,Germany,0.2538,winner,Germany,ألمانيا,Germany,Wales,ويلز,Wales,1,Germany,ألمانيا,Germany,Wales,ويلز,Wales,winner,loser,2,1,1,-1,0.2538,0.56933
1931,15/11/1989,1989,9,11,15,9,Wales,ويلز,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Cologne,Germany,ألمانيا,1,0,0.2538,0.56933,Wales,0.56933,loser,Germany,ألمانيا,Germany,Wales,ويلز,Wales,1,Wales,ويلز,Wales,Germany,ألمانيا,Germany,loser,winner,1,2,-1,1,0.2538,0.56933
1932,19/11/1989,1989,9,11,19,9,Tunisia,تونس,home_team,0,1,-1,1,1,-1,FIFA World Cup qualification, نصفيات كأس العالم,Tunis,Tunisia,تونس,1,1,0.10503,0.00656,Tunisia,0.10503,loser,Tunisia,تونس,Tunisia,Cameroon,الكاميرون,Cameroon,1,Tunisia,تونس,Tunisia,Cameroon,الكاميرون,Cameroon,loser,winner,0,1,-1,1,0.10503,0.00656
1932,19/11/1989,1989,9,11,19,9,Cameroon,الكاميرون,away_team,0,1,-1,1,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Tunis,Tunisia,تونس,1,1,0.10503,0.00656,Cameroon,0.00656,winner,Tunisia,تونس,Tunisia,Cameroon,الكاميرون,Cameroon,1,Cameroon,الكاميرون,Cameroon,Tunisia,تونس,Tunisia,winner,loser,1,0,1,-1,0.10503,0.00656
1933,13/12/1989,1989,9,12,13,9,Spain,إسبانيا,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,Santa Cruz de Tenerife,Spain,إسبانيا,1,0,0.40678,0.6542,Spain,0.40678,winner,Spain,إسبانيا,Spain,Switzerland,سويسرا,Switzerland,1,Spain,إسبانيا,Spain,Switzerland,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.40678,0.6542
1933,13/12/1989,1989,9,12,13,9,Switzerland,سويسرا,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,Santa Cruz de Tenerife,Spain,إسبانيا,1,0,0.40678,0.6542,Switzerland,0.6542,loser,Spain,إسبانيا,Spain,Switzerland,سويسرا,Switzerland,1,Switzerland,سويسرا,Switzerland,Spain,إسبانيا,Spain,loser,winner,1,2,-1,1,0.40678,0.6542
1934,20/12/1989,1989,9,12,20,9,Netherlands,هولندا,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Rotterdam,Netherlands,هولندا,1,0,0.9946,0.47766,Netherlands,0.9946,loser,Netherlands,هولندا,Netherlands,Brazil,البرازيل,Brazil,1,Netherlands,هولندا,Netherlands,Brazil,البرازيل,Brazil,loser,winner,0,1,-1,1,0.9946,0.47766
1934,20/12/1989,1989,9,12,20,9,Brazil,البرازيل,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Rotterdam,Netherlands,هولندا,1,0,0.9946,0.47766,Brazil,0.47766,winner,Netherlands,هولندا,Netherlands,Brazil,البرازيل,Brazil,1,Brazil,البرازيل,Brazil,Netherlands,هولندا,Netherlands,winner,loser,1,0,1,-1,0.9946,0.47766
1935,17/01/1990,1990,0,1,17,10,Mexico,المكسيك,home_team,2,0,2,-2,2,2,Friendly,مباراة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,1,1,0.31855,0.03225,Mexico,0.31855,winner,Mexico,المكسيك,Mexico,Argentina,الأرجنتين,Argentina,2,Mexico,المكسيك,Mexico,Argentina,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.31855,0.03225
1935,17/01/1990,1990,0,1,17,10,Argentina,الأرجنتين,away_team,2,0,2,-2,2,-2,Friendly,مباراة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,1,1,0.31855,0.03225,Argentina,0.03225,loser,Mexico,المكسيك,Mexico,Argentina,الأرجنتين,Argentina,2,Argentina,الأرجنتين,Argentina,Mexico,المكسيك,Mexico,loser,winner,0,2,-2,2,0.31855,0.03225
1936,02/02/1990,1990,0,2,2,10,Iran,إيران,home_team,0,2,-2,2,2,-2,Friendly,مباراة ودية,Tehran,Iran,إيران,1,0,0.94621,0.00278,Iran,0.94621,loser,Iran,إيران,Iran,Poland,بولندا,Poland,2,Iran,إيران,Iran,Poland,بولندا,Poland,loser,winner,0,2,-2,2,0.94621,0.00278
1936,02/02/1990,1990,0,2,2,10,Poland,بولندا,away_team,0,2,-2,2,2,2,Friendly,مباراة ودية,Tehran,Iran,إيران,1,0,0.94621,0.00278,Poland,0.00278,winner,Iran,إيران,Iran,Poland,بولندا,Poland,2,Poland,بولندا,Poland,Iran,إيران,Iran,winner,loser,2,0,2,-2,0.94621,0.00278
1937,02/02/1990,1990,0,2,2,10,United States,الولايات المتحدة الأمريكية,home_team,0,2,-2,2,2,-2,Friendly,مباراة ودية,Miami,United States,الولايات المتحدة الأمريكية,0,1,0.42449,0.30545,United_States,0.42449,loser,United States,الولايات المتحدة الأمريكية,United_States,Costa Rica,كوستا ريكا,Costa_Rica,2,United States,الولايات المتحدة الأمريكية,United_States,Costa Rica,كوستا ريكا,Costa_Rica,loser,winner,0,2,-2,2,0.42449,0.30545
1937,02/02/1990,1990,0,2,2,10,Costa Rica,كوستا ريكا,away_team,0,2,-2,2,2,2,Friendly,مباراة ودية,Miami,United States,الولايات المتحدة الأمريكية,0,1,0.42449,0.30545,Costa_Rica,0.30545,winner,United States,الولايات المتحدة الأمريكية,United_States,Costa Rica,كوستا ريكا,Costa_Rica,2,Costa Rica,كوستا ريكا,Costa_Rica,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,2,0,2,-2,0.42449,0.30545
1938,04/02/1990,1990,0,2,4,10,Costa Rica,كوستا ريكا,home_team,0,2,-2,2,2,-2,Friendly,مباراة ودية,Miami,United States,الولايات المتحدة الأمريكية,1,1,0.26455,0.98679,Costa_Rica,0.26455,loser,Costa Rica,كوستا ريكا,Costa_Rica,Uruguay,أوروغواي,Uruguay,2,Costa Rica,كوستا ريكا,Costa_Rica,Uruguay,أوروغواي,Uruguay,loser,winner,0,2,-2,2,0.26455,0.98679
1938,04/02/1990,1990,0,2,4,10,Uruguay,أوروغواي,away_team,0,2,-2,2,2,2,Friendly,مباراة ودية,Miami,United States,الولايات المتحدة الأمريكية,1,1,0.26455,0.98679,Uruguay,0.98679,winner,Costa Rica,كوستا ريكا,Costa_Rica,Uruguay,أوروغواي,Uruguay,2,Uruguay,أوروغواي,Uruguay,Costa Rica,كوستا ريكا,Costa_Rica,winner,loser,2,0,2,-2,0.26455,0.98679
1939,04/02/1990,1990,0,2,4,10,Iran,إيران,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Tehran,Iran,إيران,1,0,0.76873,0.62456,Iran,0.76873,loser,Iran,إيران,Iran,Poland,بولندا,Poland,1,Iran,إيران,Iran,Poland,بولندا,Poland,loser,winner,0,1,-1,1,0.76873,0.62456
1939,04/02/1990,1990,0,2,4,10,Poland,بولندا,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Tehran,Iran,إيران,1,0,0.76873,0.62456,Poland,0.62456,winner,Iran,إيران,Iran,Poland,بولندا,Poland,1,Poland,بولندا,Poland,Iran,إيران,Iran,winner,loser,1,0,1,-1,0.76873,0.62456
1940,28/02/1990,1990,0,2,28,10,France,فرنسا,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,Montpellier,France,فرنسا,0,1,0.63317,0.61445,France,0.63317,winner,France,فرنسا,France,Germany,ألمانيا,Germany,1,France,فرنسا,France,Germany,ألمانيا,Germany,winner,loser,2,1,1,-1,0.63317,0.61445
1940,28/02/1990,1990,0,2,28,10,Germany,ألمانيا,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,Montpellier,France,فرنسا,0,1,0.63317,0.61445,Germany,0.61445,loser,France,فرنسا,France,Germany,ألمانيا,Germany,1,Germany,ألمانيا,Germany,France,فرنسا,France,loser,winner,1,2,-1,1,0.63317,0.61445
1941,06/03/1990,1990,0,3,6,10,Cameroon,الكاميرون,home_team,0,2,-2,2,2,-2,African Cup of Nations, كأس أمم أفريقيا,Annaba,Algeria,الجزائر,1,0,0.38121,0.33369,Cameroon,0.38121,loser,Cameroon,الكاميرون,Cameroon,Senegal,السنغال,Senegal,2,Cameroon,الكاميرون,Cameroon,Senegal,السنغال,Senegal,loser,winner,0,2,-2,2,0.38121,0.33369
1941,06/03/1990,1990,0,3,6,10,Senegal,السنغال,away_team,0,2,-2,2,2,2,African Cup of Nations, كأس أمم أفريقيا,Annaba,Algeria,الجزائر,1,0,0.38121,0.33369,Senegal,0.33369,winner,Cameroon,الكاميرون,Cameroon,Senegal,السنغال,Senegal,2,Senegal,السنغال,Senegal,Cameroon,الكاميرون,Cameroon,winner,loser,2,0,2,-2,0.38121,0.33369
1942,20/03/1990,1990,0,3,20,10,Mexico,المكسيك,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,1,1,0.73841,0.01845,Mexico,0.73841,winner,Mexico,المكسيك,Mexico,Uruguay,أوروغواي,Uruguay,1,Mexico,المكسيك,Mexico,Uruguay,أوروغواي,Uruguay,winner,loser,2,1,1,-1,0.73841,0.01845
1942,20/03/1990,1990,0,3,20,10,Uruguay,أوروغواي,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,Los Angeles,United States,الولايات المتحدة الأمريكية,1,1,0.73841,0.01845,Uruguay,0.01845,loser,Mexico,المكسيك,Mexico,Uruguay,أوروغواي,Uruguay,1,Uruguay,أوروغواي,Uruguay,Mexico,المكسيك,Mexico,loser,winner,1,2,-1,1,0.73841,0.01845
1943,28/03/1990,1990,0,3,28,10,England,إنجلترا,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,London,England,إنجلترا,1,0,0.73715,0.18273,England,0.73715,winner,England,إنجلترا,England,Brazil,البرازيل,Brazil,1,England,إنجلترا,England,Brazil,البرازيل,Brazil,winner,loser,1,0,1,-1,0.73715,0.18273
1943,28/03/1990,1990,0,3,28,10,Brazil,البرازيل,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,London,England,إنجلترا,1,0,0.73715,0.18273,Brazil,0.18273,loser,England,إنجلترا,England,Brazil,البرازيل,Brazil,1,Brazil,البرازيل,Brazil,England,إنجلترا,England,loser,winner,0,1,-1,1,0.73715,0.18273
1944,25/04/1990,1990,0,4,25,10,Germany,ألمانيا,home_team,3,3,0,0,6,0,Friendly,مباراة ودية,Stuttgart,Germany,ألمانيا,1,1,0.11106,0.5788,Germany,0.11106,draw,Germany,ألمانيا,Germany,Uruguay,أوروغواي,Uruguay,0,Germany,ألمانيا,Germany,Uruguay,أوروغواي,Uruguay,draw,draw,3,3,0,0,0.11106,0.5788
1944,25/04/1990,1990,0,4,25,10,Uruguay,أوروغواي,away_team,3,3,0,0,6,0,Friendly,مباراة ودية,Stuttgart,Germany,ألمانيا,1,1,0.11106,0.5788,Uruguay,0.5788,draw,Germany,ألمانيا,Germany,Uruguay,أوروغواي,Uruguay,0,Uruguay,أوروغواي,Uruguay,Germany,ألمانيا,Germany,draw,draw,3,3,0,0,0.11106,0.5788
1945,06/05/1990,1990,0,5,6,10,Costa Rica,كوستا ريكا,home_team,0,2,-2,2,2,-2,Friendly,مباراة ودية,Chicago,United States,الولايات المتحدة الأمريكية,1,0,0.59659,0.78917,Costa_Rica,0.59659,loser,Costa Rica,كوستا ريكا,Costa_Rica,Poland,بولندا,Poland,2,Costa Rica,كوستا ريكا,Costa_Rica,Poland,بولندا,Poland,loser,winner,0,2,-2,2,0.59659,0.78917
1945,06/05/1990,1990,0,5,6,10,Poland,بولندا,away_team,0,2,-2,2,2,2,Friendly,مباراة ودية,Chicago,United States,الولايات المتحدة الأمريكية,1,0,0.59659,0.78917,Poland,0.78917,winner,Costa Rica,كوستا ريكا,Costa_Rica,Poland,بولندا,Poland,2,Poland,بولندا,Poland,Costa Rica,كوستا ريكا,Costa_Rica,winner,loser,2,0,2,-2,0.59659,0.78917
1946,08/05/1990,1990,0,5,8,10,Switzerland,سويسرا,home_team,1,1,0,0,2,0,Friendly,مباراة ودية,Berne,Switzerland,سويسرا,0,1,0.20675,0.27239,Switzerland,0.20675,draw,Switzerland,سويسرا,Switzerland,Argentina,الأرجنتين,Argentina,0,Switzerland,سويسرا,Switzerland,Argentina,الأرجنتين,Argentina,draw,draw,1,1,0,0,0.20675,0.27239
1946,08/05/1990,1990,0,5,8,10,Argentina,الأرجنتين,away_team,1,1,0,0,2,0,Friendly,مباراة ودية,Berne,Switzerland,سويسرا,0,1,0.20675,0.27239,Argentina,0.27239,draw,Switzerland,سويسرا,Switzerland,Argentina,الأرجنتين,Argentina,0,Argentina,الأرجنتين,Argentina,Switzerland,سويسرا,Switzerland,draw,draw,1,1,0,0,0.20675,0.27239
1947,09/05/1990,1990,0,5,9,10,United States,الولايات المتحدة الأمريكية,home_team,3,1,2,-2,4,2,Friendly,مباراة ودية,Hershey,United States,الولايات المتحدة الأمريكية,0,0,0.60202,0.96808,United_States,0.60202,winner,United States,الولايات المتحدة الأمريكية,United_States,Poland,بولندا,Poland,2,United States,الولايات المتحدة الأمريكية,United_States,Poland,بولندا,Poland,winner,loser,3,1,2,-2,0.60202,0.96808
1947,09/05/1990,1990,0,5,9,10,Poland,بولندا,away_team,3,1,2,-2,4,-2,Friendly,مباراة ودية,Hershey,United States,الولايات المتحدة الأمريكية,0,0,0.60202,0.96808,Poland,0.96808,loser,United States,الولايات المتحدة الأمريكية,United_States,Poland,بولندا,Poland,2,Poland,بولندا,Poland,United States,الولايات المتحدة الأمريكية,United_States,loser,winner,1,3,-2,2,0.60202,0.96808
1948,13/05/1990,1990,0,5,13,10,Canada,كندا,home_team,2,1,1,-1,3,1,NAFU Championship, كأس أميركا الشمالية,Burnaby,Canada,كندا,0,1,0.1754,0.02868,Canada,0.1754,winner,Canada,كندا,Canada,Mexico,المكسيك,Mexico,1,Canada,كندا,Canada,Mexico,المكسيك,Mexico,winner,loser,2,1,1,-1,0.1754,0.02868
1948,13/05/1990,1990,0,5,13,10,Mexico,المكسيك,away_team,2,1,1,-1,3,-1,NAFU Championship, كأس أميركا الشمالية,Burnaby,Canada,كندا,0,1,0.1754,0.02868,Mexico,0.02868,loser,Canada,كندا,Canada,Mexico,المكسيك,Mexico,1,Mexico,المكسيك,Mexico,Canada,كندا,Canada,loser,winner,1,2,-1,1,0.1754,0.02868
1949,15/05/1990,1990,0,5,15,10,England,إنجلترا,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,London,England,إنجلترا,1,1,0.27796,0.50913,England,0.27796,winner,England,إنجلترا,England,Denmark,الدنمارك,Denmark,1,England,إنجلترا,England,Denmark,الدنمارك,Denmark,winner,loser,1,0,1,-1,0.27796,0.50913
1949,15/05/1990,1990,0,5,15,10,Denmark,الدنمارك,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,London,England,إنجلترا,1,1,0.27796,0.50913,Denmark,0.50913,loser,England,إنجلترا,England,Denmark,الدنمارك,Denmark,1,Denmark,الدنمارك,Denmark,England,إنجلترا,England,loser,winner,0,1,-1,1,0.27796,0.50913
1950,20/05/1990,1990,0,5,20,10,Wales,ويلز,home_team,1,0,1,-1,1,1,Friendly,مباراة ودية,Cardiff,Wales,ويلز,0,1,0.84112,0.87548,Wales,0.84112,winner,Wales,ويلز,Wales,Costa Rica,كوستا ريكا,Costa_Rica,1,Wales,ويلز,Wales,Costa Rica,كوستا ريكا,Costa_Rica,winner,loser,1,0,1,-1,0.84112,0.87548
1950,20/05/1990,1990,0,5,20,10,Costa Rica,كوستا ريكا,away_team,1,0,1,-1,1,-1,Friendly,مباراة ودية,Cardiff,Wales,ويلز,0,1,0.84112,0.87548,Costa_Rica,0.87548,loser,Wales,ويلز,Wales,Costa Rica,كوستا ريكا,Costa_Rica,1,Costa Rica,كوستا ريكا,Costa_Rica,Wales,ويلز,Wales,loser,winner,0,1,-1,1,0.84112,0.87548
1951,22/05/1990,1990,0,5,22,10,England,إنجلترا,home_team,1,2,-1,1,3,-1,Friendly,مباراة ودية,London,England,إنجلترا,1,1,0.12914,0.24302,England,0.12914,loser,England,إنجلترا,England,Uruguay,أوروغواي,Uruguay,1,England,إنجلترا,England,Uruguay,أوروغواي,Uruguay,loser,winner,1,2,-1,1,0.12914,0.24302
1951,22/05/1990,1990,0,5,22,10,Uruguay,أوروغواي,away_team,1,2,-1,1,3,1,Friendly,مباراة ودية,London,England,إنجلترا,1,1,0.12914,0.24302,Uruguay,0.24302,winner,England,إنجلترا,England,Uruguay,أوروغواي,Uruguay,1,Uruguay,أوروغواي,Uruguay,England,إنجلترا,England,winner,loser,2,1,1,-1,0.12914,0.24302
