home_team,away_team,home_score,away_score,tournament,country,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
Argentina,United States,6,0,Friendly,Mexico,21,8,1975,6,-6,6,1337,1,0,Argentina,United_States,5,6,0.09013,0.15387,8,winner,loser
Mexico,United States,2,0,Friendly,Mexico,24,8,1975,2,-2,2,1338,1,0,Mexico,United_States,5,2,0.72153,0.19639,8,winner,loser
Mexico,Argentina,1,1,Friendly,Mexico,31,8,1975,0,0,2,1339,1,1,Mexico,Argentina,5,0,0.64589,0.57656,8,draw,draw
Switzerland,England,1,2,Friendly,Switzerland,3,9,1975,-1,1,3,1340,0,1,Switzerland,England,5,1,0.03975,0.45355,8,loser,winner
South Korea,Japan,3,0,Friendly,South Korea,8,9,1975,3,-3,3,1341,0,0,South_Korea,Japan,5,3,0.75458,0.80879,8,winner,loser
Poland,Netherlands,4,1,UEFA Euro qualification,Poland,10,9,1975,3,-3,5,1342,0,1,Poland,Netherlands,5,3,0.0345,0.99507,8,winner,loser
Spain,Denmark,2,0,UEFA Euro qualification,Spain,12,10,1975,2,-2,2,1343,1,1,Spain,Denmark,5,2,0.23361,0.07618,8,winner,loser
Netherlands,Poland,3,0,UEFA Euro qualification,Netherlands,15,10,1975,3,-3,3,1344,1,0,Netherlands,Poland,5,3,0.37969,0.65135,8,winner,loser
France,Belgium,0,0,UEFA Euro qualification,France,15,11,1975,0,0,0,1345,0,1,France,Belgium,5,0,0.73128,0.6299,8,draw,draw
Portugal,England,1,1,UEFA Euro qualification,Portugal,19,11,1975,0,0,2,1346,1,1,Portugal,England,5,0,0.18679,0.11729,8,draw,draw
Saudi Arabia,Morocco,0,2,Friendly,Saudi Arabia,20,2,1976,-2,2,2,1347,1,0,Saudi_Arabia,Morocco,6,2,0.13447,0.70449,8,loser,winner
Uruguay,Brazil,1,2,Copa Rio Branco,Uruguay,25,2,1976,-1,1,3,1348,1,0,Uruguay,Brazil,6,1,0.14584,0.80691,8,loser,winner
Argentina,Brazil,1,2,Copa Roca,Argentina,27,2,1976,-1,1,3,1349,1,0,Argentina,Brazil,6,1,0.15107,0.62094,8,loser,winner
Poland,Argentina,1,2,Friendly,Poland,24,3,1976,-1,1,3,1350,0,1,Poland,Argentina,6,1,0.21224,0.92174,8,loser,winner
Wales,England,1,2,Friendly,Wales,24,3,1976,-1,1,3,1351,0,1,Wales,England,6,1,0.54945,0.33135,8,loser,winner
Qatar,Saudi Arabia,1,0,Gulf Cup,Qatar,26,3,1976,1,-1,1,1352,0,1,Qatar,Saudi_Arabia,6,1,0.07161,0.30838,8,winner,loser
Argentina,Uruguay,4,1,Copa Lipton,Argentina,8,4,1976,3,-3,5,1353,1,1,Argentina,Uruguay,6,3,0.07355,0.49426,8,winner,loser
France,Poland,2,0,Friendly,France,24,4,1976,2,-2,2,1354,0,0,France,Poland,6,2,0.29541,0.76063,8,winner,loser
Spain,Germany,1,1,UEFA Euro qualification,Spain,24,4,1976,0,0,2,1355,1,1,Spain,Germany,6,0,0.57066,0.66024,8,draw,draw
Netherlands,Belgium,5,0,UEFA Euro qualification,Netherlands,25,4,1976,5,-5,5,1356,1,1,Netherlands,Belgium,6,5,0.31684,0.59652,8,winner,loser
Brazil,Uruguay,2,1,Copa Rio Branco,Brazil,28,4,1976,1,-1,3,1357,0,1,Brazil,Uruguay,6,1,0.86382,0.49723,8,winner,loser
Wales,England,0,1,British Championship,Wales,8,5,1976,-1,1,1,1358,0,1,Wales,England,6,1,0.85909,0.54796,8,loser,winner
Switzerland,Poland,2,1,Friendly,Switzerland,11,5,1976,1,-1,3,1359,0,0,Switzerland,Poland,6,1,0.69001,0.97067,8,winner,loser
Brazil,Argentina,2,0,Copa Roca,Brazil,19,5,1976,2,-2,2,1360,0,1,Brazil,Argentina,6,2,0.72866,0.93843,8,winner,loser
Belgium,Netherlands,1,2,UEFA Euro qualification,Belgium,22,5,1976,-1,1,3,1361,1,1,Belgium,Netherlands,6,1,0.87192,0.48736,8,loser,winner
Germany,Spain,2,0,UEFA Euro qualification,Germany,22,5,1976,2,-2,2,1362,1,1,Germany,Spain,6,2,0.35649,0.00462,8,winner,loser
Brazil,England,1,0,Friendly,United States,23,5,1976,1,-1,1,1363,0,1,Brazil,England,6,1,0.32046,0.30315,8,winner,loser
Mexico,Brazil,0,3,Friendly,Mexico,4,6,1976,-3,3,3,1364,1,0,Mexico,Brazil,6,3,0.25748,0.95983,8,loser,winner
Uruguay,Argentina,0,3,Copa Newton,Uruguay,9,6,1976,-3,3,3,1365,1,1,Uruguay,Argentina,6,3,0.90622,0.72768,8,loser,winner
Japan,South Korea,0,0,Merdeka Tournament,Malaysia,18,8,1976,0,0,0,1366,0,0,Japan,South_Korea,6,0,0.28412,0.39728,8,draw,draw
Denmark,France,1,1,Friendly,Denmark,1,9,1976,0,0,2,1367,1,0,Denmark,France,6,0,0.31977,0.65339,8,draw,draw
Saudi Arabia,Morocco,0,2,Friendly,Saudi Arabia,12,9,1976,-2,2,2,1368,1,0,Saudi_Arabia,Morocco,6,2,0.87221,0.73523,8,loser,winner
Canada,United States,1,1,CONCACAF Championship qualification,Canada,24,9,1976,0,0,2,1369,0,0,Canada,United_States,6,0,0.75418,0.86215,8,draw,draw
Saudi Arabia,Tunisia,0,1,Friendly,Saudi Arabia,30,9,1976,-1,1,1,1370,1,1,Saudi_Arabia,Tunisia,6,1,0.76908,0.09599,8,loser,winner
United States,Mexico,0,0,CONCACAF Championship qualification,United States,3,10,1976,0,0,0,1371,0,1,United_States,Mexico,6,0,0.85668,0.9995,8,draw,draw
Wales,Germany,0,2,Friendly,Wales,6,10,1976,-2,2,2,1372,0,1,Wales,Germany,6,2,0.62849,0.69706,8,loser,winner
Canada,Mexico,1,0,CONCACAF Championship qualification,Canada,10,10,1976,1,-1,1,1373,0,1,Canada,Mexico,6,1,0.24818,0.48327,8,winner,loser
Mexico,United States,3,0,CONCACAF Championship qualification,Mexico,15,10,1976,3,-3,3,1374,1,0,Mexico,United_States,6,3,0.25317,0.84512,8,winner,loser
Portugal,Poland,0,2,FIFA World Cup qualification,Portugal,16,10,1976,-2,2,2,1375,1,0,Portugal,Poland,6,2,0.12758,0.00582,8,loser,winner
Ecuador,Uruguay,2,2,Friendly,Ecuador,20,10,1976,0,0,4,1376,0,1,Ecuador,Uruguay,6,0,0.17106,0.39894,8,draw,draw
United States,Canada,2,0,CONCACAF Championship qualification,United States,20,10,1976,2,-2,2,1377,0,0,United_States,Canada,6,2,0.69572,0.02165,8,winner,loser
Mexico,Canada,0,0,CONCACAF Championship qualification,Mexico,27,10,1976,0,0,0,1378,1,0,Mexico,Canada,6,0,0.0467,0.31083,8,draw,draw
Portugal,Denmark,1,0,FIFA World Cup qualification,Portugal,17,11,1976,1,-1,1,1379,1,1,Portugal,Denmark,6,1,0.32416,0.63233,8,winner,loser
Japan,South Korea,1,2,Friendly,Japan,4,12,1976,-1,1,3,1380,0,0,Japan,South_Korea,6,1,0.84165,0.57379,8,loser,winner
Morocco,Tunisia,1,1,FIFA World Cup qualification,Morocco,12,12,1976,0,0,2,1381,0,1,Morocco,Tunisia,6,0,0.96547,0.8249,8,draw,draw
Canada,United States,3,0,CONCACAF Championship qualification,Haiti,22,12,1976,3,-3,3,1382,0,0,Canada,United_States,6,3,0.87067,0.67983,8,winner,loser
Uruguay,Ecuador,1,1,Friendly,Uruguay,4,1,1977,0,0,2,1383,1,0,Uruguay,Ecuador,7,0,0.7686,0.36788,8,draw,draw
Saudi Arabia,Iran,0,3,FIFA World Cup qualification,Saudi Arabia,7,1,1977,-3,3,3,1384,1,1,Saudi_Arabia,Iran,7,3,0.3077,0.08549,8,loser,winner
Tunisia,Morocco,1,1,FIFA World Cup qualification,Tunisia,9,1,1977,0,0,2,1385,1,0,Tunisia,Morocco,7,0,0.22207,0.3153,8,draw,draw
Senegal,Denmark,2,3,Friendly,Senegal,2,2,1977,-1,1,5,1386,0,1,Senegal,Denmark,7,1,0.85785,0.13773,8,loser,winner
England,Netherlands,0,2,Friendly,England,9,2,1977,-2,2,2,1387,1,1,England,Netherlands,7,2,0.7124,0.70716,8,loser,winner
France,Germany,1,0,Friendly,France,23,2,1977,1,-1,1,1388,0,1,France,Germany,7,1,0.83556,0.10812,8,winner,loser
Qatar,Tunisia,1,0,Friendly,Qatar,8,3,1977,1,-1,1,1389,0,1,Qatar,Tunisia,7,1,0.617,0.34187,8,winner,loser
Argentina,Iran,1,1,Real Madrid 75th Anniversary Cup,Spain,22,3,1977,0,0,2,1390,1,1,Argentina,Iran,7,0,0.38525,0.11138,8,draw,draw
Belgium,Netherlands,0,2,FIFA World Cup qualification,Belgium,26,3,1977,-2,2,2,1391,1,1,Belgium,Netherlands,7,2,0.47977,0.92329,8,loser,winner
Japan,South Korea,0,0,FIFA World Cup qualification,Japan,26,3,1977,0,0,0,1392,0,0,Japan,South_Korea,7,0,0.9436,0.54372,8,draw,draw
Portugal,Switzerland,1,0,Friendly,Portugal,30,3,1977,1,-1,1,1393,1,0,Portugal,Switzerland,7,1,0.71635,0.93825,8,winner,loser
South Korea,Japan,1,0,FIFA World Cup qualification,South Korea,3,4,1977,1,-1,1,1394,0,0,South_Korea,Japan,7,1,0.09689,0.93015,8,winner,loser
Iran,Saudi Arabia,2,0,FIFA World Cup qualification,Iran,22,4,1977,2,-2,2,1395,1,1,Iran,Saudi_Arabia,7,2,0.47678,0.90074,8,winner,loser
Switzerland,France,0,4,Friendly,Switzerland,23,4,1977,-4,4,4,1396,0,0,Switzerland,France,7,4,0.62146,0.32479,8,loser,winner
Denmark,Poland,1,2,FIFA World Cup qualification,Denmark,1,5,1977,-1,1,3,1397,1,0,Denmark,Poland,7,1,0.20397,0.92045,8,loser,winner
Senegal,Morocco,3,2,Friendly,Senegal,28,5,1977,1,-1,5,1398,0,0,Senegal,Morocco,7,1,0.08122,0.42499,8,winner,loser
Argentina,Poland,3,1,Friendly,Argentina,29,5,1977,2,-2,4,1399,1,0,Argentina,Poland,7,2,0.95261,0.42511,8,winner,loser
England,Wales,0,1,British Championship,England,31,5,1977,-1,1,1,1400,1,0,England,Wales,7,1,0.5085,0.13963,8,loser,winner
Argentina,Germany,1,3,Friendly,Argentina,5,6,1977,-2,2,4,1401,1,1,Argentina,Germany,7,2,0.48049,0.02301,8,loser,winner
Brazil,England,0,0,Friendly,Brazil,8,6,1977,0,0,0,1402,0,1,Brazil,England,7,0,0.71262,0.72156,8,draw,draw
Uruguay,Germany,0,2,Friendly,Uruguay,8,6,1977,-2,2,2,1403,1,1,Uruguay,Germany,7,2,0.38461,0.52875,8,loser,winner
Argentina,England,1,1,Friendly,Argentina,12,6,1977,0,0,2,1404,1,1,Argentina,England,7,0,0.89191,0.20044,8,draw,draw
Brazil,Germany,1,1,Friendly,Brazil,12,6,1977,0,0,2,1405,0,1,Brazil,Germany,7,0,0.45718,0.22415,8,draw,draw
Mexico,Germany,2,2,Friendly,Mexico,14,6,1977,0,0,4,1406,1,1,Mexico,Germany,7,0,0.52913,0.37967,8,draw,draw
South Korea,Japan,2,1,Friendly,South Korea,15,6,1977,1,-1,3,1407,0,0,South_Korea,Japan,7,1,0.07599,0.08181,8,winner,loser
Uruguay,England,0,0,Friendly,Uruguay,15,6,1977,0,0,0,1408,1,1,Uruguay,England,7,0,0.16914,0.57819,8,draw,draw
Brazil,Poland,3,1,Friendly,Brazil,19,6,1977,2,-2,4,1409,0,0,Brazil,Poland,7,2,0.25763,0.98077,8,winner,loser
Argentina,France,0,0,Friendly,Argentina,26,6,1977,0,0,0,1410,1,0,Argentina,France,7,0,0.19312,0.47937,8,draw,draw
Brazil,France,2,2,Friendly,Brazil,30,6,1977,0,0,4,1411,0,0,Brazil,France,7,0,0.68463,0.50315,8,draw,draw
South Korea,Iran,0,0,FIFA World Cup qualification,South Korea,3,7,1977,0,0,0,1412,0,1,South_Korea,Iran,7,0,0.41848,0.78453,8,draw,draw
Iran,Morocco,1,1,Beijing International Friendship Tournament,China PR,27,7,1977,0,0,2,1413,1,0,Iran,Morocco,7,0,0.30768,0.99044,8,draw,draw
Australia,Iran,0,1,FIFA World Cup qualification,Australia,14,8,1977,-1,1,1,1414,0,1,Australia,Iran,7,1,0.34282,0.41593,8,loser,winner
Australia,South Korea,2,1,FIFA World Cup qualification,Australia,27,8,1977,1,-1,3,1415,0,0,Australia,South_Korea,7,1,0.99715,0.98568,8,winner,loser
England,Switzerland,0,0,Friendly,England,7,9,1977,0,0,0,1416,1,0,England,Switzerland,7,0,0.03337,0.24249,8,draw,draw
Poland,Denmark,4,1,FIFA World Cup qualification,Poland,21,9,1977,3,-3,5,1417,0,1,Poland,Denmark,7,3,0.854,0.07045,8,winner,loser
Switzerland,Spain,1,2,Friendly,Switzerland,21,9,1977,-1,1,3,1418,0,1,Switzerland,Spain,7,1,0.96443,0.77047,8,loser,winner
Mexico,United States,3,0,Friendly,Mexico,27,9,1977,3,-3,3,1419,1,0,Mexico,United_States,7,3,0.87987,0.39221,8,winner,loser
Denmark,Portugal,2,4,FIFA World Cup qualification,Denmark,9,10,1977,-2,2,6,1420,1,1,Denmark,Portugal,7,2,0.05112,0.34926,8,loser,winner
Mexico,Canada,3,1,CONCACAF Championship,Mexico,22,10,1977,2,-2,4,1421,1,0,Mexico,Canada,7,2,0.09743,0.3558,8,winner,loser
South Korea,Australia,0,0,FIFA World Cup qualification,South Korea,23,10,1977,0,0,0,1422,0,0,South_Korea,Australia,7,0,0.66241,0.37219,8,draw,draw
Netherlands,Belgium,1,0,FIFA World Cup qualification,Netherlands,26,10,1977,1,-1,1,1423,1,1,Netherlands,Belgium,7,1,0.99664,0.64963,8,winner,loser
Poland,Portugal,1,1,FIFA World Cup qualification,Poland,29,10,1977,0,0,2,1424,0,1,Poland,Portugal,7,0,0.8251,0.99892,8,draw,draw
Iran,South Korea,2,2,FIFA World Cup qualification,Iran,11,11,1977,0,0,4,1425,1,0,Iran,South_Korea,7,0,0.70624,0.09368,8,draw,draw
Germany,Switzerland,4,1,Friendly,Germany,16,11,1977,3,-3,5,1426,1,0,Germany,Switzerland,7,3,0.08533,0.81611,8,winner,loser
Iran,Australia,1,0,FIFA World Cup qualification,Iran,25,11,1977,1,-1,1,1427,1,0,Iran,Australia,7,1,0.64827,0.46281,8,winner,loser
Germany,Wales,1,1,Friendly,Germany,14,12,1977,0,0,2,1428,1,0,Germany,Wales,7,0,0.06399,0.13803,8,draw,draw
Germany,England,2,1,Friendly,Germany,22,2,1978,1,-1,3,1429,1,1,Germany,England,8,1,0.99588,0.68533,8,winner,loser
Morocco,Tunisia,1,1,African Cup of Nations,Ghana,6,3,1978,0,0,2,1430,0,1,Morocco,Tunisia,8,0,0.90793,0.47688,8,draw,draw
France,Portugal,2,0,Friendly,France,8,3,1978,2,-2,2,1431,0,1,France,Portugal,8,2,0.45315,0.42451,8,winner,loser
Ghana,Tunisia,1,0,African Cup of Nations,Ghana,14,3,1978,1,-1,1,1432,0,1,Ghana,Tunisia,8,1,0.4726,0.69839,8,winner,loser
France,Brazil,1,0,Friendly,France,1,4,1978,1,-1,1,1433,0,0,France,Brazil,8,1,0.45493,0.10326,8,winner,loser
Germany,Brazil,0,1,Friendly,Germany,5,4,1978,-1,1,1,1434,1,0,Germany,Brazil,8,1,0.0698,0.26014,8,loser,winner
Tunisia,Netherlands,0,4,Friendly,Tunisia,5,4,1978,-4,4,4,1435,1,1,Tunisia,Netherlands,8,4,0.11629,0.50792,8,loser,winner
Iran,Wales,0,1,Friendly,Iran,18,4,1978,-1,1,1,1436,1,0,Iran,Wales,8,1,0.70016,0.00333,8,loser,winner
England,Brazil,1,1,Friendly,England,19,4,1978,0,0,2,1437,1,0,England,Brazil,8,0,0.42619,0.0124,8,draw,draw
Uruguay,Argentina,2,0,Friendly,Uruguay,25,4,1978,2,-2,2,1438,1,1,Uruguay,Argentina,8,2,0.69422,0.93003,8,winner,loser
Spain,Mexico,2,0,Friendly,Spain,26,4,1978,2,-2,2,1439,1,1,Spain,Mexico,8,2,0.321,0.3827,8,winner,loser
Argentina,Uruguay,3,0,Friendly,Argentina,3,5,1978,3,-3,3,1440,1,1,Argentina,Uruguay,8,3,0.06813,0.02292,8,winner,loser
France,Iran,2,1,Friendly,France,11,5,1978,1,-1,3,1441,0,1,France,Iran,8,1,0.60642,0.69892,8,winner,loser
Wales,England,1,3,British Championship,Wales,13,5,1978,-2,2,4,1442,0,1,Wales,England,8,2,0.5693,0.26936,8,loser,winner
France,Tunisia,2,0,Friendly,France,19,5,1978,2,-2,2,1443,0,1,France,Tunisia,8,2,0.38699,0.38853,8,winner,loser
Iran,Ghana,3,0,Friendly,Iran,19,5,1978,3,-3,3,1444,1,0,Iran,Ghana,8,3,0.00602,0.10076,8,winner,loser
Uruguay,Spain,0,0,Friendly,Uruguay,24,5,1978,0,0,0,1445,1,1,Uruguay,Spain,8,0,0.31742,0.83638,8,draw,draw
Germany,Poland,0,0,FIFA World Cup,Argentina,1,6,1978,0,0,0,1446,1,0,Germany,Poland,8,0,0.96222,0.71354,8,draw,draw
Mexico,Tunisia,1,3,FIFA World Cup,Argentina,2,6,1978,-2,2,4,1447,1,1,Mexico,Tunisia,8,2,0.02832,0.18556,8,loser,winner
Iran,Netherlands,0,3,FIFA World Cup,Argentina,3,6,1978,-3,3,3,1448,1,1,Iran,Netherlands,8,3,0.96515,0.83259,8,loser,winner
Argentina,France,2,1,FIFA World Cup,Argentina,6,6,1978,1,-1,3,1449,1,0,Argentina,France,8,1,0.82269,0.89302,8,winner,loser
Germany,Mexico,6,0,FIFA World Cup,Argentina,6,6,1978,6,-6,6,1450,1,1,Germany,Mexico,8,6,0.34654,0.14046,8,winner,loser
Poland,Tunisia,1,0,FIFA World Cup,Argentina,6,6,1978,1,-1,1,1451,0,1,Poland,Tunisia,8,1,0.09965,0.01081,8,winner,loser
Brazil,Spain,0,0,FIFA World Cup,Argentina,7,6,1978,0,0,0,1452,0,1,Brazil,Spain,8,0,0.24901,0.48887,8,draw,draw
Germany,Tunisia,0,0,FIFA World Cup,Argentina,10,6,1978,0,0,0,1453,1,1,Germany,Tunisia,8,0,0.98799,0.43263,8,draw,draw
Mexico,Poland,1,3,FIFA World Cup,Argentina,10,6,1978,-2,2,4,1454,1,0,Mexico,Poland,8,2,0.66574,0.68279,8,loser,winner
Argentina,Poland,2,0,FIFA World Cup,Argentina,14,6,1978,2,-2,2,1455,1,0,Argentina,Poland,8,2,0.2569,0.8817,8,winner,loser
Argentina,Brazil,0,0,FIFA World Cup,Argentina,18,6,1978,0,0,0,1456,1,0,Argentina,Brazil,8,0,0.95213,0.18016,8,draw,draw
Germany,Netherlands,2,2,FIFA World Cup,Argentina,18,6,1978,0,0,4,1457,1,1,Germany,Netherlands,8,0,0.2155,0.10129,8,draw,draw
Brazil,Poland,3,1,FIFA World Cup,Argentina,21,6,1978,2,-2,4,1458,0,0,Brazil,Poland,8,2,0.70218,0.63056,8,winner,loser
Argentina,Netherlands,3,1,FIFA World Cup,Argentina,25,6,1978,2,-2,4,1459,1,1,Argentina,Netherlands,8,2,0.23567,0.22401,8,winner,loser
Japan,South Korea,0,4,Merdeka Tournament,Malaysia,19,7,1978,-4,4,4,1460,0,0,Japan,South_Korea,8,4,0.40337,0.39943,8,loser,winner
Switzerland,United States,2,0,Friendly,Switzerland,6,9,1978,2,-2,2,1461,0,0,Switzerland,United_States,8,2,0.25324,0.76052,8,winner,loser
Denmark,England,3,4,UEFA Euro qualification,Denmark,20,9,1978,-1,1,7,1462,1,1,Denmark,England,8,1,0.5217,0.34552,8,loser,winner
Portugal,United States,1,0,Friendly,Portugal,20,9,1978,1,-1,1,1463,1,0,Portugal,United_States,8,1,0.78663,0.01452,8,winner,loser
Portugal,Belgium,1,1,UEFA Euro qualification,Portugal,11,10,1978,0,0,2,1464,1,1,Portugal,Belgium,8,0,0.73096,0.7219,8,draw,draw
Switzerland,Netherlands,1,3,UEFA Euro qualification,Switzerland,11,10,1978,-2,2,4,1465,0,1,Switzerland,Netherlands,8,2,0.63752,0.97376,8,loser,winner
France,Spain,1,0,Friendly,France,8,11,1978,1,-1,1,1466,0,1,France,Spain,8,1,0.82297,0.74658,8,winner,loser
Poland,Switzerland,2,0,UEFA Euro qualification,Poland,15,11,1978,2,-2,2,1467,0,0,Poland,Switzerland,8,2,0.53153,0.91246,8,winner,loser
Germany,Netherlands,3,1,Friendly,Germany,20,12,1978,2,-2,4,1468,1,1,Germany,Netherlands,8,2,0.40138,0.47047,8,winner,loser
Tunisia,Poland,0,2,Friendly,Tunisia,18,2,1979,-2,2,2,1469,1,0,Tunisia,Poland,9,2,0.23924,0.12547,8,loser,winner
Japan,South Korea,2,1,Friendly,Japan,4,3,1979,1,-1,3,1470,0,0,Japan,South_Korea,9,1,0.38351,0.30098,8,winner,loser
Netherlands,Switzerland,3,0,UEFA Euro qualification,Netherlands,28,3,1979,3,-3,3,1471,1,0,Netherlands,Switzerland,9,3,0.86093,0.8635,8,winner,loser
Saudi Arabia,Qatar,7,0,Gulf Cup,Iraq,4,4,1979,7,-7,7,1472,1,0,Saudi_Arabia,Qatar,9,7,0.61677,0.84476,8,winner,loser
Poland,Netherlands,2,0,UEFA Euro qualification,Poland,2,5,1979,2,-2,2,1473,0,1,Poland,Netherlands,9,2,0.55934,0.52178,8,winner,loser
United States,France,0,6,Friendly,United States,2,5,1979,-6,6,6,1474,0,0,United_States,France,9,6,0.31708,0.72522,8,loser,winner
Wales,Germany,0,2,UEFA Euro qualification,Wales,2,5,1979,-2,2,2,1475,0,1,Wales,Germany,9,2,0.76411,0.30747,8,loser,winner
Argentina,Netherlands,0,0,FIFA 75th Anniversary Cup,Switzerland,22,5,1979,0,0,0,1476,1,1,Argentina,Netherlands,9,0,0.27779,0.29353,8,draw,draw
England,Wales,0,0,British Championship,England,23,5,1979,0,0,0,1477,1,0,England,Wales,9,0,0.69373,0.78042,8,draw,draw
Brazil,Uruguay,5,1,Friendly,Brazil,31,5,1979,4,-4,6,1478,0,1,Brazil,Uruguay,9,4,0.20486,0.55738,8,winner,loser
South Korea,Japan,4,1,Friendly,South Korea,16,6,1979,3,-3,5,1479,0,0,South_Korea,Japan,9,3,0.17636,0.08277,8,winner,loser
Brazil,Argentina,2,1,Copa America,Brazil,2,8,1979,1,-1,3,1480,0,1,Brazil,Argentina,9,1,0.14909,0.96987,8,winner,loser
Argentina,Brazil,2,2,Copa America,Argentina,23,8,1979,0,0,4,1481,1,0,Argentina,Brazil,9,0,0.70376,0.82825,8,draw,draw
Ecuador,Uruguay,2,1,Copa America,Ecuador,5,9,1979,1,-1,3,1482,0,1,Ecuador,Uruguay,9,1,0.57697,0.26248,8,winner,loser
England,Denmark,1,0,UEFA Euro qualification,England,12,9,1979,1,-1,1,1483,1,1,England,Denmark,9,1,0.06761,0.75737,8,winner,loser
Germany,Argentina,2,1,Friendly,Germany,12,9,1979,1,-1,3,1484,1,1,Germany,Argentina,9,1,0.00129,0.29159,8,winner,loser
Switzerland,Poland,0,2,UEFA Euro qualification,Switzerland,12,9,1979,-2,2,2,1485,0,0,Switzerland,Poland,9,2,0.08407,0.75475,8,loser,winner
Uruguay,Ecuador,2,1,Copa America,Uruguay,16,9,1979,1,-1,3,1486,1,0,Uruguay,Ecuador,9,1,0.59461,0.71262,8,winner,loser
Netherlands,Belgium,1,0,Friendly,Netherlands,26,9,1979,1,-1,1,1487,1,1,Netherlands,Belgium,9,1,0.63838,0.47848,8,winner,loser
Spain,Portugal,1,1,Friendly,Spain,26,9,1979,0,0,2,1488,1,1,Spain,Portugal,9,0,0.79624,0.47423,8,draw,draw
France,United States,3,0,Friendly,France,10,10,1979,3,-3,3,1489,0,0,France,United_States,9,3,0.48114,0.44904,8,winner,loser
Belgium,Portugal,2,0,UEFA Euro qualification,Belgium,17,10,1979,2,-2,2,1490,1,1,Belgium,Portugal,9,2,0.00298,0.96466,8,winner,loser
Germany,Wales,5,1,UEFA Euro qualification,Germany,17,10,1979,4,-4,6,1491,1,0,Germany,Wales,9,4,0.53321,0.85308,8,winner,loser
Netherlands,Poland,1,1,UEFA Euro qualification,Netherlands,17,10,1979,0,0,2,1492,1,0,Netherlands,Poland,9,0,0.71226,0.06226,8,draw,draw
Spain,Denmark,1,3,Friendly,Spain,14,11,1979,-2,2,4,1493,1,1,Spain,Denmark,9,2,0.08999,0.38028,8,loser,winner
Tunisia,Senegal,3,1,Friendly,Tunisia,26,12,1979,2,-2,4,1494,1,0,Tunisia,Senegal,9,2,0.7301,0.7406,8,winner,loser
Spain,Netherlands,1,0,Friendly,Spain,23,1,1980,1,-1,1,1495,1,1,Spain,Netherlands,0,1,0.05816,0.2983,9,winner,loser
Ghana,Tunisia,4,1,Friendly,Ghana,27,1,1980,3,-3,5,1496,0,1,Ghana,Tunisia,0,3,0.14702,0.27021,9,winner,loser
Saudi Arabia,South Korea,1,3,Friendly,Saudi Arabia,30,1,1980,-2,2,4,1497,1,0,Saudi_Arabia,South_Korea,0,2,0.51695,0.36063,9,loser,winner
Saudi Arabia,South Korea,0,0,Friendly,Saudi Arabia,1,2,1980,0,0,0,1498,1,0,Saudi_Arabia,South_Korea,0,0,0.07736,0.57491,9,draw,draw
Morocco,Poland,1,0,Friendly,Morocco,17,2,1980,1,-1,1,1499,0,0,Morocco,Poland,0,1,0.39214,0.40075,9,winner,loser
Morocco,Senegal,3,2,Friendly,Morocco,25,2,1980,1,-1,5,1500,0,0,Morocco,Senegal,0,1,0.01006,0.06414,9,winner,loser
Mexico,South Korea,0,1,Friendly,United States,26,2,1980,-1,1,1,1501,1,0,Mexico,South_Korea,0,1,0.14079,0.60039,9,loser,winner
Morocco,Tunisia,0,0,Friendly,Morocco,27,2,1980,0,0,0,1502,0,1,Morocco,Tunisia,0,0,0.4656,0.39295,9,draw,draw
Ghana,Morocco,0,1,African Cup of Nations,Nigeria,16,3,1980,-1,1,1,1503,0,0,Ghana,Morocco,0,1,0.2967,0.92507,9,loser,winner
Belgium,Uruguay,2,0,Friendly,Belgium,18,3,1980,2,-2,2,1504,1,1,Belgium,Uruguay,0,2,0.23294,0.69454,9,winner,loser
France,Netherlands,0,0,Friendly,France,26,3,1980,0,0,0,1505,0,1,France,Netherlands,0,0,0.26302,0.61589,9,draw,draw
Spain,England,0,2,Friendly,Spain,26,3,1980,-2,2,2,1506,1,1,Spain,England,0,2,0.92774,0.55499,9,loser,winner
Belgium,Poland,2,1,Friendly,Belgium,2,4,1980,1,-1,3,1507,1,0,Belgium,Poland,0,1,0.99403,0.48212,9,winner,loser
Senegal,Tunisia,0,2,Friendly,Senegal,5,4,1980,-2,2,2,1508,0,1,Senegal,Tunisia,0,2,0.98774,0.1703,9,loser,winner
England,Argentina,3,1,Friendly,England,13,5,1980,2,-2,4,1509,1,1,England,Argentina,0,2,0.93377,0.84345,9,winner,loser
Germany,Poland,3,1,Friendly,Germany,13,5,1980,2,-2,4,1510,1,0,Germany,Poland,0,2,0.96327,0.87369,9,winner,loser
Wales,England,4,1,British Championship,Wales,17,5,1980,3,-3,5,1511,0,1,Wales,England,0,3,0.36811,0.46645,9,winner,loser
Denmark,Spain,2,2,Friendly,Denmark,21,5,1980,0,0,4,1512,1,1,Denmark,Spain,0,0,0.21905,0.60675,9,draw,draw
Australia,England,1,2,Friendly,Australia,31,5,1980,-1,1,3,1513,0,1,Australia,England,0,1,0.08701,0.64515,9,loser,winner
Brazil,Mexico,2,0,Friendly,Brazil,8,6,1980,2,-2,2,1514,0,1,Brazil,Mexico,0,2,0.05834,0.1372,9,winner,loser
