home_team,away_team,home_score,away_score,tournament,country,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
Poland,Belgium,0,1,Friendly,Poland,17,4,1984,-1,1,1,1677,0,1,Poland,Belgium,4,1,0.1187,0.91944,9,loser,winner
France,Germany,1,0,Friendly,France,18,4,1984,1,-1,1,1678,0,1,France,Germany,4,1,0.86979,0.30231,9,winner,loser
Wales,England,1,0,British Championship,Wales,2,5,1984,1,-1,1,1679,0,1,Wales,England,4,1,0.85863,0.72236,9,winner,loser
Switzerland,Spain,0,4,Friendly,Switzerland,26,5,1984,-4,4,4,1680,0,1,Switzerland,Spain,4,4,0.25808,0.09623,9,loser,winner
Brazil,England,0,2,Friendly,Brazil,10,6,1984,-2,2,2,1681,0,1,Brazil,England,4,2,0.96518,0.60812,9,loser,winner
France,Denmark,1,0,UEFA Euro,France,12,6,1984,1,-1,1,1682,0,1,France,Denmark,4,1,0.60685,0.58891,9,winner,loser
Uruguay,England,2,0,Friendly,Uruguay,13,6,1984,2,-2,2,1683,1,1,Uruguay,England,4,2,0.29253,0.92762,9,winner,loser
Germany,Portugal,0,0,UEFA Euro,France,14,6,1984,0,0,0,1684,1,1,Germany,Portugal,4,0,0.79097,0.7286,9,draw,draw
France,Belgium,5,0,UEFA Euro,France,16,6,1984,5,-5,5,1685,0,1,France,Belgium,4,5,0.91964,0.76768,9,winner,loser
Brazil,Argentina,0,0,Friendly,Brazil,17,6,1984,0,0,0,1686,0,1,Brazil,Argentina,4,0,0.6489,0.42583,9,draw,draw
Portugal,Spain,1,1,UEFA Euro,France,17,6,1984,0,0,2,1687,1,1,Portugal,Spain,4,0,0.87493,0.40812,9,draw,draw
Denmark,Belgium,3,2,UEFA Euro,France,19,6,1984,1,-1,5,1688,1,1,Denmark,Belgium,4,1,0.33542,0.5243,9,winner,loser
Germany,Spain,0,1,UEFA Euro,France,20,6,1984,-1,1,1,1689,1,1,Germany,Spain,4,1,0.42205,0.52134,9,loser,winner
Brazil,Uruguay,1,0,Friendly,Brazil,21,6,1984,1,-1,1,1690,0,1,Brazil,Uruguay,4,1,0.49616,0.35083,9,winner,loser
France,Portugal,3,2,UEFA Euro,France,23,6,1984,1,-1,5,1691,0,1,France,Portugal,4,1,0.06142,0.58651,9,winner,loser
Morocco,Senegal,2,1,Friendly,Morocco,23,6,1984,1,-1,3,1692,0,0,Morocco,Senegal,4,1,0.65104,0.40664,9,winner,loser
Denmark,Spain,1,1,UEFA Euro,France,24,6,1984,0,0,2,1693,1,1,Denmark,Spain,4,0,0.11164,0.69124,9,draw,draw
France,Spain,2,0,UEFA Euro,France,27,6,1984,2,-2,2,1694,0,1,France,Spain,4,2,0.90999,0.31612,9,winner,loser
Uruguay,Argentina,1,0,Friendly,Uruguay,18,7,1984,1,-1,1,1695,1,1,Uruguay,Argentina,4,1,0.94989,0.86176,9,winner,loser
Argentina,Uruguay,0,0,Friendly,Argentina,2,8,1984,0,0,0,1696,1,1,Argentina,Uruguay,4,0,0.64104,0.1709,9,draw,draw
Switzerland,Argentina,0,2,Friendly,Switzerland,1,9,1984,-2,2,2,1697,0,1,Switzerland,Argentina,4,2,0.89025,0.47624,9,loser,winner
Belgium,Argentina,0,2,Friendly,Belgium,5,9,1984,-2,2,2,1698,1,1,Belgium,Argentina,4,2,0.92831,0.47525,9,loser,winner
Germany,Argentina,1,3,Friendly,Germany,12,9,1984,-2,2,4,1699,1,1,Germany,Argentina,4,2,0.62839,0.3017,9,loser,winner
Mexico,Argentina,1,1,Friendly,Mexico,18,9,1984,0,0,2,1700,1,1,Mexico,Argentina,4,0,0.27157,0.42092,9,draw,draw
South Korea,Japan,1,2,Friendly,South Korea,30,9,1984,-1,1,3,1701,0,0,South_Korea,Japan,4,1,0.6014,0.72527,9,loser,winner
South Korea,Cameroon,5,0,Friendly,South Korea,4,10,1984,5,-5,5,1702,0,1,South_Korea,Cameroon,4,5,0.29789,0.19697,9,winner,loser
Mexico,United States,2,1,Friendly,Mexico,17,10,1984,1,-1,3,1703,1,0,Mexico,United_States,4,1,0.95777,0.88735,9,winner,loser
Spain,Wales,3,0,FIFA World Cup qualification,Spain,17,10,1984,3,-3,3,1704,1,0,Spain,Wales,4,3,0.67112,0.50555,9,winner,loser
Switzerland,Denmark,1,0,FIFA World Cup qualification,Switzerland,17,10,1984,1,-1,1,1705,0,1,Switzerland,Denmark,4,1,0.28189,0.75258,9,winner,loser
Tunisia,Canada,2,0,Friendly,Tunisia,21,10,1984,2,-2,2,1706,1,0,Tunisia,Canada,4,2,0.54103,0.72895,9,winner,loser
Morocco,Canada,3,2,Friendly,Morocco,24,10,1984,1,-1,5,1707,0,0,Morocco,Canada,4,1,0.49765,0.94805,9,winner,loser
Argentina,Mexico,1,1,Friendly,Argentina,25,10,1984,0,0,2,1708,1,1,Argentina,Mexico,4,0,0.1738,0.035,9,draw,draw
Uruguay,Mexico,1,1,Friendly,Uruguay,31,10,1984,0,0,2,1709,1,1,Uruguay,Mexico,4,0,0.75516,0.16271,9,draw,draw
United States,Ecuador,0,0,Friendly,United States,30,11,1984,0,0,0,1710,0,0,United_States,Ecuador,4,0,0.3998,0.65067,9,draw,draw
Saudi Arabia,South Korea,1,1,AFC Asian Cup,Singapore,2,12,1984,0,0,2,1711,1,0,Saudi_Arabia,South_Korea,4,0,0.77512,0.03257,9,draw,draw
United States,Ecuador,2,2,Friendly,United States,2,12,1984,0,0,4,1712,0,0,United_States,Ecuador,4,0,0.57532,0.70454,9,draw,draw
Mexico,Ecuador,3,2,Friendly,United States,4,12,1984,1,-1,5,1713,1,0,Mexico,Ecuador,4,1,0.57051,0.51875,9,winner,loser
Qatar,Saudi Arabia,1,1,AFC Asian Cup,Singapore,8,12,1984,0,0,2,1714,0,1,Qatar,Saudi_Arabia,4,0,0.77797,0.96834,9,draw,draw
South Korea,Qatar,0,1,AFC Asian Cup,Singapore,10,12,1984,-1,1,1,1715,0,0,South_Korea,Qatar,4,1,0.04496,0.08842,9,loser,winner
Saudi Arabia,Iran,1,1,AFC Asian Cup,Singapore,13,12,1984,0,0,2,1716,1,1,Saudi_Arabia,Iran,4,0,0.96067,0.0764,9,draw,draw
Ghana,Tunisia,0,2,Friendly,Ivory Coast,1,1,1985,-2,2,2,1717,0,1,Ghana,Tunisia,5,2,0.60104,0.69635,9,loser,winner
Mexico,Poland,5,0,Friendly,Mexico,5,2,1985,5,-5,5,1718,1,0,Mexico,Poland,5,5,0.03439,0.89798,9,winner,loser
Mexico,Switzerland,1,2,Friendly,Mexico,6,2,1985,-1,1,3,1719,1,0,Mexico,Switzerland,5,1,0.81264,0.49626,9,loser,winner
United States,Switzerland,1,1,Friendly,United States,8,2,1985,0,0,2,1720,0,0,United_States,Switzerland,5,0,0.12173,0.98599,9,draw,draw
Portugal,Germany,1,2,FIFA World Cup qualification,Portugal,24,2,1985,-1,1,3,1721,1,1,Portugal,Germany,5,1,0.94416,0.39822,9,loser,winner
Uruguay,Ecuador,2,1,FIFA World Cup qualification,Uruguay,10,3,1985,1,-1,3,1722,1,0,Uruguay,Ecuador,5,1,0.75828,0.91725,9,winner,loser
Costa Rica,Canada,1,0,Friendly,Costa Rica,21,3,1985,1,-1,1,1723,1,0,Costa_Rica,Canada,5,1,0.09453,0.94921,9,winner,loser
Costa Rica,Canada,0,0,Friendly,Costa Rica,24,3,1985,0,0,0,1724,1,0,Costa_Rica,Canada,5,0,0.76134,0.49523,9,draw,draw
Ecuador,Uruguay,0,2,FIFA World Cup qualification,Ecuador,31,3,1985,-2,2,2,1725,0,1,Ecuador,Uruguay,5,2,0.9778,0.78402,9,loser,winner
Canada,United States,2,0,Friendly,Canada,2,4,1985,2,-2,2,1726,0,0,Canada,United_States,5,2,0.62807,0.6059,9,winner,loser
United States,Canada,1,1,Friendly,United States,4,4,1985,0,0,2,1727,0,0,United_States,Canada,5,0,0.41176,0.10326,9,draw,draw
Wales,Spain,3,0,FIFA World Cup qualification,Wales,30,4,1985,3,-3,3,1728,0,1,Wales,Spain,5,3,0.78204,0.34681,9,winner,loser
Belgium,Poland,2,0,FIFA World Cup qualification,Belgium,1,5,1985,2,-2,2,1729,1,0,Belgium,Poland,5,2,0.02164,0.02771,9,winner,loser
Brazil,Uruguay,2,0,Friendly,Brazil,2,5,1985,2,-2,2,1730,0,1,Brazil,Uruguay,5,2,0.02961,0.7639,9,winner,loser
Brazil,Argentina,2,1,Friendly,Brazil,5,5,1985,1,-1,3,1731,0,1,Brazil,Argentina,5,1,0.13001,0.90196,9,winner,loser
Costa Rica,United States,1,1,CONCACAF Championship,Costa Rica,26,5,1985,0,0,2,1732,1,0,Costa_Rica,United_States,5,0,0.2818,0.16105,9,draw,draw
Japan,Uruguay,1,4,Kirin Cup,Japan,26,5,1985,-3,3,5,1733,0,1,Japan,Uruguay,5,3,0.41592,0.69324,9,loser,winner
United States,Costa Rica,0,1,CONCACAF Championship,United States,31,5,1985,-1,1,1,1734,0,1,United_States,Costa_Rica,5,1,0.07087,0.0971,9,loser,winner
Canada,Ghana,2,1,Korea Cup,South Korea,2,6,1985,1,-1,3,1735,0,0,Canada,Ghana,5,1,0.12306,0.54403,9,winner,loser
Mexico,England,1,0,Friendly,Mexico,9,6,1985,1,-1,1,1736,1,1,Mexico,England,5,1,0.80585,0.78194,9,winner,loser
England,Germany,3,0,Friendly,Mexico,12,6,1985,3,-3,3,1737,1,1,England,Germany,5,3,0.12195,0.99602,9,winner,loser
Mexico,Germany,2,0,Friendly,Mexico,15,6,1985,2,-2,2,1738,1,1,Mexico,Germany,5,2,0.24946,0.58309,9,winner,loser
United States,England,0,5,Friendly,United States,16,6,1985,-5,5,5,1739,0,1,United_States,England,5,5,0.62844,0.0018,9,loser,winner
Saudi Arabia,Qatar,1,0,Arab Cup,Saudi Arabia,7,7,1985,1,-1,1,1740,1,0,Saudi_Arabia,Qatar,5,1,0.68041,0.55343,9,winner,loser
Saudi Arabia,Qatar,0,0,Arab Cup,Saudi Arabia,12,7,1985,0,0,0,1741,1,0,Saudi_Arabia,Qatar,5,0,0.88994,0.50866,9,draw,draw
Tunisia,Saudi Arabia,1,0,Friendly,Tunisia,28,7,1985,1,-1,1,1742,1,1,Tunisia,Saudi_Arabia,5,1,0.32368,0.72241,9,winner,loser
Canada,Costa Rica,1,1,CONCACAF Championship,Canada,17,8,1985,0,0,2,1743,0,1,Canada,Costa_Rica,5,0,0.54485,0.10767,9,draw,draw
France,Uruguay,2,0,CONMEBOL-UEFA Cup of Champions,France,21,8,1985,2,-2,2,1744,0,1,France,Uruguay,5,2,0.88881,0.70928,9,winner,loser
Costa Rica,Canada,0,0,CONCACAF Championship,Costa Rica,1,9,1985,0,0,0,1745,1,0,Costa_Rica,Canada,5,0,0.75541,0.12855,9,draw,draw
Poland,Belgium,0,0,FIFA World Cup qualification,Poland,11,9,1985,0,0,0,1746,0,1,Poland,Belgium,5,0,0.66167,0.1323,9,draw,draw
Cameroon,Saudi Arabia,4,1,Friendly,Cameroon,15,9,1985,3,-3,5,1747,1,1,Cameroon,Saudi_Arabia,5,3,0.97306,0.78936,9,winner,loser
Saudi Arabia,Cameroon,2,1,Friendly,Saudi Arabia,4,10,1985,1,-1,3,1748,1,1,Saudi_Arabia,Cameroon,5,1,0.36577,0.68907,9,winner,loser
Denmark,Switzerland,0,0,FIFA World Cup qualification,Denmark,9,10,1985,0,0,0,1749,1,0,Denmark,Switzerland,5,0,0.48648,0.48802,9,draw,draw
Belgium,Netherlands,1,0,FIFA World Cup qualification,Belgium,16,10,1985,1,-1,1,1750,1,1,Belgium,Netherlands,5,1,0.19211,0.61314,9,winner,loser
Germany,Portugal,0,1,FIFA World Cup qualification,Germany,16,10,1985,-1,1,1,1751,1,1,Germany,Portugal,5,1,0.59907,0.8509,9,loser,winner
Japan,South Korea,1,2,FIFA World Cup qualification,Japan,26,10,1985,-1,1,3,1752,0,0,Japan,South_Korea,5,1,0.98647,0.41271,9,loser,winner
South Korea,Japan,1,0,FIFA World Cup qualification,South Korea,3,11,1985,1,-1,1,1753,0,0,South_Korea,Japan,5,1,0.91871,0.18694,9,winner,loser
Mexico,Argentina,1,1,Friendly,United States,14,11,1985,0,0,2,1754,1,1,Mexico,Argentina,5,0,0.75785,0.3148,9,draw,draw
Mexico,Argentina,1,1,Friendly,Mexico,17,11,1985,0,0,2,1755,1,1,Mexico,Argentina,5,0,0.33116,0.92421,9,draw,draw
Netherlands,Belgium,2,1,FIFA World Cup qualification,Netherlands,20,11,1985,1,-1,3,1756,1,1,Netherlands,Belgium,5,1,0.40833,0.0121,9,winner,loser
Mexico,South Korea,2,1,Friendly,United States,3,12,1985,1,-1,3,1757,1,0,Mexico,South_Korea,5,1,0.20381,0.02011,9,winner,loser
Tunisia,Poland,1,0,Friendly,Tunisia,8,12,1985,1,-1,1,1758,1,0,Tunisia,Poland,5,1,0.28185,0.63273,9,winner,loser
Mexico,South Korea,2,1,Friendly,Mexico,10,12,1985,1,-1,3,1759,1,0,Mexico,South_Korea,5,1,0.35515,0.3244,9,winner,loser
Qatar,Tunisia,2,1,Friendly,Qatar,24,1,1986,1,-1,3,1760,0,1,Qatar,Tunisia,6,1,0.00694,0.76324,9,winner,loser
Canada,Uruguay,1,3,Friendly,United States,2,2,1986,-2,2,4,1761,0,1,Canada,Uruguay,6,2,0.52528,0.98434,9,loser,winner
United States,Canada,0,0,Friendly,United States,5,2,1986,0,0,0,1762,0,0,United_States,Canada,6,0,0.45129,0.40602,9,draw,draw
United States,Uruguay,1,1,Friendly,United States,7,2,1986,0,0,2,1763,0,1,United_States,Uruguay,6,0,0.21576,0.05853,9,draw,draw
Uruguay,Poland,2,2,Friendly,Uruguay,16,2,1986,0,0,4,1764,1,0,Uruguay,Poland,6,0,0.94548,0.2432,9,draw,draw
Spain,Belgium,3,0,Friendly,Spain,19,2,1986,3,-3,3,1765,1,1,Spain,Belgium,6,3,0.86712,0.35991,9,winner,loser
Iran,Ghana,2,0,Friendly,Iran,20,2,1986,2,-2,2,1766,1,0,Iran,Ghana,6,2,0.57612,0.48703,9,winner,loser
Saudi Arabia,Wales,1,2,Friendly,Saudi Arabia,25,2,1986,-1,1,3,1767,1,0,Saudi_Arabia,Wales,6,1,0.39901,0.65176,9,loser,winner
Tunisia,Cameroon,1,1,Friendly,Tunisia,26,2,1986,0,0,2,1768,1,1,Tunisia,Cameroon,6,0,0.60505,0.97638,9,draw,draw
Mexico,Denmark,1,1,Friendly,United States,6,3,1986,0,0,2,1769,1,1,Mexico,Denmark,6,0,0.057,0.8965,9,draw,draw
Cameroon,Morocco,1,1,African Cup of Nations,Egypt,11,3,1986,0,0,2,1770,1,0,Cameroon,Morocco,6,0,0.17082,0.66054,9,draw,draw
Germany,Brazil,2,0,Friendly,Germany,12,3,1986,2,-2,2,1771,1,0,Germany,Brazil,6,2,0.62803,0.5441,9,winner,loser
France,Argentina,2,0,Friendly,France,26,3,1986,2,-2,2,1772,0,1,France,Argentina,6,2,0.68141,0.82232,9,winner,loser
Spain,Poland,3,0,Friendly,Spain,26,3,1986,3,-3,3,1773,1,0,Spain,Poland,6,3,0.54079,0.73313,9,winner,loser
Qatar,Saudi Arabia,0,2,Gulf Cup,Bahrain,5,4,1986,-2,2,2,1774,0,1,Qatar,Saudi_Arabia,6,2,0.62979,0.83628,9,loser,winner
Switzerland,Germany,0,1,Friendly,Switzerland,9,4,1986,-1,1,1,1775,0,1,Switzerland,Germany,6,1,0.12511,0.19504,9,loser,winner
Mexico,Uruguay,1,0,Friendly,United States,13,4,1986,1,-1,1,1776,1,1,Mexico,Uruguay,6,1,0.2589,0.38968,9,winner,loser
Wales,Uruguay,0,0,Friendly,Wales,21,4,1986,0,0,0,1777,0,1,Wales,Uruguay,6,0,0.39247,0.41351,9,draw,draw
Mexico,Canada,3,0,Friendly,Mexico,27,4,1986,3,-3,3,1778,1,0,Mexico,Canada,6,3,0.82612,0.09088,9,winner,loser
Canada,Wales,2,0,Friendly,Canada,10,5,1986,2,-2,2,1779,0,0,Canada,Wales,6,2,0.0742,0.73186,9,winner,loser
Germany,Netherlands,3,1,Friendly,Germany,14,5,1986,2,-2,4,1780,1,1,Germany,Netherlands,6,2,0.44302,0.48214,9,winner,loser
Denmark,Poland,1,0,Friendly,Denmark,16,5,1986,1,-1,1,1781,1,0,Denmark,Poland,6,1,0.35473,0.63112,9,winner,loser
Mexico,England,0,3,Friendly,United States,17,5,1986,-3,3,3,1782,1,1,Mexico,England,6,3,0.33685,0.68754,9,loser,winner
Canada,Wales,0,3,Friendly,Canada,19,5,1986,-3,3,3,1783,0,0,Canada,Wales,6,3,0.25546,0.01747,9,loser,winner
Canada,England,0,1,Friendly,Canada,24,5,1986,-1,1,1,1784,0,1,Canada,England,6,1,0.76194,0.19841,9,loser,winner
Canada,France,0,1,FIFA World Cup,Mexico,1,6,1986,-1,1,1,1785,0,0,Canada,France,6,1,0.55967,0.25978,9,loser,winner
Spain,Brazil,0,1,FIFA World Cup,Mexico,1,6,1986,-1,1,1,1786,1,0,Spain,Brazil,6,1,0.59656,0.1174,9,loser,winner
Argentina,South Korea,3,1,FIFA World Cup,Mexico,2,6,1986,2,-2,4,1787,1,0,Argentina,South_Korea,6,2,0.09312,0.9841,9,winner,loser
Morocco,Poland,0,0,FIFA World Cup,Mexico,2,6,1986,0,0,0,1788,0,0,Morocco,Poland,6,0,0.66289,0.03544,9,draw,draw
Mexico,Belgium,2,1,FIFA World Cup,Mexico,3,6,1986,1,-1,3,1789,1,1,Mexico,Belgium,6,1,0.04758,0.11771,9,winner,loser
Portugal,England,1,0,FIFA World Cup,Mexico,3,6,1986,1,-1,1,1790,1,1,Portugal,England,6,1,0.70049,0.45575,9,winner,loser
Uruguay,Germany,1,1,FIFA World Cup,Mexico,4,6,1986,0,0,2,1791,1,1,Uruguay,Germany,6,0,0.90179,0.87448,9,draw,draw
England,Morocco,0,0,FIFA World Cup,Mexico,6,6,1986,0,0,0,1792,1,0,England,Morocco,6,0,0.77135,0.19563,9,draw,draw
Poland,Portugal,1,0,FIFA World Cup,Mexico,7,6,1986,1,-1,1,1793,0,1,Poland,Portugal,6,1,0.40745,0.53913,9,winner,loser
Denmark,Uruguay,6,1,FIFA World Cup,Mexico,8,6,1986,5,-5,7,1794,1,1,Denmark,Uruguay,6,5,0.19461,0.53935,9,winner,loser
England,Poland,3,0,FIFA World Cup,Mexico,11,6,1986,3,-3,3,1795,1,0,England,Poland,6,3,0.78831,0.39314,9,winner,loser
Portugal,Morocco,1,3,FIFA World Cup,Mexico,11,6,1986,-2,2,4,1796,1,0,Portugal,Morocco,6,2,0.93917,0.21401,9,loser,winner
Denmark,Germany,2,0,FIFA World Cup,Mexico,13,6,1986,2,-2,2,1797,1,1,Denmark,Germany,6,2,0.36514,0.77975,9,winner,loser
Argentina,Uruguay,1,0,FIFA World Cup,Mexico,16,6,1986,1,-1,1,1798,1,1,Argentina,Uruguay,6,1,0.05385,0.7195,9,winner,loser
Brazil,Poland,4,0,FIFA World Cup,Mexico,16,6,1986,4,-4,4,1799,0,0,Brazil,Poland,6,4,0.46391,0.4565,9,winner,loser
Morocco,Germany,0,1,FIFA World Cup,Mexico,17,6,1986,-1,1,1,1800,0,1,Morocco,Germany,6,1,0.01279,0.88616,9,loser,winner
Denmark,Spain,1,5,FIFA World Cup,Mexico,18,6,1986,-4,4,6,1801,1,1,Denmark,Spain,6,4,0.85582,0.73168,9,loser,winner
Brazil,France,1,1,FIFA World Cup,Mexico,21,6,1986,0,0,2,1802,0,0,Brazil,France,6,0,0.68057,0.07639,9,draw,draw
Mexico,Germany,0,0,FIFA World Cup,Mexico,21,6,1986,0,0,0,1803,1,1,Mexico,Germany,6,0,0.16643,0.03991,9,draw,draw
Argentina,England,2,1,FIFA World Cup,Mexico,22,6,1986,1,-1,3,1804,1,1,Argentina,England,6,1,0.24582,0.66961,9,winner,loser
Spain,Belgium,1,1,FIFA World Cup,Mexico,22,6,1986,0,0,2,1805,1,1,Spain,Belgium,6,0,0.91321,0.84721,9,draw,draw
Argentina,Belgium,2,0,FIFA World Cup,Mexico,25,6,1986,2,-2,2,1806,1,1,Argentina,Belgium,6,2,0.70072,0.47983,9,winner,loser
France,Germany,0,2,FIFA World Cup,Mexico,25,6,1986,-2,2,2,1807,0,1,France,Germany,6,2,0.29757,0.16248,9,loser,winner
France,Belgium,4,2,FIFA World Cup,Mexico,28,6,1986,2,-2,6,1808,0,1,France,Belgium,6,2,0.79018,0.35638,9,winner,loser
Argentina,Germany,3,2,FIFA World Cup,Mexico,29,6,1986,1,-1,5,1809,1,1,Argentina,Germany,6,1,0.40764,0.04224,9,winner,loser
Switzerland,France,2,0,Friendly,Switzerland,19,8,1986,2,-2,2,1810,0,0,Switzerland,France,6,2,0.96598,0.21475,9,winner,loser
Denmark,Germany,0,2,Friendly,Denmark,24,9,1986,-2,2,2,1811,1,1,Denmark,Germany,6,2,0.39027,0.45224,9,loser,winner
Germany,Spain,2,2,Friendly,Germany,15,10,1986,0,0,4,1812,1,1,Germany,Spain,6,0,0.05933,0.08106,9,draw,draw
Switzerland,Portugal,1,1,UEFA Euro qualification,Switzerland,29,10,1986,0,0,2,1813,0,1,Switzerland,Portugal,6,0,0.67357,0.37232,9,draw,draw
Netherlands,Poland,0,0,UEFA Euro qualification,Netherlands,19,11,1986,0,0,0,1814,1,0,Netherlands,Poland,6,0,0.3729,0.89786,9,draw,draw
Spain,Netherlands,1,1,Friendly,Spain,21,1,1987,0,0,2,1815,1,1,Spain,Netherlands,7,0,0.73184,0.39812,9,draw,draw
Portugal,Belgium,1,0,Friendly,Portugal,4,2,1987,1,-1,1,1816,1,1,Portugal,Belgium,7,1,0.1637,0.39714,9,winner,loser
Spain,England,2,4,Friendly,Spain,18,2,1987,-2,2,6,1817,1,1,Spain,England,7,2,0.8487,0.17812,9,loser,winner
England,Brazil,1,1,Rous Cup,England,19,5,1987,0,0,2,1818,1,0,England,Brazil,7,0,0.74207,0.01359,9,draw,draw
Japan,Senegal,2,2,Kirin Cup,Japan,27,5,1987,0,0,4,1819,0,0,Japan,Senegal,7,0,0.07305,0.50996,9,draw,draw
Australia,Morocco,1,0,Korea Cup,South Korea,9,6,1987,1,-1,1,1820,0,0,Australia,Morocco,7,1,0.33381,0.71314,9,winner,loser
South Korea,United States,1,0,Korea Cup,South Korea,12,6,1987,1,-1,1,1821,0,0,South_Korea,United_States,7,1,0.43292,0.35206,9,winner,loser
Uruguay,Ecuador,2,1,Friendly,Uruguay,19,6,1987,1,-1,3,1822,1,0,Uruguay,Ecuador,7,1,0.13295,0.88267,9,winner,loser
Brazil,Ecuador,4,1,Friendly,Brazil,21,6,1987,3,-3,5,1823,0,0,Brazil,Ecuador,7,3,0.851,0.17335,9,winner,loser
South Korea,Australia,1,1,Korea Cup,South Korea,21,6,1987,0,0,2,1824,0,0,South_Korea,Australia,7,0,0.13706,0.27642,9,draw,draw
Argentina,Ecuador,3,0,Copa America,Argentina,2,7,1987,3,-3,3,1825,1,0,Argentina,Ecuador,7,3,0.523,0.11132,9,winner,loser
Argentina,Uruguay,0,1,Copa America,Argentina,9,7,1987,-1,1,1,1826,1,1,Argentina,Uruguay,7,1,0.15202,0.76807,9,loser,winner
Germany,France,2,1,Friendly,Germany,12,8,1987,1,-1,3,1827,1,0,Germany,France,7,1,0.01074,0.90193,9,winner,loser
Germany,England,3,1,Friendly,Germany,9,9,1987,2,-2,4,1828,1,1,Germany,England,7,2,0.36625,0.01438,9,winner,loser
Netherlands,Belgium,0,0,Friendly,Netherlands,9,9,1987,0,0,0,1829,1,1,Netherlands,Belgium,7,0,0.93714,0.77345,9,draw,draw
Wales,Denmark,1,0,UEFA Euro qualification,Wales,9,9,1987,1,-1,1,1830,0,1,Wales,Denmark,7,1,0.97389,0.50968,9,winner,loser
Germany,Denmark,1,0,Friendly,Germany,23,9,1987,1,-1,1,1831,1,1,Germany,Denmark,7,1,0.59843,0.73742,9,winner,loser
Mexico,Canada,4,0,Friendly,Mexico,6,10,1987,4,-4,4,1832,1,0,Mexico,Canada,7,4,0.28777,0.70462,9,winner,loser
Denmark,Wales,1,0,UEFA Euro qualification,Denmark,14,10,1987,1,-1,1,1833,1,0,Denmark,Wales,7,1,0.11257,0.57816,9,winner,loser
Poland,Netherlands,0,2,UEFA Euro qualification,Poland,14,10,1987,-2,2,2,1834,0,1,Poland,Netherlands,7,2,0.28168,0.76583,9,loser,winner
Portugal,Switzerland,0,0,UEFA Euro qualification,Portugal,11,11,1987,0,0,0,1835,1,0,Portugal,Switzerland,7,0,0.84432,0.9559,9,draw,draw
Brazil,Germany,1,1,Friendly,Brazil,12,12,1987,0,0,2,1836,0,1,Brazil,Germany,7,0,0.49642,0.90163,9,draw,draw
Argentina,Germany,1,0,Friendly,Argentina,16,12,1987,1,-1,1,1837,1,1,Argentina,Germany,7,1,0.74973,0.43515,9,winner,loser
France,Switzerland,2,1,Tournoi de France,France,2,2,1988,1,-1,3,1838,0,0,France,Switzerland,8,1,0.33168,0.3035,9,winner,loser
France,Morocco,2,1,Tournoi de France,Monaco,5,2,1988,1,-1,3,1839,0,0,France,Morocco,8,1,0.15234,0.48179,9,winner,loser
Saudi Arabia,Qatar,0,0,Gulf Cup,Saudi Arabia,5,3,1988,0,0,0,1840,1,0,Saudi_Arabia,Qatar,8,0,0.07859,0.99615,9,draw,draw
England,Netherlands,2,2,Friendly,England,23,3,1988,0,0,4,1841,1,1,England,Netherlands,8,0,0.27875,0.6266,9,draw,draw
France,Spain,2,1,Friendly,France,23,3,1988,1,-1,3,1842,0,1,France,Spain,8,1,0.87661,0.33281,9,winner,loser
Morocco,Cameroon,0,1,African Cup of Nations,Morocco,23,3,1988,-1,1,1,1843,0,1,Morocco,Cameroon,8,1,0.85278,0.32649,9,loser,winner
Germany,Argentina,1,0,Friendly,Germany,2,4,1988,1,-1,1,1844,1,1,Germany,Argentina,8,1,0.1642,0.21524,9,winner,loser
Germany,Switzerland,1,0,Friendly,Germany,27,4,1988,1,-1,1,1845,1,0,Germany,Switzerland,8,1,0.4797,0.76389,9,winner,loser
Switzerland,England,0,1,Friendly,Switzerland,28,5,1988,-1,1,1,1846,0,1,Switzerland,England,8,1,0.17571,0.92148,9,loser,winner
Denmark,Belgium,3,1,Friendly,Denmark,5,6,1988,2,-2,4,1847,1,1,Denmark,Belgium,8,2,0.96651,0.70457,9,winner,loser
Switzerland,Spain,1,1,Friendly,Switzerland,5,6,1988,0,0,2,1848,0,1,Switzerland,Spain,8,0,0.87146,0.7622,9,draw,draw
United States,Ecuador,0,1,Friendly,United States,7,6,1988,-1,1,1,1849,0,0,United_States,Ecuador,8,1,0.72281,0.61767,9,loser,winner
United States,Ecuador,0,2,Friendly,United States,10,6,1988,-2,2,2,1850,0,0,United_States,Ecuador,8,2,0.33589,0.88299,9,loser,winner
Denmark,Spain,2,3,UEFA Euro,Germany,11,6,1988,-1,1,5,1851,1,1,Denmark,Spain,8,1,0.8863,0.08384,9,loser,winner
United States,Ecuador,0,0,Friendly,United States,12,6,1988,0,0,0,1852,0,0,United_States,Ecuador,8,0,0.12117,0.7364,9,draw,draw
Germany,Denmark,2,0,UEFA Euro,Germany,14,6,1988,2,-2,2,1853,1,1,Germany,Denmark,8,2,0.69838,0.74979,9,winner,loser
United States,Costa Rica,1,0,Friendly,United States,14,6,1988,1,-1,1,1854,0,1,United_States,Costa_Rica,8,1,0.37858,0.67575,9,winner,loser
England,Netherlands,1,3,UEFA Euro,Germany,15,6,1988,-2,2,4,1855,1,1,England,Netherlands,8,2,0.38666,0.28827,9,loser,winner
