serial,year,year_n,month,day,decade,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament_ar,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team_ar,home_team_txt,away_team_ar,away_team_txt,size,team_a_ar,team_a_txt,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
1894,1989,9,4,26,9,هولندا,home_team,1,1,0,0,2,0,تصفيات كأس العالم,هولندا,1,1,0.76808,0.42861,Netherlands,0.76808,draw,هولندا,Netherlands,ألمانيا,Germany,0,هولندا,Netherlands,ألمانيا,Germany,draw,draw,1,1,0,0,0.76808,0.42861
1894,1989,9,4,26,9,ألمانيا,away_team,1,1,0,0,2,0,تصفيات كأس العالم,هولندا,1,1,0.76808,0.42861,Germany,0.42861,draw,هولندا,Netherlands,ألمانيا,Germany,0,ألمانيا,Germany,هولندا,Netherlands,draw,draw,1,1,0,0,0.76808,0.42861
1895,1989,9,4,26,9,البرتغال,home_team,3,1,2,-2,4,2,تصفيات كأس العالم,البرتغال,1,0,0.28893,0.70608,Portugal,0.28893,winner,البرتغال,Portugal,سويسرا,Switzerland,2,البرتغال,Portugal,سويسرا,Switzerland,winner,loser,3,1,2,-2,0.28893,0.70608
1895,1989,9,4,26,9,سويسرا,away_team,3,1,2,-2,4,-2,تصفيات كأس العالم,البرتغال,1,0,0.28893,0.70608,Switzerland,0.70608,loser,البرتغال,Portugal,سويسرا,Switzerland,2,سويسرا,Switzerland,البرتغال,Portugal,loser,winner,1,3,-2,2,0.28893,0.70608
1896,1989,9,4,30,9,الولايات المتحدة,home_team,1,0,1,-1,1,1, بطولة الكونكاكاف,الولايات المتحدة,0,1,0.22491,0.01396,United_States,0.22491,winner,الولايات المتحدة,United_States,كوستا ريكا,Costa_Rica,1,الولايات المتحدة,United_States,كوستا ريكا,Costa_Rica,winner,loser,1,0,1,-1,0.22491,0.01396
1896,1989,9,4,30,9,كوستا ريكا,away_team,1,0,1,-1,1,-1, بطولة الكونكاكاف,الولايات المتحدة,0,1,0.22491,0.01396,Costa_Rica,0.01396,loser,الولايات المتحدة,United_States,كوستا ريكا,Costa_Rica,1,كوستا ريكا,Costa_Rica,الولايات المتحدة,United_States,loser,winner,0,1,-1,1,0.22491,0.01396
1897,1989,9,5,3,9,أوروغواي,home_team,3,1,2,-2,4,2,مباراة ودية,أوروغواي,1,0,0.00172,0.51762,Uruguay,0.00172,winner,أوروغواي,Uruguay,الاكوادور,Ecuador,2,أوروغواي,Uruguay,الاكوادور,Ecuador,winner,loser,3,1,2,-2,0.00172,0.51762
1897,1989,9,5,3,9,الاكوادور,away_team,3,1,2,-2,4,-2,مباراة ودية,أوروغواي,1,0,0.00172,0.51762,Ecuador,0.51762,loser,أوروغواي,Uruguay,الاكوادور,Ecuador,2,الاكوادور,Ecuador,أوروغواي,Uruguay,loser,winner,1,3,-2,2,0.00172,0.51762
1898,1989,9,5,5,9,كوريا الجنوبية,home_team,1,0,1,-1,1,1,مباراة ودية,كوريا الجنوبية,0,0,0.06261,0.18008,South_Korea,0.06261,winner,كوريا الجنوبية,South_Korea,اليابان,Japan,1,كوريا الجنوبية,South_Korea,اليابان,Japan,winner,loser,1,0,1,-1,0.06261,0.18008
1898,1989,9,5,5,9,اليابان,away_team,1,0,1,-1,1,-1,مباراة ودية,كوريا الجنوبية,0,0,0.06261,0.18008,Japan,0.18008,loser,كوريا الجنوبية,South_Korea,اليابان,Japan,1,اليابان,Japan,كوريا الجنوبية,South_Korea,loser,winner,0,1,-1,1,0.06261,0.18008
1899,1989,9,5,23,9,الاكوادور,home_team,1,1,0,0,2,0,مباراة ودية,الاكوادور,0,1,0.11253,0.62602,Ecuador,0.11253,draw,الاكوادور,Ecuador,أوروغواي,Uruguay,0,الاكوادور,Ecuador,أوروغواي,Uruguay,draw,draw,1,1,0,0,0.11253,0.62602
1899,1989,9,5,23,9,أوروغواي,away_team,1,1,0,0,2,0,مباراة ودية,الاكوادور,0,1,0.11253,0.62602,Uruguay,0.62602,draw,الاكوادور,Ecuador,أوروغواي,Uruguay,0,أوروغواي,Uruguay,الاكوادور,Ecuador,draw,draw,1,1,0,0,0.11253,0.62602
1900,1989,9,5,31,9,ويلز,home_team,0,0,0,0,0,0,تصفيات كأس العالم,ويلز,0,1,0.39076,0.69871,Wales,0.39076,draw,ويلز,Wales,ألمانيا,Germany,0,ويلز,Wales,ألمانيا,Germany,draw,draw,0,0,0,0,0.39076,0.69871
1900,1989,9,5,31,9,ألمانيا,away_team,0,0,0,0,0,0,تصفيات كأس العالم,ويلز,0,1,0.39076,0.69871,Germany,0.69871,draw,ويلز,Wales,ألمانيا,Germany,0,ألمانيا,Germany,ويلز,Wales,draw,draw,0,0,0,0,0.39076,0.69871
1901,1989,9,6,3,9,إنجلترا,home_team,3,0,3,-3,3,3,تصفيات كأس العالم,إنجلترا,1,0,0.13398,0.85684,England,0.13398,winner,إنجلترا,England,بولندا,Poland,3,إنجلترا,England,بولندا,Poland,winner,loser,3,0,3,-3,0.13398,0.85684
1901,1989,9,6,3,9,بولندا,away_team,3,0,3,-3,3,-3,تصفيات كأس العالم,إنجلترا,1,0,0.13398,0.85684,Poland,0.85684,loser,إنجلترا,England,بولندا,Poland,3,بولندا,Poland,إنجلترا,England,loser,winner,0,3,-3,3,0.13398,0.85684
1902,1989,9,6,7,9,الدنمارك,home_team,1,1,0,0,2,0,مباراة ودية,الدنمارك,1,1,0.81474,0.13929,Denmark,0.81474,draw,الدنمارك,Denmark,إنجلترا,England,0,الدنمارك,Denmark,إنجلترا,England,draw,draw,1,1,0,0,0.81474,0.13929
1902,1989,9,6,7,9,إنجلترا,away_team,1,1,0,0,2,0,مباراة ودية,الدنمارك,1,1,0.81474,0.13929,England,0.13929,draw,الدنمارك,Denmark,إنجلترا,England,0,إنجلترا,England,الدنمارك,Denmark,draw,draw,1,1,0,0,0.81474,0.13929
1903,1989,9,6,8,9,البرازيل,home_team,4,0,4,-4,4,4,مباراة ودية,البرازيل,0,1,0.80032,0.69101,Brazil,0.80032,winner,البرازيل,Brazil,البرتغال,Portugal,4,البرازيل,Brazil,البرتغال,Portugal,winner,loser,4,0,4,-4,0.80032,0.69101
1903,1989,9,6,8,9,البرتغال,away_team,4,0,4,-4,4,-4,مباراة ودية,البرازيل,0,1,0.80032,0.69101,Portugal,0.69101,loser,البرازيل,Brazil,البرتغال,Portugal,4,البرتغال,Portugal,البرازيل,Brazil,loser,winner,0,4,-4,4,0.80032,0.69101
1904,1989,9,6,8,9,كندا,home_team,0,2,-2,2,2,-2,مباراة ودية,كندا,0,1,0.71854,0.74604,Canada,0.71854,loser,كندا,Canada,بلجيكا,Belgium,2,كندا,Canada,بلجيكا,Belgium,loser,winner,0,2,-2,2,0.71854,0.74604
1904,1989,9,6,8,9,بلجيكا,away_team,0,2,-2,2,2,2,مباراة ودية,كندا,0,1,0.71854,0.74604,Belgium,0.74604,winner,كندا,Canada,بلجيكا,Belgium,2,بلجيكا,Belgium,كندا,Canada,winner,loser,2,0,2,-2,0.71854,0.74604
1905,1989,9,6,18,9,الدنمارك,home_team,4,0,4,-4,4,4,مباراة ودية,الدنمارك,1,0,0.30516,0.29638,Denmark,0.30516,winner,الدنمارك,Denmark,البرازيل,Brazil,4,الدنمارك,Denmark,البرازيل,Brazil,winner,loser,4,0,4,-4,0.30516,0.29638
1905,1989,9,6,18,9,البرازيل,away_team,4,0,4,-4,4,-4,مباراة ودية,الدنمارك,1,0,0.30516,0.29638,Brazil,0.29638,loser,الدنمارك,Denmark,البرازيل,Brazil,4,البرازيل,Brazil,الدنمارك,Denmark,loser,winner,0,4,-4,4,0.30516,0.29638
1906,1989,9,6,21,9,سويسرا,home_team,1,0,1,-1,1,1,مباراة ودية,سويسرا,0,0,0.26204,0.62314,Switzerland,0.26204,winner,سويسرا,Switzerland,البرازيل,Brazil,1,سويسرا,Switzerland,البرازيل,Brazil,winner,loser,1,0,1,-1,0.26204,0.62314
1906,1989,9,6,21,9,البرازيل,away_team,1,0,1,-1,1,-1,مباراة ودية,سويسرا,0,0,0.26204,0.62314,Brazil,0.62314,loser,سويسرا,Switzerland,البرازيل,Brazil,1,البرازيل,Brazil,سويسرا,Switzerland,loser,winner,0,1,-1,1,0.26204,0.62314
1907,1989,9,7,2,9,أوروغواي,home_team,0,1,-1,1,1,-1,كوبا أميركا,البرازيل,1,0,0.89994,0.37652,Uruguay,0.89994,loser,أوروغواي,Uruguay,الاكوادور,Ecuador,1,أوروغواي,Uruguay,الاكوادور,Ecuador,loser,winner,0,1,-1,1,0.89994,0.37652
1907,1989,9,7,2,9,الاكوادور,away_team,0,1,-1,1,1,1,كوبا أميركا,البرازيل,1,0,0.89994,0.37652,Ecuador,0.37652,winner,أوروغواي,Uruguay,الاكوادور,Ecuador,1,الاكوادور,Ecuador,أوروغواي,Uruguay,winner,loser,1,0,1,-1,0.89994,0.37652
1908,1989,9,7,4,9,الأرجنتين,home_team,0,0,0,0,0,0,كوبا أميركا,البرازيل,1,0,0.40961,0.80267,Argentina,0.40961,draw,الأرجنتين,Argentina,الاكوادور,Ecuador,0,الأرجنتين,Argentina,الاكوادور,Ecuador,draw,draw,0,0,0,0,0.40961,0.80267
1908,1989,9,7,4,9,الاكوادور,away_team,0,0,0,0,0,0,كوبا أميركا,البرازيل,1,0,0.40961,0.80267,Ecuador,0.80267,draw,الأرجنتين,Argentina,الاكوادور,Ecuador,0,الاكوادور,Ecuador,الأرجنتين,Argentina,draw,draw,0,0,0,0,0.40961,0.80267
1909,1989,9,7,8,9,أوروغواي,home_team,0,1,-1,1,1,-1,كوبا أميركا,البرازيل,1,1,0.02289,0.19533,Uruguay,0.02289,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,1,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,0,1,-1,1,0.02289,0.19533
1909,1989,9,7,8,9,الأرجنتين,away_team,0,1,-1,1,1,1,كوبا أميركا,البرازيل,1,1,0.02289,0.19533,Argentina,0.19533,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,1,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,1,0,1,-1,0.02289,0.19533
1910,1989,9,7,12,9,البرازيل,home_team,2,0,2,-2,2,2,كوبا أميركا,البرازيل,0,1,0.01253,0.9834,Brazil,0.01253,winner,البرازيل,Brazil,الأرجنتين,Argentina,2,البرازيل,Brazil,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.01253,0.9834
1910,1989,9,7,12,9,الأرجنتين,away_team,2,0,2,-2,2,-2,كوبا أميركا,البرازيل,0,1,0.01253,0.9834,Argentina,0.9834,loser,البرازيل,Brazil,الأرجنتين,Argentina,2,الأرجنتين,Argentina,البرازيل,Brazil,loser,winner,0,2,-2,2,0.01253,0.9834
1911,1989,9,7,14,9,الأرجنتين,home_team,0,2,-2,2,2,-2,كوبا أميركا,البرازيل,1,1,0.95937,0.24073,Argentina,0.95937,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,2,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,2,-2,2,0.95937,0.24073
1911,1989,9,7,14,9,أوروغواي,away_team,0,2,-2,2,2,2,كوبا أميركا,البرازيل,1,1,0.95937,0.24073,Uruguay,0.24073,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,2,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.95937,0.24073
1912,1989,9,7,16,9,البرازيل,home_team,1,0,1,-1,1,1,كوبا أميركا,البرازيل,0,1,0.38632,0.56372,Brazil,0.38632,winner,البرازيل,Brazil,أوروغواي,Uruguay,1,البرازيل,Brazil,أوروغواي,Uruguay,winner,loser,1,0,1,-1,0.38632,0.56372
1912,1989,9,7,16,9,أوروغواي,away_team,1,0,1,-1,1,-1,كوبا أميركا,البرازيل,0,1,0.38632,0.56372,Uruguay,0.56372,loser,البرازيل,Brazil,أوروغواي,Uruguay,1,أوروغواي,Uruguay,البرازيل,Brazil,loser,winner,0,1,-1,1,0.38632,0.56372
1913,1989,9,7,16,9,السنغال,home_team,3,0,3,-3,3,3, تصفيات كأس أمم أفريقيا,السنغال,0,1,0.18186,0.28968,Senegal,0.18186,winner,السنغال,Senegal,تونس,Tunisia,3,السنغال,Senegal,تونس,Tunisia,winner,loser,3,0,3,-3,0.18186,0.28968
1913,1989,9,7,16,9,تونس,away_team,3,0,3,-3,3,-3, تصفيات كأس أمم أفريقيا,السنغال,0,1,0.18186,0.28968,Tunisia,0.28968,loser,السنغال,Senegal,تونس,Tunisia,3,تونس,Tunisia,السنغال,Senegal,loser,winner,0,3,-3,3,0.18186,0.28968
1914,1989,9,7,23,9,البرازيل,home_team,1,0,1,-1,1,1,مباراة ودية,البرازيل,0,0,0.41874,0.83375,Brazil,0.41874,winner,البرازيل,Brazil,اليابان,Japan,1,البرازيل,Brazil,اليابان,Japan,winner,loser,1,0,1,-1,0.41874,0.83375
1914,1989,9,7,23,9,اليابان,away_team,1,0,1,-1,1,-1,مباراة ودية,البرازيل,0,0,0.41874,0.83375,Japan,0.83375,loser,البرازيل,Brazil,اليابان,Japan,1,اليابان,Japan,البرازيل,Brazil,loser,winner,0,1,-1,1,0.41874,0.83375
1915,1989,9,7,30,9,تونس,home_team,0,1,-1,1,1,-1, تصفيات كأس أمم أفريقيا,تونس,1,0,0.21737,0.99432,Tunisia,0.21737,loser,تونس,Tunisia,السنغال,Senegal,1,تونس,Tunisia,السنغال,Senegal,loser,winner,0,1,-1,1,0.21737,0.99432
1915,1989,9,7,30,9,السنغال,away_team,0,1,-1,1,1,1, تصفيات كأس أمم أفريقيا,تونس,1,0,0.21737,0.99432,Senegal,0.99432,winner,تونس,Tunisia,السنغال,Senegal,1,السنغال,Senegal,تونس,Tunisia,winner,loser,1,0,1,-1,0.21737,0.99432
1916,1989,9,8,10,9,المكسيك,home_team,4,2,2,-2,6,2,مباراة ودية,الولايات المتحدة,1,0,0.93708,0.19612,Mexico,0.93708,winner,المكسيك,Mexico,كوريا الجنوبية,South_Korea,2,المكسيك,Mexico,كوريا الجنوبية,South_Korea,winner,loser,4,2,2,-2,0.93708,0.19612
1916,1989,9,8,10,9,كوريا الجنوبية,away_team,4,2,2,-2,6,-2,مباراة ودية,الولايات المتحدة,1,0,0.93708,0.19612,South_Korea,0.19612,loser,المكسيك,Mexico,كوريا الجنوبية,South_Korea,2,كوريا الجنوبية,South_Korea,المكسيك,Mexico,loser,winner,2,4,-2,2,0.93708,0.19612
1917,1989,9,8,13,9,المغرب,home_team,0,0,0,0,0,0,تصفيات كأس العالم,المغرب,0,1,0.88209,0.81568,Morocco,0.88209,draw,المغرب,Morocco,تونس,Tunisia,0,المغرب,Morocco,تونس,Tunisia,draw,draw,0,0,0,0,0.88209,0.81568
1917,1989,9,8,13,9,تونس,away_team,0,0,0,0,0,0,تصفيات كأس العالم,المغرب,0,1,0.88209,0.81568,Tunisia,0.81568,draw,المغرب,Morocco,تونس,Tunisia,0,تونس,Tunisia,المغرب,Morocco,draw,draw,0,0,0,0,0.88209,0.81568
1918,1989,9,8,13,9,الولايات المتحدة,home_team,1,2,-1,1,3,-1,مباراة ودية,الولايات المتحدة,0,0,0.31935,0.72943,United_States,0.31935,loser,الولايات المتحدة,United_States,كوريا الجنوبية,South_Korea,1,الولايات المتحدة,United_States,كوريا الجنوبية,South_Korea,loser,winner,1,2,-1,1,0.31935,0.72943
1918,1989,9,8,13,9,كوريا الجنوبية,away_team,1,2,-1,1,3,1,مباراة ودية,الولايات المتحدة,0,0,0.31935,0.72943,South_Korea,0.72943,winner,الولايات المتحدة,United_States,كوريا الجنوبية,South_Korea,1,كوريا الجنوبية,South_Korea,الولايات المتحدة,United_States,winner,loser,2,1,1,-1,0.31935,0.72943
1919,1989,9,8,23,9,بلجيكا,home_team,3,0,3,-3,3,3,مباراة ودية,بلجيكا,1,1,0.40656,0.89568,Belgium,0.40656,winner,بلجيكا,Belgium,الدنمارك,Denmark,3,بلجيكا,Belgium,الدنمارك,Denmark,winner,loser,3,0,3,-3,0.40656,0.89568
1919,1989,9,8,23,9,الدنمارك,away_team,3,0,3,-3,3,-3,مباراة ودية,بلجيكا,1,1,0.40656,0.89568,Denmark,0.89568,loser,بلجيكا,Belgium,الدنمارك,Denmark,3,الدنمارك,Denmark,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.40656,0.89568
1920,1989,9,9,6,9,بلجيكا,home_team,3,0,3,-3,3,3,تصفيات كأس العالم,بلجيكا,1,1,0.66706,0.88869,Belgium,0.66706,winner,بلجيكا,Belgium,البرتغال,Portugal,3,بلجيكا,Belgium,البرتغال,Portugal,winner,loser,3,0,3,-3,0.66706,0.88869
1920,1989,9,9,6,9,البرتغال,away_team,3,0,3,-3,3,-3,تصفيات كأس العالم,بلجيكا,1,1,0.66706,0.88869,Portugal,0.88869,loser,بلجيكا,Belgium,البرتغال,Portugal,3,البرتغال,Portugal,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.66706,0.88869
1921,1989,9,9,6,9,هولندا,home_team,2,2,0,0,4,0,مباراة ودية,هولندا,1,1,0.45467,0.45285,Netherlands,0.45467,draw,هولندا,Netherlands,الدنمارك,Denmark,0,هولندا,Netherlands,الدنمارك,Denmark,draw,draw,2,2,0,0,0.45467,0.45285
1921,1989,9,9,6,9,الدنمارك,away_team,2,2,0,0,4,0,مباراة ودية,هولندا,1,1,0.45467,0.45285,Denmark,0.45285,draw,هولندا,Netherlands,الدنمارك,Denmark,0,الدنمارك,Denmark,هولندا,Netherlands,draw,draw,2,2,0,0,0.45467,0.45285
1922,1989,9,9,20,9,إسبانيا,home_team,1,0,1,-1,1,1,مباراة ودية,إسبانيا,1,0,0.22833,0.16668,Spain,0.22833,winner,إسبانيا,Spain,بولندا,Poland,1,إسبانيا,Spain,بولندا,Poland,winner,loser,1,0,1,-1,0.22833,0.16668
1922,1989,9,9,20,9,بولندا,away_team,1,0,1,-1,1,-1,مباراة ودية,إسبانيا,1,0,0.22833,0.16668,Poland,0.16668,loser,إسبانيا,Spain,بولندا,Poland,1,بولندا,Poland,إسبانيا,Spain,loser,winner,0,1,-1,1,0.22833,0.16668
1923,1989,9,9,20,9,سويسرا,home_team,1,2,-1,1,3,-1,تصفيات كأس العالم,سويسرا,0,1,0.08804,0.25347,Switzerland,0.08804,loser,سويسرا,Switzerland,البرتغال,Portugal,1,سويسرا,Switzerland,البرتغال,Portugal,loser,winner,1,2,-1,1,0.08804,0.25347
1923,1989,9,9,20,9,البرتغال,away_team,1,2,-1,1,3,1,تصفيات كأس العالم,سويسرا,0,1,0.08804,0.25347,Portugal,0.25347,winner,سويسرا,Switzerland,البرتغال,Portugal,1,البرتغال,Portugal,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.08804,0.25347
1924,1989,9,10,8,9,الكاميرون,home_team,2,0,2,-2,2,2,تصفيات كأس العالم,الكاميرون,1,1,0.64492,0.3541,Cameroon,0.64492,winner,الكاميرون,Cameroon,تونس,Tunisia,2,الكاميرون,Cameroon,تونس,Tunisia,winner,loser,2,0,2,-2,0.64492,0.3541
1924,1989,9,10,8,9,تونس,away_team,2,0,2,-2,2,-2,تصفيات كأس العالم,الكاميرون,1,1,0.64492,0.3541,Tunisia,0.3541,loser,الكاميرون,Cameroon,تونس,Tunisia,2,تونس,Tunisia,الكاميرون,Cameroon,loser,winner,0,2,-2,2,0.64492,0.3541
1925,1989,9,10,11,9,بولندا,home_team,0,0,0,0,0,0,تصفيات كأس العالم,بولندا,0,1,0.4952,0.38507,Poland,0.4952,draw,بولندا,Poland,إنجلترا,England,0,بولندا,Poland,إنجلترا,England,draw,draw,0,0,0,0,0.4952,0.38507
1925,1989,9,10,11,9,إنجلترا,away_team,0,0,0,0,0,0,تصفيات كأس العالم,بولندا,0,1,0.4952,0.38507,England,0.38507,draw,بولندا,Poland,إنجلترا,England,0,إنجلترا,England,بولندا,Poland,draw,draw,0,0,0,0,0.4952,0.38507
1926,1989,9,10,11,9,سويسرا,home_team,2,2,0,0,4,0,تصفيات كأس العالم,سويسرا,0,1,0.27032,0.43889,Switzerland,0.27032,draw,سويسرا,Switzerland,بلجيكا,Belgium,0,سويسرا,Switzerland,بلجيكا,Belgium,draw,draw,2,2,0,0,0.27032,0.43889
1926,1989,9,10,11,9,بلجيكا,away_team,2,2,0,0,4,0,تصفيات كأس العالم,سويسرا,0,1,0.27032,0.43889,Belgium,0.43889,draw,سويسرا,Switzerland,بلجيكا,Belgium,0,بلجيكا,Belgium,سويسرا,Switzerland,draw,draw,2,2,0,0,0.27032,0.43889
1927,1989,9,10,11,9,ويلز,home_team,1,2,-1,1,3,-1,تصفيات كأس العالم,ويلز,0,1,0.53922,0.37407,Wales,0.53922,loser,ويلز,Wales,هولندا,Netherlands,1,ويلز,Wales,هولندا,Netherlands,loser,winner,1,2,-1,1,0.53922,0.37407
1927,1989,9,10,11,9,هولندا,away_team,1,2,-1,1,3,1,تصفيات كأس العالم,ويلز,0,1,0.53922,0.37407,Netherlands,0.37407,winner,ويلز,Wales,هولندا,Netherlands,1,هولندا,Netherlands,ويلز,Wales,winner,loser,2,1,1,-1,0.53922,0.37407
1928,1989,9,10,13,9,كوريا الجنوبية,home_team,0,0,0,0,0,0,تصفيات كأس العالم,سنغافورة,0,0,0.01533,0.89233,South_Korea,0.01533,draw,كوريا الجنوبية,South_Korea,قطر,Qatar,0,كوريا الجنوبية,South_Korea,قطر,Qatar,draw,draw,0,0,0,0,0.01533,0.89233
1928,1989,9,10,13,9,قطر,away_team,0,0,0,0,0,0,تصفيات كأس العالم,سنغافورة,0,0,0.01533,0.89233,Qatar,0.89233,draw,كوريا الجنوبية,South_Korea,قطر,Qatar,0,قطر,Qatar,كوريا الجنوبية,South_Korea,draw,draw,0,0,0,0,0.01533,0.89233
1929,1989,9,10,16,9,قطر,home_team,1,1,0,0,2,0,تصفيات كأس العالم,سنغافورة,0,1,0.21309,0.3831,Qatar,0.21309,draw,قطر,Qatar,السعودية,Saudi_Arabia,0,قطر,Qatar,السعودية,Saudi_Arabia,draw,draw,1,1,0,0,0.21309,0.3831
1929,1989,9,10,16,9,السعودية,away_team,1,1,0,0,2,0,تصفيات كأس العالم,سنغافورة,0,1,0.21309,0.3831,Saudi_Arabia,0.3831,draw,قطر,Qatar,السعودية,Saudi_Arabia,0,السعودية,Saudi_Arabia,قطر,Qatar,draw,draw,1,1,0,0,0.21309,0.3831
1930,1989,9,10,25,9,السعودية,home_team,0,2,-2,2,2,-2,تصفيات كأس العالم,سنغافورة,1,0,0.37816,0.57979,Saudi_Arabia,0.37816,loser,السعودية,Saudi_Arabia,كوريا الجنوبية,South_Korea,2,السعودية,Saudi_Arabia,كوريا الجنوبية,South_Korea,loser,winner,0,2,-2,2,0.37816,0.57979
1930,1989,9,10,25,9,كوريا الجنوبية,away_team,0,2,-2,2,2,2,تصفيات كأس العالم,سنغافورة,1,0,0.37816,0.57979,South_Korea,0.57979,winner,السعودية,Saudi_Arabia,كوريا الجنوبية,South_Korea,2,كوريا الجنوبية,South_Korea,السعودية,Saudi_Arabia,winner,loser,2,0,2,-2,0.37816,0.57979
1931,1989,9,11,15,9,ألمانيا,home_team,2,1,1,-1,3,1,تصفيات كأس العالم,ألمانيا,1,0,0.2538,0.56933,Germany,0.2538,winner,ألمانيا,Germany,ويلز,Wales,1,ألمانيا,Germany,ويلز,Wales,winner,loser,2,1,1,-1,0.2538,0.56933
1931,1989,9,11,15,9,ويلز,away_team,2,1,1,-1,3,-1,تصفيات كأس العالم,ألمانيا,1,0,0.2538,0.56933,Wales,0.56933,loser,ألمانيا,Germany,ويلز,Wales,1,ويلز,Wales,ألمانيا,Germany,loser,winner,1,2,-1,1,0.2538,0.56933
1932,1989,9,11,19,9,تونس,home_team,0,1,-1,1,1,-1,تصفيات كأس العالم,تونس,1,1,0.10503,0.00656,Tunisia,0.10503,loser,تونس,Tunisia,الكاميرون,Cameroon,1,تونس,Tunisia,الكاميرون,Cameroon,loser,winner,0,1,-1,1,0.10503,0.00656
1932,1989,9,11,19,9,الكاميرون,away_team,0,1,-1,1,1,1,تصفيات كأس العالم,تونس,1,1,0.10503,0.00656,Cameroon,0.00656,winner,تونس,Tunisia,الكاميرون,Cameroon,1,الكاميرون,Cameroon,تونس,Tunisia,winner,loser,1,0,1,-1,0.10503,0.00656
1933,1989,9,12,13,9,إسبانيا,home_team,2,1,1,-1,3,1,مباراة ودية,إسبانيا,1,0,0.40678,0.6542,Spain,0.40678,winner,إسبانيا,Spain,سويسرا,Switzerland,1,إسبانيا,Spain,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.40678,0.6542
1933,1989,9,12,13,9,سويسرا,away_team,2,1,1,-1,3,-1,مباراة ودية,إسبانيا,1,0,0.40678,0.6542,Switzerland,0.6542,loser,إسبانيا,Spain,سويسرا,Switzerland,1,سويسرا,Switzerland,إسبانيا,Spain,loser,winner,1,2,-1,1,0.40678,0.6542
1934,1989,9,12,20,9,هولندا,home_team,0,1,-1,1,1,-1,مباراة ودية,هولندا,1,0,0.9946,0.47766,Netherlands,0.9946,loser,هولندا,Netherlands,البرازيل,Brazil,1,هولندا,Netherlands,البرازيل,Brazil,loser,winner,0,1,-1,1,0.9946,0.47766
1934,1989,9,12,20,9,البرازيل,away_team,0,1,-1,1,1,1,مباراة ودية,هولندا,1,0,0.9946,0.47766,Brazil,0.47766,winner,هولندا,Netherlands,البرازيل,Brazil,1,البرازيل,Brazil,هولندا,Netherlands,winner,loser,1,0,1,-1,0.9946,0.47766
1935,1990,0,1,17,10,المكسيك,home_team,2,0,2,-2,2,2,مباراة ودية,الولايات المتحدة,1,1,0.31855,0.03225,Mexico,0.31855,winner,المكسيك,Mexico,الأرجنتين,Argentina,2,المكسيك,Mexico,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.31855,0.03225
1935,1990,0,1,17,10,الأرجنتين,away_team,2,0,2,-2,2,-2,مباراة ودية,الولايات المتحدة,1,1,0.31855,0.03225,Argentina,0.03225,loser,المكسيك,Mexico,الأرجنتين,Argentina,2,الأرجنتين,Argentina,المكسيك,Mexico,loser,winner,0,2,-2,2,0.31855,0.03225
1936,1990,0,2,2,10,إيران,home_team,0,2,-2,2,2,-2,مباراة ودية,إيران,1,0,0.94621,0.00278,Iran,0.94621,loser,إيران,Iran,بولندا,Poland,2,إيران,Iran,بولندا,Poland,loser,winner,0,2,-2,2,0.94621,0.00278
1936,1990,0,2,2,10,بولندا,away_team,0,2,-2,2,2,2,مباراة ودية,إيران,1,0,0.94621,0.00278,Poland,0.00278,winner,إيران,Iran,بولندا,Poland,2,بولندا,Poland,إيران,Iran,winner,loser,2,0,2,-2,0.94621,0.00278
1937,1990,0,2,2,10,الولايات المتحدة,home_team,0,2,-2,2,2,-2,مباراة ودية,الولايات المتحدة,0,1,0.42449,0.30545,United_States,0.42449,loser,الولايات المتحدة,United_States,كوستا ريكا,Costa_Rica,2,الولايات المتحدة,United_States,كوستا ريكا,Costa_Rica,loser,winner,0,2,-2,2,0.42449,0.30545
1937,1990,0,2,2,10,كوستا ريكا,away_team,0,2,-2,2,2,2,مباراة ودية,الولايات المتحدة,0,1,0.42449,0.30545,Costa_Rica,0.30545,winner,الولايات المتحدة,United_States,كوستا ريكا,Costa_Rica,2,كوستا ريكا,Costa_Rica,الولايات المتحدة,United_States,winner,loser,2,0,2,-2,0.42449,0.30545
