serial,year,year_n,month,day,decade,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament_ar,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team_ar,home_team_txt,away_team_ar,away_team_txt,size,team_a_ar,team_a_txt,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
47,1910,0,4,10,2,هولندا,home_team,7,0,7,-7,7,7,مباراة ودية,هولندا,1,1,0.46759,0.99983,Netherlands,0.46759,winner,هولندا,Netherlands,بلجيكا,Belgium,7,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,7,0,7,-7,0.46759,0.99983
47,1910,0,4,10,2,بلجيكا,away_team,7,0,7,-7,7,-7,مباراة ودية,هولندا,1,1,0.46759,0.99983,Belgium,0.99983,loser,هولندا,Netherlands,بلجيكا,Belgium,7,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,0,7,-7,7,0.46759,0.99983
48,1910,0,4,24,2,هولندا,home_team,4,2,2,-2,6,2,مباراة ودية,هولندا,1,1,0.5148,0.03713,Netherlands,0.5148,winner,هولندا,Netherlands,ألمانيا,Germany,2,هولندا,Netherlands,ألمانيا,Germany,winner,loser,4,2,2,-2,0.5148,0.03713
48,1910,0,4,24,2,ألمانيا,away_team,4,2,2,-2,6,-2,مباراة ودية,هولندا,1,1,0.5148,0.03713,Germany,0.03713,loser,هولندا,Netherlands,ألمانيا,Germany,2,ألمانيا,Germany,هولندا,Netherlands,loser,winner,2,4,-2,2,0.5148,0.03713
49,1910,0,5,16,2,ألمانيا,home_team,0,3,-3,3,3,-3,مباراة ودية,ألمانيا,1,1,0.33764,0.80464,Germany,0.33764,loser,ألمانيا,Germany,بلجيكا,Belgium,3,ألمانيا,Germany,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.33764,0.80464
49,1910,0,5,16,2,بلجيكا,away_team,0,3,-3,3,3,3,مباراة ودية,ألمانيا,1,1,0.33764,0.80464,Belgium,0.80464,winner,ألمانيا,Germany,بلجيكا,Belgium,3,بلجيكا,Belgium,ألمانيا,Germany,winner,loser,3,0,3,-3,0.33764,0.80464
50,1910,0,6,12,2,الأرجنتين,home_team,4,1,3,-3,5,3,مباراة ودية,الأرجنتين,1,1,0.95692,0.1765,Argentina,0.95692,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,3,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,4,1,3,-3,0.95692,0.1765
50,1910,0,6,12,2,أوروغواي,away_team,4,1,3,-3,5,-3,مباراة ودية,الأرجنتين,1,1,0.95692,0.1765,Uruguay,0.1765,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,3,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,1,4,-3,3,0.95692,0.1765
51,1910,0,8,15,2,أوروغواي,home_team,3,1,2,-2,4,2, كأس ليبتون,أوروغواي,1,1,0.43194,0.86995,Uruguay,0.43194,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,2,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,3,1,2,-2,0.43194,0.86995
51,1910,0,8,15,2,الأرجنتين,away_team,3,1,2,-2,4,-2, كأس ليبتون,أوروغواي,1,1,0.43194,0.86995,Argentina,0.86995,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,2,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,1,3,-2,2,0.43194,0.86995
52,1910,0,10,16,2,ألمانيا,home_team,1,2,-1,1,3,-1,مباراة ودية,ألمانيا,1,1,0.09849,0.65734,Germany,0.09849,loser,ألمانيا,Germany,هولندا,Netherlands,1,ألمانيا,Germany,هولندا,Netherlands,loser,winner,1,2,-1,1,0.09849,0.65734
52,1910,0,10,16,2,هولندا,away_team,1,2,-1,1,3,1,مباراة ودية,ألمانيا,1,1,0.09849,0.65734,Netherlands,0.65734,winner,ألمانيا,Germany,هولندا,Netherlands,1,هولندا,Netherlands,ألمانيا,Germany,winner,loser,2,1,1,-1,0.09849,0.65734
53,1910,0,11,13,2,الأرجنتين,home_team,1,1,0,0,2,0, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.86691,0.3122,Argentina,0.86691,draw,الأرجنتين,Argentina,أوروغواي,Uruguay,0,الأرجنتين,Argentina,أوروغواي,Uruguay,draw,draw,1,1,0,0,0.86691,0.3122
53,1910,0,11,13,2,أوروغواي,away_team,1,1,0,0,2,0, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.86691,0.3122,Uruguay,0.3122,draw,الأرجنتين,Argentina,أوروغواي,Uruguay,0,أوروغواي,Uruguay,الأرجنتين,Argentina,draw,draw,1,1,0,0,0.86691,0.3122
54,1910,0,11,27,2,الأرجنتين,home_team,2,6,-4,4,8,-4, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.18399,0.97656,Argentina,0.18399,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,4,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,2,6,-4,4,0.18399,0.97656
54,1910,0,11,27,2,أوروغواي,away_team,2,6,-4,4,8,4, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.18399,0.97656,Uruguay,0.97656,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,4,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,6,2,4,-4,0.18399,0.97656
55,1911,1,3,13,2,إنجلترا,home_team,3,0,3,-3,3,3, البطولة البريطانية,إنجلترا,1,0,0.71792,0.08493,England,0.71792,winner,إنجلترا,England,ويلز,Wales,3,إنجلترا,England,ويلز,Wales,winner,loser,3,0,3,-3,0.71792,0.08493
55,1911,1,3,13,2,ويلز,away_team,3,0,3,-3,3,-3, البطولة البريطانية,إنجلترا,1,0,0.71792,0.08493,Wales,0.08493,loser,إنجلترا,England,ويلز,Wales,3,ويلز,Wales,إنجلترا,England,loser,winner,0,3,-3,3,0.71792,0.08493
56,1911,1,3,19,2,بلجيكا,home_team,1,5,-4,4,6,-4,مباراة ودية,بلجيكا,1,1,0.7103,0.06806,Belgium,0.7103,loser,بلجيكا,Belgium,هولندا,Netherlands,4,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,5,-4,4,0.7103,0.06806
56,1911,1,3,19,2,هولندا,away_team,1,5,-4,4,6,4,مباراة ودية,بلجيكا,1,1,0.7103,0.06806,Netherlands,0.06806,winner,بلجيكا,Belgium,هولندا,Netherlands,4,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,5,1,4,-4,0.7103,0.06806
57,1911,1,3,26,2,ألمانيا,home_team,6,2,4,-4,8,4,مباراة ودية,ألمانيا,1,0,0.9369,0.64427,Germany,0.9369,winner,ألمانيا,Germany,سويسرا,Switzerland,4,ألمانيا,Germany,سويسرا,Switzerland,winner,loser,6,2,4,-4,0.9369,0.64427
57,1911,1,3,26,2,سويسرا,away_team,6,2,4,-4,8,-4,مباراة ودية,ألمانيا,1,0,0.9369,0.64427,Switzerland,0.64427,loser,ألمانيا,Germany,سويسرا,Switzerland,4,سويسرا,Switzerland,ألمانيا,Germany,loser,winner,2,6,-4,4,0.9369,0.64427
58,1911,1,4,2,2,هولندا,home_team,3,1,2,-2,4,2,مباراة ودية,هولندا,1,1,0.87005,0.21851,Netherlands,0.87005,winner,هولندا,Netherlands,بلجيكا,Belgium,2,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,3,1,2,-2,0.87005,0.21851
58,1911,1,4,2,2,بلجيكا,away_team,3,1,2,-2,4,-2,مباراة ودية,هولندا,1,1,0.87005,0.21851,Belgium,0.21851,loser,هولندا,Netherlands,بلجيكا,Belgium,2,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,3,-2,2,0.87005,0.21851
59,1911,1,4,23,2,بلجيكا,home_team,2,1,1,-1,3,1,مباراة ودية,بلجيكا,1,1,0.1138,0.2065,Belgium,0.1138,winner,بلجيكا,Belgium,ألمانيا,Germany,1,بلجيكا,Belgium,ألمانيا,Germany,winner,loser,2,1,1,-1,0.1138,0.2065
59,1911,1,4,23,2,ألمانيا,away_team,2,1,1,-1,3,-1,مباراة ودية,بلجيكا,1,1,0.1138,0.2065,Germany,0.2065,loser,بلجيكا,Belgium,ألمانيا,Germany,1,ألمانيا,Germany,بلجيكا,Belgium,loser,winner,1,2,-1,1,0.1138,0.2065
60,1911,1,4,23,2,سويسرا,home_team,5,2,3,-3,7,3,مباراة ودية,سويسرا,0,0,0.33022,0.30438,Switzerland,0.33022,winner,سويسرا,Switzerland,فرنسا,France,3,سويسرا,Switzerland,فرنسا,France,winner,loser,5,2,3,-3,0.33022,0.30438
60,1911,1,4,23,2,فرنسا,away_team,5,2,3,-3,7,-3,مباراة ودية,سويسرا,0,0,0.33022,0.30438,France,0.30438,loser,سويسرا,Switzerland,فرنسا,France,3,فرنسا,France,سويسرا,Switzerland,loser,winner,2,5,-3,3,0.33022,0.30438
61,1911,1,4,30,2,بلجيكا,home_team,7,1,6,-6,8,6,مباراة ودية,بلجيكا,1,0,1.80E-04,0.38251,Belgium,1.80E-04,winner,بلجيكا,Belgium,فرنسا,France,6,بلجيكا,Belgium,فرنسا,France,winner,loser,7,1,6,-6,1.80E-04,0.38251
61,1911,1,4,30,2,فرنسا,away_team,7,1,6,-6,8,-6,مباراة ودية,بلجيكا,1,0,1.80E-04,0.38251,France,0.38251,loser,بلجيكا,Belgium,فرنسا,France,6,فرنسا,France,بلجيكا,Belgium,loser,winner,1,7,-6,6,1.80E-04,0.38251
62,1911,1,8,15,2,الأرجنتين,home_team,0,2,-2,2,2,-2, كأس ليبتون,الأرجنتين,1,1,0.83843,0.26518,Argentina,0.83843,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,2,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,2,-2,2,0.83843,0.26518
62,1911,1,8,15,2,أوروغواي,away_team,0,2,-2,2,2,2, كأس ليبتون,الأرجنتين,1,1,0.83843,0.26518,Uruguay,0.26518,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,2,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.83843,0.26518
63,1911,1,9,17,2,أوروغواي,home_team,2,3,-1,1,5,-1,كأس نيوتن,أوروغواي,1,1,0.13662,0.25993,Uruguay,0.13662,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,1,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,2,3,-1,1,0.13662,0.25993
63,1911,1,9,17,2,الأرجنتين,away_team,2,3,-1,1,5,1,كأس نيوتن,أوروغواي,1,1,0.13662,0.25993,Argentina,0.25993,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,1,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,3,2,1,-1,0.13662,0.25993
64,1911,1,10,8,2,أوروغواي,home_team,1,1,0,0,2,0, كأس أورغواي الفخرية,أوروغواي,1,1,0.46026,0.93109,Uruguay,0.46026,draw,أوروغواي,Uruguay,الأرجنتين,Argentina,0,أوروغواي,Uruguay,الأرجنتين,Argentina,draw,draw,1,1,0,0,0.46026,0.93109
64,1911,1,10,8,2,الأرجنتين,away_team,1,1,0,0,2,0, كأس أورغواي الفخرية,أوروغواي,1,1,0.46026,0.93109,Argentina,0.93109,draw,أوروغواي,Uruguay,الأرجنتين,Argentina,0,الأرجنتين,Argentina,أوروغواي,Uruguay,draw,draw,1,1,0,0,0.46026,0.93109
65,1911,1,10,22,2,الأرجنتين,home_team,2,0,2,-2,2,2, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.94177,0.88046,Argentina,0.94177,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,2,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,2,0,2,-2,0.94177,0.88046
65,1911,1,10,22,2,أوروغواي,away_team,2,0,2,-2,2,-2, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.94177,0.88046,Uruguay,0.88046,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,2,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,0,2,-2,2,0.94177,0.88046
66,1911,1,10,29,2,أوروغواي,home_team,3,0,3,-3,3,3, كأس أورغواي الفخرية,أوروغواي,1,1,0.76615,0.69561,Uruguay,0.76615,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,3,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,3,0,3,-3,0.76615,0.69561
66,1911,1,10,29,2,الأرجنتين,away_team,3,0,3,-3,3,-3, كأس أورغواي الفخرية,أوروغواي,1,1,0.76615,0.69561,Argentina,0.69561,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,3,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,3,-3,3,0.76615,0.69561
67,1912,2,1,28,2,فرنسا,home_team,1,1,0,0,2,0,مباراة ودية,فرنسا,0,1,0.24444,0.48622,France,0.24444,draw,فرنسا,France,بلجيكا,Belgium,0,فرنسا,France,بلجيكا,Belgium,draw,draw,1,1,0,0,0.24444,0.48622
67,1912,2,1,28,2,بلجيكا,away_team,1,1,0,0,2,0,مباراة ودية,فرنسا,0,1,0.24444,0.48622,Belgium,0.48622,draw,فرنسا,France,بلجيكا,Belgium,0,بلجيكا,Belgium,فرنسا,France,draw,draw,1,1,0,0,0.24444,0.48622
68,1912,2,2,18,2,فرنسا,home_team,4,1,3,-3,5,3,مباراة ودية,فرنسا,0,0,0.16104,0.07883,France,0.16104,winner,فرنسا,France,سويسرا,Switzerland,3,فرنسا,France,سويسرا,Switzerland,winner,loser,4,1,3,-3,0.16104,0.07883
68,1912,2,2,18,2,سويسرا,away_team,4,1,3,-3,5,-3,مباراة ودية,فرنسا,0,0,0.16104,0.07883,Switzerland,0.07883,loser,فرنسا,France,سويسرا,Switzerland,3,سويسرا,Switzerland,فرنسا,France,loser,winner,1,4,-3,3,0.16104,0.07883
69,1912,2,2,20,2,بلجيكا,home_team,9,2,7,-7,11,7,مباراة ودية,بلجيكا,1,0,0.33053,0.6486,Belgium,0.33053,winner,بلجيكا,Belgium,سويسرا,Switzerland,7,بلجيكا,Belgium,سويسرا,Switzerland,winner,loser,9,2,7,-7,0.33053,0.6486
69,1912,2,2,20,2,سويسرا,away_team,9,2,7,-7,11,-7,مباراة ودية,بلجيكا,1,0,0.33053,0.6486,Switzerland,0.6486,loser,بلجيكا,Belgium,سويسرا,Switzerland,7,سويسرا,Switzerland,بلجيكا,Belgium,loser,winner,2,9,-7,7,0.33053,0.6486
70,1912,2,3,10,2,بلجيكا,home_team,1,2,-1,1,3,-1,مباراة ودية,بلجيكا,1,1,0.62944,0.23237,Belgium,0.62944,loser,بلجيكا,Belgium,هولندا,Netherlands,1,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,1,2,-1,1,0.62944,0.23237
70,1912,2,3,10,2,هولندا,away_team,1,2,-1,1,3,1,مباراة ودية,بلجيكا,1,1,0.62944,0.23237,Netherlands,0.23237,winner,بلجيكا,Belgium,هولندا,Netherlands,1,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,2,1,1,-1,0.62944,0.23237
71,1912,2,3,11,2,ويلز,home_team,0,2,-2,2,2,-2, البطولة البريطانية,ويلز,0,1,0.11583,0.16345,Wales,0.11583,loser,ويلز,Wales,إنجلترا,England,2,ويلز,Wales,إنجلترا,England,loser,winner,0,2,-2,2,0.11583,0.16345
71,1912,2,3,11,2,إنجلترا,away_team,0,2,-2,2,2,2, البطولة البريطانية,ويلز,0,1,0.11583,0.16345,England,0.16345,winner,ويلز,Wales,إنجلترا,England,2,إنجلترا,England,ويلز,Wales,winner,loser,2,0,2,-2,0.11583,0.16345
72,1912,2,3,24,2,هولندا,home_team,5,5,0,0,10,0,مباراة ودية,هولندا,1,1,0.18547,0.98378,Netherlands,0.18547,draw,هولندا,Netherlands,ألمانيا,Germany,0,هولندا,Netherlands,ألمانيا,Germany,draw,draw,5,5,0,0,0.18547,0.98378
72,1912,2,3,24,2,ألمانيا,away_team,5,5,0,0,10,0,مباراة ودية,هولندا,1,1,0.18547,0.98378,Germany,0.98378,draw,هولندا,Netherlands,ألمانيا,Germany,0,ألمانيا,Germany,هولندا,Netherlands,draw,draw,5,5,0,0,0.18547,0.98378
73,1912,2,4,28,2,هولندا,home_team,4,3,1,-1,7,1,مباراة ودية,هولندا,1,1,0.66232,0.79557,Netherlands,0.66232,winner,هولندا,Netherlands,بلجيكا,Belgium,1,هولندا,Netherlands,بلجيكا,Belgium,winner,loser,4,3,1,-1,0.66232,0.79557
73,1912,2,4,28,2,بلجيكا,away_team,4,3,1,-1,7,-1,مباراة ودية,هولندا,1,1,0.66232,0.79557,Belgium,0.79557,loser,هولندا,Netherlands,بلجيكا,Belgium,1,بلجيكا,Belgium,هولندا,Netherlands,loser,winner,3,4,-1,1,0.66232,0.79557
74,1912,2,5,5,2,سويسرا,home_team,1,2,-1,1,3,-1,مباراة ودية,سويسرا,0,1,0.02101,0.5537,Switzerland,0.02101,loser,سويسرا,Switzerland,ألمانيا,Germany,1,سويسرا,Switzerland,ألمانيا,Germany,loser,winner,1,2,-1,1,0.02101,0.5537
74,1912,2,5,5,2,ألمانيا,away_team,1,2,-1,1,3,1,مباراة ودية,سويسرا,0,1,0.02101,0.5537,Germany,0.5537,winner,سويسرا,Switzerland,ألمانيا,Germany,1,ألمانيا,Germany,سويسرا,Switzerland,winner,loser,2,1,1,-1,0.02101,0.5537
75,1912,2,8,15,2,أوروغواي,home_team,2,0,2,-2,2,2, كأس ليبتون,أوروغواي,1,1,0.34656,0.6477,Uruguay,0.34656,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,2,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.34656,0.6477
75,1912,2,8,15,2,الأرجنتين,away_team,2,0,2,-2,2,-2, كأس ليبتون,أوروغواي,1,1,0.34656,0.6477,Argentina,0.6477,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,2,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,2,-2,2,0.34656,0.6477
76,1912,2,8,25,2,أوروغواي,home_team,3,0,3,-3,3,3, كأس أورغواي الفخرية,أوروغواي,1,1,0.12034,0.85177,Uruguay,0.12034,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,3,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,3,0,3,-3,0.12034,0.85177
76,1912,2,8,25,2,الأرجنتين,away_team,3,0,3,-3,3,-3, كأس أورغواي الفخرية,أوروغواي,1,1,0.12034,0.85177,Argentina,0.85177,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,3,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,3,-3,3,0.12034,0.85177
77,1912,2,9,22,2,الأرجنتين,home_team,0,1,-1,1,1,-1, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.97386,0.74696,Argentina,0.97386,loser,الأرجنتين,Argentina,أوروغواي,Uruguay,1,الأرجنتين,Argentina,أوروغواي,Uruguay,loser,winner,0,1,-1,1,0.97386,0.74696
77,1912,2,9,22,2,أوروغواي,away_team,0,1,-1,1,1,1, كأس الأرجنتين الفخرية,الأرجنتين,1,1,0.97386,0.74696,Uruguay,0.74696,winner,الأرجنتين,Argentina,أوروغواي,Uruguay,1,أوروغواي,Uruguay,الأرجنتين,Argentina,winner,loser,1,0,1,-1,0.97386,0.74696
78,1912,2,10,6,2,الأرجنتين,home_team,3,3,0,0,6,0,كأس نيوتن,الأرجنتين,1,1,0.16806,0.50965,Argentina,0.16806,draw,الأرجنتين,Argentina,أوروغواي,Uruguay,0,الأرجنتين,Argentina,أوروغواي,Uruguay,draw,draw,3,3,0,0,0.16806,0.50965
78,1912,2,10,6,2,أوروغواي,away_team,3,3,0,0,6,0,كأس نيوتن,الأرجنتين,1,1,0.16806,0.50965,Uruguay,0.50965,draw,الأرجنتين,Argentina,أوروغواي,Uruguay,0,أوروغواي,Uruguay,الأرجنتين,Argentina,draw,draw,3,3,0,0,0.16806,0.50965
79,1912,2,10,6,2,الدنمارك,home_team,3,1,2,-2,4,2,مباراة ودية,الدنمارك,1,1,0.50639,0.03732,Denmark,0.50639,winner,الدنمارك,Denmark,ألمانيا,Germany,2,الدنمارك,Denmark,ألمانيا,Germany,winner,loser,3,1,2,-2,0.50639,0.03732
79,1912,2,10,6,2,ألمانيا,away_team,3,1,2,-2,4,-2,مباراة ودية,الدنمارك,1,1,0.50639,0.03732,Germany,0.03732,loser,الدنمارك,Denmark,ألمانيا,Germany,2,ألمانيا,Germany,الدنمارك,Denmark,loser,winner,1,3,-2,2,0.50639,0.03732
80,1912,2,11,17,2,ألمانيا,home_team,2,3,-1,1,5,-1,مباراة ودية,ألمانيا,1,1,0.44556,0.04262,Germany,0.44556,loser,ألمانيا,Germany,هولندا,Netherlands,1,ألمانيا,Germany,هولندا,Netherlands,loser,winner,2,3,-1,1,0.44556,0.04262
80,1912,2,11,17,2,هولندا,away_team,2,3,-1,1,5,1,مباراة ودية,ألمانيا,1,1,0.44556,0.04262,Netherlands,0.04262,winner,ألمانيا,Germany,هولندا,Netherlands,1,هولندا,Netherlands,ألمانيا,Germany,winner,loser,3,2,1,-1,0.44556,0.04262
81,1912,2,12,1,2,أوروغواي,home_team,1,3,-2,2,4,-2,مباراة ودية,أوروغواي,1,1,0.51906,0.29107,Uruguay,0.51906,loser,أوروغواي,Uruguay,الأرجنتين,Argentina,2,أوروغواي,Uruguay,الأرجنتين,Argentina,loser,winner,1,3,-2,2,0.51906,0.29107
81,1912,2,12,1,2,الأرجنتين,away_team,1,3,-2,2,4,2,مباراة ودية,أوروغواي,1,1,0.51906,0.29107,Argentina,0.29107,winner,أوروغواي,Uruguay,الأرجنتين,Argentina,2,الأرجنتين,Argentina,أوروغواي,Uruguay,winner,loser,3,1,2,-2,0.51906,0.29107
82,1913,3,2,16,2,بلجيكا,home_team,3,0,3,-3,3,3,مباراة ودية,بلجيكا,1,0,0.21092,0.28908,Belgium,0.21092,winner,بلجيكا,Belgium,فرنسا,France,3,بلجيكا,Belgium,فرنسا,France,winner,loser,3,0,3,-3,0.21092,0.28908
82,1913,3,2,16,2,فرنسا,away_team,3,0,3,-3,3,-3,مباراة ودية,بلجيكا,1,0,0.21092,0.28908,France,0.28908,loser,بلجيكا,Belgium,فرنسا,France,3,فرنسا,France,بلجيكا,Belgium,loser,winner,0,3,-3,3,0.21092,0.28908
83,1913,3,3,9,2,بلجيكا,home_team,3,3,0,0,6,0,مباراة ودية,بلجيكا,1,1,0.14093,0.32001,Belgium,0.14093,draw,بلجيكا,Belgium,هولندا,Netherlands,0,بلجيكا,Belgium,هولندا,Netherlands,draw,draw,3,3,0,0,0.14093,0.32001
